,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group15_PT_0,Group15_PT_0.01,Group15_PT_0.02,Group15_PT_0.03,Group15_PT_0.04,Group15_PT_0.05,Group15_PT_0.06,Group15_PT_0.07,Group15_PT_0.08,Group15_PT_0.09,Group15_PT_0.1,Group15_PT_0.11,Group15_PT_0.12,Group15_PT_0.13,Group15_PT_0.14,Group15_PT_0.15,Group15_PT_0.16,Group15_PT_0.17,Group15_PT_0.18,Group15_PT_0.19,Group15_PT_0.2,Group15_PT_0.21,Group15_PT_0.22,Group15_PT_0.23,Group15_PT_0.24,Group15_PT_0.25,Group15_PT_0.26,Group15_PT_0.27,Group15_PT_0.28,Group15_PT_0.29,Group15_PT_0.3,Group15_PT_0.31,Group15_PT_0.32,Group15_PT_0.33,Group15_PT_0.34,Group15_PT_0.35,Group15_PT_0.36,Group15_PT_0.37,Group15_PT_0.38,Group15_PT_0.39,Group15_PT_0.4,Group15_PT_0.41,Group15_PT_0.42,Group15_PT_0.43,Group15_PT_0.44,Group15_PT_0.45,Group15_PT_0.46,Group15_PT_0.47,Group15_PT_0.48,Group15_PT_0.49,Group15_PT_0.5,Group15_PT_0.51,Group15_PT_0.52,Group15_PT_0.53,Group15_PT_0.54,Group15_PT_0.55,Group15_PT_0.56,Group15_PT_0.57,Group15_PT_0.58,Group15_PT_0.59,Group15_PT_0.6,Group15_PT_0.61,Group15_PT_0.62,Group15_PT_0.63,Group15_PT_0.64,Group15_PT_0.65,Group15_PT_0.66,Group15_PT_0.67,Group15_PT_0.68,Group15_PT_0.69,Group15_PT_0.7,Group15_PT_0.71,Group15_PT_0.72,Group15_PT_0.73,Group15_PT_0.74,Group15_PT_0.75,Group15_PT_0.76,Group15_PT_0.77,Group15_PT_0.78,Group15_PT_0.79,Group15_PT_0.8,Group15_PT_0.81,Group15_PT_0.82,Group15_PT_0.83,Group15_PT_0.84,Group15_PT_0.85,Group15_PT_0.86,Group15_PT_0.87,Group15_PT_0.88,Group15_PT_0.89,Group15_PT_0.9,Group15_PT_0.91,Group15_PT_0.92,Group15_PT_0.93,Group15_PT_0.94,Group15_PT_0.95,Group15_PT_0.96,Group15_PT_0.97,Group15_PT_0.98,Group15_PT_0.99,Group15_PT_1
0,DNTT,0,0,55.917,2.0874e-11,1.581e-07,3.029892,2.971192,2.91252,2.853902,2.795367,2.736942,2.6786553,2.620533,2.562604,2.504895,2.447434,2.3902483,2.3333654,2.276813,2.220618,2.164809,2.109413,2.054458,1.99997,1.945979,1.89251,1.839592,1.787252,1.735518,1.684418,1.633978,1.584226,1.53519,1.486898,1.439377,1.392654,1.346758,1.301714,1.257552,1.214299,1.171982,1.130628,1.090266,1.050922,1.012625,0.975401,0.9392792,0.904286,0.870449,0.837796,0.806355,0.776107,0.746958,0.718803,0.691538,0.665058,0.63926,0.61404,0.589293,0.564914,0.5408,0.516848,0.492952,0.4690076,0.444912,0.420559,0.395847,0.37067,0.34492,0.31855,0.29165,0.26439,0.23691,0.20938,0.18193,0.15474,0.12796,0.10172,0.076205,0.05155,0.027915,0.0054524,-0.015683,-0.035337,-0.053357,-0.069587,-0.083875,-0.096065,-0.106063,-0.113955,-0.119866,-0.12392,-0.12624,-0.12695,-0.126175,-0.124037,-0.120661,-0.11617,-0.11069,-0.10434,-0.09725,-0.08954,-0.081335,-0.072758,-0.063933,-0.054985
1,NREP,0,0,29.616,5.858e-06,0.04431,0.053954,0.10072,0.147449,0.194106,0.240654,0.287058,0.3332804,0.379286,0.425039,0.470502,0.515639,0.5604146,0.6047923,0.648736,0.692209,0.735176,0.7776,0.819445,0.860675,0.901254,0.941146,0.980314,1.018723,1.056335,1.093115,1.129028,1.164035,1.198102,1.231192,1.26327,1.294298,1.324241,1.353062,1.380726,1.407195,1.432435,1.456408,1.47908,1.500412,1.52037,1.538917,1.5560164,1.571633,1.58573,1.598271,1.60922,1.618483,1.625867,1.631166,1.634174,1.634687,1.632501,1.627409,1.619206,1.607688,1.59265,1.573887,1.551193,1.5243628,1.493192,1.457476,1.417009,1.371586,1.321,1.2652,1.2047,1.14019,1.07234,1.00185,0.92938,0.85562,0.78124,0.70693,0.633369,0.56123,0.491204,0.4239608,0.360184,0.300554,0.24575,0.196451,0.153339,0.117093,0.088163,0.066278,0.051023,0.041984,0.038746,0.040896,0.048018,0.059698,0.075523,0.095076,0.11795,0.14372,0.17197,0.2023,0.234285,0.267514,0.301571,0.336043
2,RUNX2,1,0,37.244,1.6042e-07,0.0012141,0.197242,0.24731,0.297379,0.347452,0.397531,0.447617,0.497712,0.547818,0.597936,0.648069,0.698219,0.748386,0.7985732,0.848782,0.899015,0.949273,0.999558,1.049872,1.100216,1.150594,1.201005,1.251453,1.301939,1.352465,1.403033,1.453643,1.504299,1.555003,1.605755,1.656557,1.707413,1.758322,1.809288,1.860311,1.911394,1.962539,2.013747,2.065021,2.116361,2.16777,2.21925,2.2708019,2.322428,2.374131,2.425911,2.477771,2.529779,2.582116,2.634978,2.688559,2.743053,2.798656,2.855563,2.913967,2.974064,3.03605,3.100114,3.166457,3.235272,3.306753,3.381094,3.458492,3.539139,3.62323,3.71071,3.80047,3.89114,3.98136,4.06975,4.15494,4.23557,4.31027,4.37766,4.436387,4.48507,4.52234,4.5468317,4.557174,4.551999,4.529936,4.489617,4.429671,4.348731,4.245971,4.122283,3.9789,3.817051,3.637967,3.442881,3.233022,3.009623,2.773913,2.527124,2.27049,2.00523,1.73259,1.4538,1.170077,0.882664,0.59279,0.301684
3,STMN1,0,0,34.098,7.1165e-07,0.0053843,0.812265,0.830701,0.849133,0.867557,0.88597,0.904369,0.9227483,0.941105,0.959436,0.977737,0.996005,1.0142344,1.0324231,1.050567,1.068662,1.086705,1.104691,1.122618,1.140481,1.158276,1.176001,1.19365,1.211221,1.22871,1.246112,1.263425,1.280644,1.297766,1.314787,1.331702,1.34851,1.365205,1.381784,1.398243,1.414578,1.430787,1.446864,1.462807,1.478611,1.494272,1.509788,1.5251541,1.540367,1.555422,1.570316,1.585047,1.599728,1.614682,1.630252,1.646785,1.664623,1.684113,1.705597,1.729421,1.75593,1.78547,1.818377,1.855005,1.895695,1.940792,1.99064,2.045583,2.105967,2.17214,2.24421,2.32137,2.40257,2.48677,2.57291,2.65995,2.74684,2.83253,2.91597,2.996107,3.0719,3.142302,3.2062597,3.262725,3.31065,3.348987,3.376686,3.392699,3.395978,3.385851,3.362843,3.327711,3.281211,3.224103,3.157144,3.081092,2.996704,2.904739,2.805954,2.70111,2.59095,2.47626,2.35777,2.23625,2.112458,1.98715,1.861085
4,JCHAIN,0,0,77.204,6.809e-16,5.1592e-12,0.137467,0.13684,0.136234,0.135669,0.135164,0.13474,0.1344164,0.134215,0.134154,0.134255,0.134539,0.1350238,0.1357313,0.136681,0.137894,0.13939,0.141188,0.143311,0.145776,0.148606,0.151819,0.155437,0.159478,0.163965,0.168916,0.174353,0.180294,0.186761,0.193773,0.201352,0.209516,0.218287,0.227684,0.237728,0.248439,0.259836,0.271941,0.284774,0.298354,0.312702,0.327839,0.3437833,0.360557,0.378178,0.396669,0.41605,0.43644,0.458133,0.481441,0.506677,0.534153,0.564181,0.597074,0.633145,0.672705,0.71607,0.763544,0.815448,0.8720909,0.933786,1.000844,1.07358,1.152304,1.23733,1.32874,1.42571,1.52717,1.63204,1.73927,1.84777,1.95648,2.06434,2.17027,2.273212,2.37209,2.465829,2.5533714,2.633644,2.705579,2.768107,2.820159,2.860668,2.888563,2.903158,2.904968,2.894745,2.873241,2.841207,2.799397,2.748562,2.689454,2.622826,2.549429,2.47001,2.38534,2.29615,2.20319,2.107235,2.00902,1.9093,1.808828
5,PLAC8,0,0,51.803,1.5164e-10,1.1484e-06,-0.093279,-0.067749,-0.042244,-0.016786,0.0086,0.033891,0.0590617,0.084089,0.10895,0.133619,0.158074,0.1822894,0.2062421,0.229908,0.253264,0.276285,0.298947,0.321228,0.343102,0.364546,0.385537,0.406049,0.42606,0.445545,0.464481,0.482843,0.500609,0.517753,0.534252,0.550082,0.565219,0.57964,0.59332,0.606235,0.618362,0.629677,0.640156,0.649774,0.658509,0.666336,0.673231,0.6791708,0.684131,0.688088,0.691017,0.692897,0.693864,0.69434,0.694779,0.695631,0.69735,0.700388,0.705198,0.712231,0.72194,0.73478,0.751195,0.771646,0.7965832,0.826458,0.861723,0.90283,0.950232,1.00438,1.06551,1.13292,1.20568,1.28288,1.36359,1.44688,1.53182,1.61749,1.70297,1.787323,1.86963,1.948963,2.0243969,2.095006,2.159864,2.218046,2.268625,2.310676,2.343274,2.365805,2.378645,2.382365,2.377533,2.364721,2.344498,2.317434,2.2841,2.245065,2.2009,2.15217,2.09946,2.04332,1.98433,1.923067,1.86009,1.795973,1.731285
6,MAPKAPK2,0,0,49.542,4.4994e-10,3.407e-06,-0.316977,-0.262341,-0.20776,-0.153288,-0.098979,-0.044888,0.0089311,0.062424,0.115535,0.168212,0.220398,0.2720403,0.323084,0.373475,0.423158,0.472079,0.520184,0.567418,0.613727,0.659056,0.703352,0.746559,0.788623,0.82949,0.869105,0.907414,0.944363,0.979896,1.013961,1.046501,1.077463,1.106793,1.134435,1.160336,1.184442,1.206697,1.227047,1.245438,1.261815,1.276124,1.288311,1.2983215,1.3061,1.311594,1.314747,1.315508,1.314057,1.310992,1.306955,1.302589,1.298534,1.295434,1.293929,1.294663,1.298275,1.30541,1.316708,1.332812,1.3543632,1.382004,1.416376,1.458121,1.507881,1.5663,1.63373,1.70936,1.79206,1.88073,1.97425,2.0715,2.17137,2.27274,2.37449,2.47551,2.57468,2.670892,2.7630225,2.849957,2.930581,3.003777,3.068429,3.123423,3.167642,3.200339,3.221939,3.233093,3.234455,3.226677,3.210412,3.186314,3.155034,3.117226,3.073542,3.02464,2.97116,2.91377,2.85311,2.789842,2.724615,2.658082,2.590897
7,IRF8,1,0,191.63,2.3662e-40,1.7936e-36,-0.121406,-0.027863,0.065646,0.159088,0.25243,0.345638,0.4386797,0.531521,0.624127,0.716467,0.808506,0.9002105,0.9915476,1.082484,1.172985,1.263019,1.352552,1.44155,1.52998,1.617808,1.705001,1.791526,1.87735,1.962438,2.046758,2.130275,2.212958,2.294771,2.375682,2.455658,2.534664,2.612668,2.689636,2.765535,2.840331,2.913991,2.986481,3.057768,3.127819,3.1966,3.264078,3.3302189,3.39499,3.458358,3.520288,3.580751,3.639923,3.698357,3.756645,3.815381,3.875156,3.936562,4.000192,4.066639,4.136494,4.21035,4.288799,4.372434,4.4618466,4.55763,4.660375,4.770675,4.889123,5.01631,5.15251,5.2967,5.44752,5.6036,5.76359,5.92613,6.08987,6.25343,6.41547,6.574616,6.72952,6.878811,7.0211401,7.155144,7.279463,7.392739,7.493612,7.580722,7.652711,7.708693,7.749279,7.775374,7.787885,7.787717,7.775776,7.752967,7.720196,7.678368,7.62839,7.57117,7.5076,7.43861,7.36508,7.287935,7.20807,7.126395,7.043813
8,C12orf75,0,0,86.724,6.5321e-18,4.95e-14,-0.347184,-0.313913,-0.280698,-0.247593,-0.214654,-0.181937,-0.1494973,-0.11739,-0.08567,-0.054393,-0.023614,0.0066104,0.0362257,0.065176,0.093407,0.120862,0.147486,0.173225,0.198021,0.221821,0.244568,0.266207,0.286683,0.305941,0.323925,0.340579,0.355849,0.369679,0.382013,0.392796,0.401973,0.409488,0.415287,0.419313,0.421511,0.421826,0.420202,0.416585,0.410917,0.403146,0.393214,0.3810664,0.366648,0.349903,0.330777,0.309218,0.28555,0.260776,0.23597,0.212204,0.190552,0.172087,0.157882,0.149011,0.146547,0.15156,0.165133,0.188329,0.2222258,0.267895,0.326412,0.398848,0.486277,0.58977,0.70992,0.84532,0.99406,1.15422,1.3239,1.50118,1.68415,1.8709,2.05952,2.248089,2.43471,2.617456,2.7944248,2.963702,3.123376,3.271535,3.406267,3.52566,3.627803,3.711404,3.777128,3.826028,3.859156,3.877561,3.882297,3.874415,3.854965,3.825001,3.785572,3.73773,3.68253,3.62102,3.55425,3.483277,3.409149,3.332917,3.255633
9,CD74,0,1,41.334,2.2917e-08,0.00017348,1.184244,1.190775,1.197335,1.203955,1.210664,1.217492,1.224468,1.231622,1.238984,1.246584,1.254451,1.2626144,1.2711047,1.279951,1.289184,1.298832,1.308926,1.319494,1.330568,1.342175,1.354347,1.367113,1.380502,1.394544,1.409269,1.424707,1.440887,1.457839,1.475592,1.494177,1.513623,1.53396,1.555217,1.577424,1.60061,1.624807,1.650042,1.676346,1.703749,1.73228,1.761969,1.7928452,1.824939,1.85828,1.892897,1.92882,1.966011,2.00431,2.043546,2.083548,2.124143,2.165161,2.20643,2.247778,2.289033,2.33002,2.37058,2.410529,2.4496994,2.487919,2.525017,2.560822,2.595161,2.62786,2.6588,2.68797,2.71544,2.74127,2.7655,2.78819,2.80939,2.82916,2.84754,2.864605,2.88039,2.894963,2.9083683,2.920662,2.931898,2.94213,2.951411,2.959797,2.967339,2.974091,2.980097,2.9854,2.990046,2.994077,2.997538,3.000473,3.002924,3.004937,3.006556,3.00782,3.00878,3.00948,3.00996,3.010259,3.010429,3.010512,3.01055
