,Gene,StatisticsValue,P-value,Adj P-value,Group15_PT_0,Group15_PT_0.01,Group15_PT_0.02,Group15_PT_0.03,Group15_PT_0.04,Group15_PT_0.05,Group15_PT_0.06,Group15_PT_0.07,Group15_PT_0.08,Group15_PT_0.09,Group15_PT_0.1,Group15_PT_0.11,Group15_PT_0.12,Group15_PT_0.13,Group15_PT_0.14,Group15_PT_0.15,Group15_PT_0.16,Group15_PT_0.17,Group15_PT_0.18,Group15_PT_0.19,Group15_PT_0.2,Group15_PT_0.21,Group15_PT_0.22,Group15_PT_0.23,Group15_PT_0.24,Group15_PT_0.25,Group15_PT_0.26,Group15_PT_0.27,Group15_PT_0.28,Group15_PT_0.29,Group15_PT_0.3,Group15_PT_0.31,Group15_PT_0.32,Group15_PT_0.33,Group15_PT_0.34,Group15_PT_0.35,Group15_PT_0.36,Group15_PT_0.37,Group15_PT_0.38,Group15_PT_0.39,Group15_PT_0.4,Group15_PT_0.41,Group15_PT_0.42,Group15_PT_0.43,Group15_PT_0.44,Group15_PT_0.45,Group15_PT_0.46,Group15_PT_0.47,Group15_PT_0.48,Group15_PT_0.49,Group15_PT_0.5,Group15_PT_0.51,Group15_PT_0.52,Group15_PT_0.53,Group15_PT_0.54,Group15_PT_0.55,Group15_PT_0.56,Group15_PT_0.57,Group15_PT_0.58,Group15_PT_0.59,Group15_PT_0.6,Group15_PT_0.61,Group15_PT_0.62,Group15_PT_0.63,Group15_PT_0.64,Group15_PT_0.65,Group15_PT_0.66,Group15_PT_0.67,Group15_PT_0.68,Group15_PT_0.69,Group15_PT_0.7,Group15_PT_0.71,Group15_PT_0.72,Group15_PT_0.73,Group15_PT_0.74,Group15_PT_0.75,Group15_PT_0.76,Group15_PT_0.77,Group15_PT_0.78,Group15_PT_0.79,Group15_PT_0.8,Group15_PT_0.81,Group15_PT_0.82,Group15_PT_0.83,Group15_PT_0.84,Group15_PT_0.85,Group15_PT_0.86,Group15_PT_0.87,Group15_PT_0.88,Group15_PT_0.89,Group15_PT_0.9,Group15_PT_0.91,Group15_PT_0.92,Group15_PT_0.93,Group15_PT_0.94,Group15_PT_0.95,Group15_PT_0.96,Group15_PT_0.97,Group15_PT_0.98,Group15_PT_0.99,Group15_PT_1
10,Irf8,47.663,1.1094e-09,3.1275e-05,1.3261702,1.2992099,1.27248189,1.2462183,1.220652,1.1960136,1.172537,1.150454,1.1299962,1.1113966,1.0948871,1.0807,1.0690676,1.060222,1.054396,1.051821,1.052729,1.057353,1.065926,1.078679,1.095844,1.117654,1.144341,1.176138,1.2132757,1.2559874,1.304505,1.359061,1.419888,1.487217,1.561281,1.6423121,1.730543,1.826205,1.929532,2.04075,2.160101,2.287453,2.422078,2.56318,2.70996,2.86163,3.01738,3.176432,3.33798,3.50123,3.66539,3.82965,3.99324,4.15534,4.31517,4.47192,4.62481,4.77303,4.9158,5.05231,5.18177,5.3034,5.4164,5.51989,5.61319,5.6955,5.76591,5.82374,5.86816,5.898357,5.913552,5.91294,5.8958,5.86275,5.8158,5.757,5.68839,5.612036,5.52999,5.4443,5.35701,5.27019,5.18589,5.10615,5.03303,4.96858,4.91485,4.87391,4.84779,4.83855,4.84825,4.87893,4.93262,5.0097,5.1084,5.2266,5.3626,5.5142,5.6796,5.8568,6.0437,6.23857,6.43927,6.6439,6.850494
11,Rnase6,34.55,5.7468e-07,0.016198,-0.5754643,-0.5489652,-0.52232329,-0.4953961,-0.468041,-0.4401148,-0.4114754,-0.38198,-0.3514856,-0.3198499,-0.28693,-0.2525833,-0.2166672,-0.179039,-0.139556,-0.098075,-0.054454,-0.00855,0.039779,0.090677,0.144286,0.200748,0.260207,0.322804,0.3886837,0.4579873,0.530858,0.607438,0.687871,0.772299,0.860865,0.9537109,1.05098,1.152815,1.259359,1.37075,1.487138,1.608304,1.733431,1.86163,1.99203,2.12373,2.25586,2.387532,2.51786,2.64596,2.77095,2.89195,3.00806,3.11842,3.22213,3.31831,3.40607,3.48454,3.55283,3.61005,3.65533,3.6878,3.7065,3.71061,3.69925,3.6715,3.62654,3.56342,3.48128,3.379241,3.256412,3.11191,2.94497,2.75733,2.55323,2.33703,2.11306,1.885679,1.65923,1.43805,1.22649,1.02891,0.84963,0.69302,0.56342,0.46517,0.40262,0.38012,0.40201,0.47264,0.59635,0.7775,1.02033,1.3252,1.6874,2.1016,2.5627,3.0653,3.6045,4.1748,4.7712,5.38833,6.02112,6.66432,7.312723
12,Pak1,37.122,1.7003e-07,0.0047926,0.1499578,0.091393,0.03307676,-0.0247424,-0.081816,-0.1378954,-0.1927321,-0.246078,-0.2976835,-0.347301,-0.3946817,-0.439577,-0.4817385,-0.520918,-0.556866,-0.589334,-0.618075,-0.642839,-0.663378,-0.679443,-0.690786,-0.697159,-0.698312,-0.693998,-0.6839667,-0.6679711,-0.645762,-0.617091,-0.58171,-0.539369,-0.489822,-0.4328177,-0.368109,-0.295448,-0.214584,-0.12527,-0.027264,0.079257,0.193362,0.31405,0.4403,0.57112,0.7055,0.842442,0.980928,1.11996,1.25852,1.39562,1.53024,1.66139,1.78804,1.90921,2.02387,2.13103,2.22969,2.31882,2.39744,2.4645,2.5191,2.5601,2.58657,2.5975,2.59185,2.56865,2.52688,2.465537,2.383614,2.2801,2.15412,2.00737,1.84414,1.66882,1.48582,1.29952,1.11432,0.93461,0.7648,0.60927,0.47242,0.35864,0.27233,0.21788,0.1997,0.22216,0.28968,0.40663,0.57743,0.80646,1.09802,1.4525,1.865,2.3303,2.8431,3.398,3.9899,4.6135,5.2634,5.93439,6.62123,7.31863,8.021298
13,Gm2a,51.699,1.5944e-10,4.495e-06,0.063763,0.0278134,-0.00798777,-0.0434923,-0.078552,-0.1130181,-0.1467427,-0.179577,-0.2113736,-0.2419833,-0.271258,-0.2990494,-0.3252092,-0.349589,-0.372041,-0.392416,-0.410566,-0.426342,-0.439597,-0.450183,-0.45795,-0.46275,-0.464435,-0.462858,-0.4578683,-0.4493191,-0.437062,-0.420948,-0.400829,-0.376556,-0.347983,-0.314959,-0.277337,-0.234969,-0.187706,-0.1354,-0.077904,-0.015358,0.051604,0.1223,0.19603,0.27213,0.3499,0.428653,0.507709,0.58638,0.66398,0.73982,0.81322,0.88349,0.94995,1.0119,1.06867,1.11956,1.1639,1.20099,1.23015,1.2507,1.2619,1.2632,1.25378,1.233,1.20017,1.15461,1.09564,1.022558,0.934689,0.83134,0.71194,0.57818,0.43405,0.28362,0.13096,-0.019863,-0.16477,-0.29968,-0.42053,-0.52325,-0.60376,-0.65799,-0.68187,-0.67132,-0.62227,-0.53065,-0.39239,-0.20341,0.04036,0.34299,0.70847,1.137,1.6237,2.1632,2.7502,3.3795,4.0459,4.7439,5.4683,6.21391,6.97535,7.74735,8.524642
14,Psap,80.951,1.0955e-16,3.0887e-12,-0.0316456,-0.0331384,-0.03438137,-0.0351247,-0.035119,-0.0341132,-0.0318587,-0.028105,-0.0226033,-0.0151026,-0.0053537,0.0068935,0.0218886,0.039881,0.061122,0.08586,0.114345,0.146827,0.183557,0.224782,0.270755,0.321723,0.377938,0.439649,0.5071057,0.5805579,0.660255,0.746448,0.839386,0.939319,1.046496,1.1611682,1.283584,1.413995,1.552649,1.6998,1.855684,2.020116,2.192131,2.37068,2.55473,2.74323,2.93513,3.129405,3.324996,3.52086,3.71597,3.90926,4.0997,4.28624,4.46784,4.64346,4.81206,4.97258,5.12399,5.26524,5.39529,5.5131,5.6176,5.7078,5.78261,5.841,5.88194,5.90436,5.90724,5.88953,5.850182,5.78815,5.70251,5.59472,5.46861,5.32813,5.17721,5.019796,4.85983,4.70125,4.54799,4.40399,4.27319,4.15954,4.06697,3.99942,3.96083,3.95514,3.9863,4.05823,4.17487,4.34018,4.55801,4.8288,5.1485,5.5126,5.9167,6.3564,6.8271,7.3245,7.8441,8.38152,8.93224,9.49185,10.055892
15,Ccr2,110.33,6.1896e-23,1.7455e-18,-0.2803168,-0.2215746,-0.16294144,-0.1045263,-0.046438,0.0112137,0.0683206,0.124773,0.1804629,0.2352802,0.2891164,0.3418624,0.393409,0.443647,0.492469,0.539763,0.585423,0.629338,0.6714,0.711499,0.749527,0.785374,0.818932,0.850091,0.8787434,0.9047787,0.928088,0.948564,0.966095,0.980574,0.991891,0.9999379,1.004605,1.005783,1.003363,0.99724,0.987298,0.973717,0.957156,0.93832,0.91793,0.89669,0.87531,0.854497,0.834968,0.81743,0.8026,0.79117,0.78387,0.78141,0.78449,0.79382,0.81011,0.83409,0.86644,0.9079,0.95916,1.0209,1.0939,1.17888,1.27647,1.3874,1.51243,1.65222,1.80751,1.978991,2.167386,2.3734,2.59769,2.83973,3.09778,3.37007,3.65483,3.950285,4.25467,4.5662,4.88311,5.20362,5.52597,5.84837,6.16906,6.48626,6.7982,7.1031,7.3992,7.68471,7.95788,8.21691,8.46008,8.6869,8.8986,9.0966,9.2823,9.457,9.6221,9.7789,9.9289,10.07343,10.21382,10.35146,10.487735
16,H2-Ab1,152.317,6.4883e-32,1.8298e-27,0.0526831,0.0671895,0.08168674,0.0961658,0.110618,0.1250328,0.1394025,0.153718,0.1679688,0.1821472,0.1962435,0.2102487,0.2241537,0.237949,0.251627,0.265176,0.278589,0.291856,0.304969,0.317917,0.330692,0.343285,0.355686,0.367887,0.3798787,0.3916515,0.403196,0.414504,0.425566,0.436373,0.446916,0.4571853,0.467172,0.476867,0.486262,0.49535,0.504114,0.512733,0.521682,0.53147,0.54261,0.55561,0.57097,0.589217,0.610851,0.63638,0.66632,0.70118,0.74147,0.7877,0.84037,0.90001,0.96711,1.04218,1.12575,1.21831,1.32038,1.4325,1.5551,1.68873,1.83393,1.9912,2.16101,2.3439,2.54039,2.750965,2.97615,3.21645,3.47233,3.74323,4.02756,4.32371,4.63004,4.944933,5.26677,5.59392,5.92476,6.25767,6.59102,6.9232,7.25257,7.57751,7.8964,8.20761,8.50952,8.80051,9.07895,9.34321,9.59171,9.8241,10.0415,10.2453,10.437,10.6178,10.7891,10.9523,11.1087,11.25965,11.40655,11.55074,11.693568
17,H2-Aa,189.102,8.2644e-40,2.3308e-35,-0.5076706,-0.4319733,-0.35628806,-0.280627,-0.205002,-0.129426,-0.0539102,0.021533,0.0968917,0.1721535,0.2473064,0.3223383,0.3972372,0.471991,0.546587,0.621014,0.69526,0.769312,0.843159,0.916787,0.990186,1.063343,1.136246,1.208882,1.2812408,1.3533089,1.425075,1.496526,1.56765,1.638436,1.708871,1.7789429,1.84864,1.91795,1.986861,2.05536,2.123437,2.191195,2.258939,2.32699,2.39568,2.46533,2.53626,2.608806,2.683283,2.76002,2.83934,2.92157,3.00703,3.09605,3.18896,3.28607,3.38772,3.49422,3.60591,3.7231,3.84613,3.9753,4.111,4.25345,4.40306,4.5601,4.72496,4.89791,5.07929,5.269427,5.468645,5.67727,5.8956,6.12344,6.3601,6.60486,6.85702,7.11585,7.38065,7.65069,7.92527,8.20367,8.48518,8.76909,9.05468,9.34123,9.62804,9.91439,10.19956,10.48285,10.76353,11.0409,11.31426,11.5833,11.8484,12.1099,12.3682,12.6235,12.8763,13.127,13.3759,13.6233,13.86964,14.11525,14.36051
18,H2-Eb1,205.814,2.1123e-43,5.9578e-39,0.0065858,0.0030204,-0.00038503,-0.0034705,-0.006076,-0.0080416,-0.0092072,-0.009413,-0.0084988,-0.0063048,-0.0026709,0.0025628,0.0095564,0.01847,0.029463,0.042696,0.058329,0.076521,0.097433,0.121225,0.148057,0.178088,0.21148,0.24839,0.2889806,0.3334106,0.38184,0.434429,0.491338,0.552727,0.618755,0.6895821,0.765369,0.846276,0.932462,1.02409,1.12131,1.224099,1.332088,1.44488,1.56207,1.68327,1.80806,1.936064,2.066869,2.20008,2.33529,2.47211,2.61014,2.74897,2.88821,3.02746,3.16631,3.30438,3.44125,3.57653,3.70983,3.8407,3.9688,4.09377,4.21512,4.3325,4.44544,4.55362,4.65661,4.754026,4.845454,4.9305,5.00882,5.08159,5.15141,5.22099,5.293,5.370139,5.45509,5.55054,5.65918,5.78369,5.92677,6.0911,6.27937,6.49427,6.73848,7.01469,7.3256,7.67388,8.06222,8.49332,8.9698,9.4917,10.0554,10.6571,11.293,11.9594,12.6524,13.3682,14.103,14.85302,15.61445,16.3835,17.156342
19,Naaa,97.417,3.4882e-20,9.8361e-16,0.4714152,0.4091144,0.34707397,0.2855542,0.224815,0.1651177,0.1067217,0.049888,-0.0051244,-0.0580538,-0.1086403,-0.1566237,-0.2017437,-0.24374,-0.282352,-0.317319,-0.348382,-0.37528,-0.397753,-0.415539,-0.42838,-0.436015,-0.438183,-0.434624,-0.4250772,-0.4092832,-0.386981,-0.357911,-0.321813,-0.278425,-0.227489,-0.168743,-0.101927,-0.026781,0.056955,0.14954,0.251236,0.361959,0.481039,0.60774,0.74134,0.8811,1.0263,1.176188,1.330047,1.48714,1.64674,1.80811,1.97052,2.13324,2.29554,2.45669,2.61594,2.77259,2.92588,3.07509,3.21949,3.3583,3.4909,3.6165,3.73433,3.8437,3.94386,4.03409,4.11365,4.181818,4.237855,4.28103,4.31072,4.32846,4.33798,4.34311,4.34764,4.355395,4.37019,4.39583,4.43614,4.49493,4.57601,4.6832,4.82031,4.99115,5.19954,5.44929,5.74422,6.08813,6.48485,6.93819,7.45187,8.026,8.656,9.3366,10.0628,10.8296,11.6319,12.4646,13.3226,14.20092,15.09444,15.9981,16.906824
20,Cd74,194.678,5.2352e-41,1.4765e-36,-0.5169464,-0.4038468,-0.29083383,-0.1779942,-0.065415,0.0468182,0.1586177,0.269897,0.3805699,0.4905492,0.5997484,0.7080809,0.8154599,0.921799,1.027011,1.13101,1.233708,1.33502,1.434858,1.533136,1.629767,1.724665,1.817742,1.908913,1.9980902,2.085187,2.170117,2.252793,2.33313,2.411039,2.486434,2.5592296,2.629338,2.696673,2.761147,2.82267,2.88117,2.936676,2.989462,3.03982,3.08805,3.13443,3.17926,3.222841,3.265454,3.3074,3.34896,3.39044,3.43212,3.4743,3.51728,3.56134,3.60677,3.65388,3.70295,3.75427,3.80814,3.8648,3.9247,3.98796,4.05494,4.1259,4.20124,4.28114,4.36592,4.455884,4.551323,4.65253,4.75982,4.87413,4.99699,5.12997,5.27463,5.432525,5.60523,5.7943,6.00129,6.22778,6.47532,6.74548,7.03982,7.35989,7.70727,8.08351,8.49018,8.92884,9.40106,9.90838,10.45234,11.0326,11.6463,12.2904,12.9618,13.6575,14.3745,15.1098,15.8602,16.62284,17.39456,18.17236,18.953204
