,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group3_PT_0,Group3_PT_0.01,Group3_PT_0.02,Group3_PT_0.03,Group3_PT_0.04,Group3_PT_0.05,Group3_PT_0.06,Group3_PT_0.07,Group3_PT_0.08,Group3_PT_0.09,Group3_PT_0.1,Group3_PT_0.11,Group3_PT_0.12,Group3_PT_0.13,Group3_PT_0.14,Group3_PT_0.15,Group3_PT_0.16,Group3_PT_0.17,Group3_PT_0.18,Group3_PT_0.19,Group3_PT_0.2,Group3_PT_0.21,Group3_PT_0.22,Group3_PT_0.23,Group3_PT_0.24,Group3_PT_0.25,Group3_PT_0.26,Group3_PT_0.27,Group3_PT_0.28,Group3_PT_0.29,Group3_PT_0.3,Group3_PT_0.31,Group3_PT_0.32,Group3_PT_0.33,Group3_PT_0.34,Group3_PT_0.35,Group3_PT_0.36,Group3_PT_0.37,Group3_PT_0.38,Group3_PT_0.39,Group3_PT_0.4,Group3_PT_0.41,Group3_PT_0.42,Group3_PT_0.43,Group3_PT_0.44,Group3_PT_0.45,Group3_PT_0.46,Group3_PT_0.47,Group3_PT_0.48,Group3_PT_0.49,Group3_PT_0.5,Group3_PT_0.51,Group3_PT_0.52,Group3_PT_0.53,Group3_PT_0.54,Group3_PT_0.55,Group3_PT_0.56,Group3_PT_0.57,Group3_PT_0.58,Group3_PT_0.59,Group3_PT_0.6,Group3_PT_0.61,Group3_PT_0.62,Group3_PT_0.63,Group3_PT_0.64,Group3_PT_0.65,Group3_PT_0.66,Group3_PT_0.67,Group3_PT_0.68,Group3_PT_0.69,Group3_PT_0.7,Group3_PT_0.71,Group3_PT_0.72,Group3_PT_0.73,Group3_PT_0.74,Group3_PT_0.75,Group3_PT_0.76,Group3_PT_0.77,Group3_PT_0.78,Group3_PT_0.79,Group3_PT_0.8,Group3_PT_0.81,Group3_PT_0.82,Group3_PT_0.83,Group3_PT_0.84,Group3_PT_0.85,Group3_PT_0.86,Group3_PT_0.87,Group3_PT_0.88,Group3_PT_0.89,Group3_PT_0.9,Group3_PT_0.91,Group3_PT_0.92,Group3_PT_0.93,Group3_PT_0.94,Group3_PT_0.95,Group3_PT_0.96,Group3_PT_0.97,Group3_PT_0.98,Group3_PT_0.99,Group3_PT_1
0,RPL13A,0,0,29.741,5.5268e-06,0.03704,0.224509,0.22035,0.216174,0.2119611,0.2076951,0.2033577,0.1989311,0.1943974,0.189739,0.184937,0.179975,0.174835,0.169498,0.163947,0.158164,0.1521309,0.14583,0.139244,0.1323564,0.125176,0.1177289,0.110041,0.102137,0.0940441,0.0857878,0.0773939,0.0688883,0.060297,0.05164587,0.0429607,0.034267,0.025592,0.01696,0.0083982,-6.8725e-05,-0.0084252,-0.01667114,-0.0248073,-0.0328345,-0.0407537,-0.0485658,-0.05627157,-0.0638719,-0.071368,-0.0787598,-0.08604908,-0.0932364,-0.1003226,-0.1073086,-0.11419529,-0.1209834,-0.127674,-0.13426777,-0.1407657,-0.1471685,-0.1534772,-0.1596927,-0.1658157,-0.1718471,-0.1777879,-0.1836388,-0.1894008,-0.1950747,-0.2006615,-0.20616309,-0.2115818,-0.2169199,-0.2221796,-0.2273634,-0.2324735,-0.2375122,-0.24248185,-0.2473847,-0.252223,-0.256999,-0.261715,-0.266374,-0.270978,-0.275528,-0.280028,-0.284479,-0.288885,-0.293246,-0.297567,-0.301848,-0.306092,-0.3103,-0.314479,-0.318626,-0.322746,-0.326841,-0.330912,-0.334963,-0.338995,-0.343012,-0.347014,-0.351005,-0.354986,-0.358961,-0.362931,-0.3668992
1,RPL38,0,0,36.721,2.0561e-07,0.0013821,0.348479,0.340065,0.331653,0.3232447,0.3148423,0.3064478,0.2980632,0.2896902,0.281331,0.272988,0.264662,0.256356,0.248071,0.23981,0.231574,0.223366,0.215187,0.20704,0.1989253,0.190836,0.1827579,0.174678,0.1665835,0.1584599,0.1502939,0.142072,0.1337808,0.1254067,0.11693625,0.1083558,0.099652,0.090811,0.08182,0.0726645,0.063332,0.0538225,0.04415513,0.0343506,0.0244296,0.0144128,0.0043206,-0.00582613,-0.0160069,-0.026201,-0.0363877,-0.04654652,-0.0566568,-0.0666978,-0.0766491,-0.08648982,-0.0961995,-0.1057573,-0.11514285,-0.1243353,-0.1333142,-0.1420587,-0.1505483,-0.1587624,-0.1666802,-0.1742812,-0.1815448,-0.1884502,-0.1949769,-0.2011069,-0.20684185,-0.2121925,-0.2171695,-0.2217834,-0.2260451,-0.2299651,-0.2335542,-0.23682297,-0.2397821,-0.242442,-0.244814,-0.246909,-0.248736,-0.250307,-0.251633,-0.252724,-0.253591,-0.254244,-0.254694,-0.254952,-0.255029,-0.254934,-0.25468,-0.254276,-0.253733,-0.253063,-0.252274,-0.251379,-0.250388,-0.249312,-0.248161,-0.246945,-0.245677,-0.244365,-0.243022,-0.241657,-0.240282
2,RPL10,0,0,42.01,1.6605e-08,0.00011182,0.285595,0.276922,0.268265,0.2596425,0.2510703,0.2425657,0.2341456,0.2258268,0.21762600000000001,0.209561,0.201647,0.193903,0.186344,0.178988,0.171851,0.1649512,0.158304,0.1519279,0.1458345,0.139988,0.1343205,0.128761,0.1232404,0.117689,0.1120369,0.1062146,0.1001524,0.0937806,0.08702946,0.0798294,0.072111,0.063804,0.054838,0.0451455,0.034656,0.0233563,0.01130604,-0.0014277,-0.0147782,-0.0286789,-0.0430631,-0.05786429,-0.0730157,-0.088451,-0.1041027,-0.11990504,-0.1357911,-0.1516941,-0.1675476,-0.18328489,-0.1988393,-0.2141442,-0.22913289,-0.2437388,-0.2578953,-0.2715358,-0.2845935,-0.2970018,-0.3086942,-0.3196039,-0.3296644,-0.3388089,-0.3469709,-0.3540917,-0.36017241,-0.365241,-0.3693257,-0.3724545,-0.3746555,-0.3759569,-0.3763867,-0.37597318,-0.3747443,-0.372728,-0.369953,-0.366447,-0.362238,-0.357355,-0.351824,-0.345676,-0.338936,-0.331635,-0.323799,-0.315458,-0.306638,-0.297369,-0.28768,-0.277593,-0.267143,-0.256355,-0.245259,-0.233881,-0.22225,-0.210394,-0.198341,-0.18612,-0.173758,-0.161284,-0.148725,-0.13611,-0.123467
3,H3F3B,0,0,42.038,1.6381e-08,0.00011033,0.101663,0.085371,0.069141,0.0530391,0.0371275,0.02147,0.0061302,-0.0088285,-0.023342,-0.037348,-0.050782,-0.063581,-0.07568,-0.087018,-0.097529,-0.1071515,-0.115821,-0.1234733,-0.1300542,-0.135611,-0.1402607,-0.144122,-0.1473136,-0.1499538,-0.1521611,-0.1540542,-0.1557515,-0.1573715,-0.1590329,-0.1608541,-0.162954,-0.16545,-0.168462,-0.1721078,-0.1765,-0.1817049,-0.18766908,-0.1943509,-0.2017041,-0.2096825,-0.2182398,-0.22732971,-0.2369061,-0.246923,-0.257333,-0.26809108,-0.2791506,-0.2904652,-0.3019887,-0.3136749,-0.3254775,-0.3373502,-0.34924681,-0.3611211,-0.3729267,-0.3846175,-0.3961472,-0.4074695,-0.4185381,-0.429307,-0.4397297,-0.44976,-0.4593517,-0.4684635,-0.4770917,-0.4852492,-0.492949,-0.5002043,-0.5070281,-0.5134336,-0.5194337,-0.52504153,-0.5302702,-0.535133,-0.539642,-0.543812,-0.547655,-0.551184,-0.554412,-0.557352,-0.560018,-0.562423,-0.564579,-0.5665,-0.568198,-0.569687,-0.57098,-0.572091,-0.573031,-0.573814,-0.574453,-0.574962,-0.575353,-0.575639,-0.575834,-0.575951,-0.576002,-0.576,-0.57596,-0.575893,-0.5758134
4,CD37,0,1,39.345,5.9118e-08,0.00039786,0.196836,0.184929,0.173032,0.1611553,0.1493095,0.1375046,0.125751,0.1140588,0.102438,0.0909,0.079454,0.06811,0.056879,0.04577,0.034795,0.0239637,0.013286,0.0027717,-0.0075691,-0.01774,-0.0277524,-0.037618,-0.0473486,-0.0569559,-0.0664515,-0.0758473,-0.0851548,-0.0943859,-0.10355218,-0.1126654,-0.121737,-0.130779,-0.139804,-0.1488218,-0.15785,-0.1668775,-0.17591093,-0.184937,-0.1939473,-0.2029332,-0.2118861,-0.22079762,-0.2296592,-0.238462,-0.2471982,-0.25585863,-0.264435,-0.2729187,-0.2813013,-0.28957429,-0.297729,-0.305757,-0.31364981,-0.3213988,-0.3289955,-0.3364313,-0.3436978,-0.3507863,-0.3576885,-0.3643957,-0.3708994,-0.3771912,-0.3832624,-0.3891057,-0.39472322,-0.4001209,-0.4053049,-0.4102813,-0.4150562,-0.4196357,-0.424026,-0.42823304,-0.4322631,-0.436122,-0.439816,-0.443352,-0.446735,-0.449971,-0.453067,-0.456028,-0.458862,-0.461573,-0.464168,-0.466653,-0.469035,-0.471319,-0.47351,-0.475618,-0.477645,-0.479599,-0.481486,-0.483312,-0.485083,-0.486805,-0.488484,-0.490127,-0.491739,-0.493327,-0.494896,-0.496454,-0.4980047
5,RPS27A,0,0,43.689,7.4461e-09,5.0187e-05,0.30042,0.288823,0.277259,0.265765,0.2543745,0.2431222,0.2320426,0.2211703,0.21054,0.200186,0.190143,0.180445,0.171128,0.162225,0.153771,0.1458009,0.138349,0.1314501,0.1251325,0.119351,0.114012,0.109019,0.1042756,0.0996872,0.0951576,0.0905913,0.0858924,0.0809654,0.07571437,0.0700438,0.063858,0.057061,0.049557,0.041251,0.032048,0.0219186,0.01092433,-0.0008666,-0.0133858,-0.026565,-0.0403357,-0.0546298,-0.0693788,-0.084514,-0.0999683,-0.11567211,-0.1315575,-0.1475562,-0.1635999,-0.17962013,-0.1955486,-0.2113171,-0.22685715,-0.2421005,-0.2569787,-0.2714236,-0.2853667,-0.2987397,-0.3114744,-0.3235023,-0.3347551,-0.3451645,-0.3546622,-0.3631878,-0.37074065,-0.3773469,-0.3830329,-0.3878249,-0.3917492,-0.3948321,-0.3970998,-0.39857879,-0.3992952,-0.399275,-0.398546,-0.397132,-0.395061,-0.39236,-0.389053,-0.385168,-0.380731,-0.375768,-0.370305,-0.364369,-0.357986,-0.351182,-0.34398,-0.336418,-0.32851,-0.320287,-0.311774,-0.302998,-0.293986,-0.284763,-0.275356,-0.265792,-0.256096,-0.246294,-0.236414,-0.226482,-0.2165227
6,RPL31,0,0,33.933,7.6926e-07,0.0051679,0.524889,0.508879,0.49293,0.4771029,0.4614602,0.4460627,0.4309718,0.4162488,0.401955,0.388152,0.3749,0.362262,0.350298,0.339069,0.328638,0.3190654,0.310412,0.3027401,0.2961024,0.290455,0.285686,0.281684,0.2783377,0.2755339,0.273161,0.2711068,0.2692592,0.2675063,0.26573597,0.2638361,0.261695,0.259199,0.256238,0.2526998,0.24847,0.243506,0.23783515,0.2315007,0.2245437,0.217005,0.2089257,0.20034662,0.1913088,0.181853,0.1720206,0.16185211,0.1513887,0.1406713,0.1297408,0.11863821,0.1074045,0.0960806,0.08470741,0.073326,0.0619772,0.050702,0.0395415,0.0285364,0.0177279,0.0071567,-0.003136,-0.0131094,-0.0227225,-0.0319387,-0.04075416,-0.0491796,-0.0572258,-0.0649036,-0.0722239,-0.0791975,-0.0858353,-0.09214797,-0.0981465,-0.103842,-0.109244,-0.114365,-0.119215,-0.123805,-0.128146,-0.132249,-0.136124,-0.139782,-0.143235,-0.146492,-0.149565,-0.152465,-0.1552,-0.157788,-0.160233,-0.162548,-0.164744,-0.166831,-0.168821,-0.170724,-0.172551,-0.174314,-0.176022,-0.177687,-0.179319,-0.18093,-0.1825294
7,RPL34,0,0,42.52,1.3012e-08,8.7652e-05,0.222396,0.222237,0.221999,0.2216059,0.2209788,0.22004,0.2187115,0.2169154,0.214574,0.211609,0.207942,0.203496,0.198193,0.191954,0.184703,0.1763599,0.166848,0.1560894,0.1440163,0.130693,0.116272,0.100908,0.0847568,0.0679717,0.0507077,0.0331196,0.0153619,-0.0024106,-0.02004348,-0.0373819,-0.054271,-0.070557,-0.086085,-0.1006993,-0.11425,-0.1266606,-0.13798272,-0.1482689,-0.1575738,-0.1659518,-0.1734575,-0.18014553,-0.1860703,-0.191286,-0.1958483,-0.19981063,-0.2032279,-0.2061546,-0.2086453,-0.21075453,-0.2125368,-0.2140467,-0.21533879,-0.2164675,-0.2174875,-0.2184531,-0.2194191,-0.2204399,-0.2215701,-0.2228641,-0.2243766,-0.226162,-0.2282749,-0.2307644,-0.23363847,-0.2368869,-0.2404993,-0.2444652,-0.2487743,-0.2534162,-0.2583803,-0.26365648,-0.2692342,-0.275103,-0.281253,-0.287673,-0.294352,-0.301282,-0.308451,-0.315848,-0.323464,-0.331288,-0.339309,-0.347517,-0.355903,-0.364454,-0.37316,-0.382015,-0.391003,-0.400116,-0.409344,-0.418676,-0.428101,-0.437609,-0.44719,-0.456833,-0.466529,-0.476266,-0.486034,-0.495823,-0.5056226
8,RPL11,0,0,46.418,2.0156e-09,1.3595e-05,0.417726,0.398214,0.37876,0.3594232,0.3402628,0.3213371,0.3027048,0.2844247,0.266555,0.249155,0.232284,0.215999,0.20036,0.185425,0.171252,0.1579018,0.145432,0.1339002,0.1233593,0.11377,0.1050324,0.097045,0.0897081,0.0829194,0.0765782,0.0705835,0.0648343,0.0592296,0.05366819,0.0480492,0.042271,0.036234,0.029836,0.0229758,0.015554,0.0075273,-0.00106903,-0.010193,-0.0198029,-0.0298569,-0.0403134,-0.05113063,-0.0622668,-0.07368,-0.0853289,-0.09717136,-0.1091658,-0.1212705,-0.1334436,-0.14564343,-0.1578283,-0.1699563,-0.18198584,-0.1938751,-0.2055824,-0.2170659,-0.2282839,-0.2391947,-0.2497564,-0.2599275,-0.269666,-0.2789303,-0.2876786,-0.2958741,-0.30351538,-0.3106175,-0.3171953,-0.3232639,-0.3288382,-0.3339333,-0.338564,-0.34274531,-0.3464923,-0.34982,-0.352743,-0.355277,-0.357436,-0.359236,-0.360691,-0.361817,-0.362628,-0.36314,-0.363367,-0.363325,-0.363028,-0.362491,-0.36173,-0.360758,-0.359592,-0.358247,-0.356736,-0.355076,-0.353281,-0.351367,-0.349347,-0.347238,-0.345053,-0.342809,-0.34052,-0.338201,-0.3358664
9,MT-ND1,0,0,48.87,6.2142e-10,4.1934e-06,0.244283,0.237551,0.230791,0.2239736,0.21707,0.2100518,0.2028902,0.1955566,0.188022,0.180259,0.172237,0.163928,0.155304,0.146337,0.136996,0.1272539,0.117082,0.106451,0.0953369,0.083767,0.0718022,0.059506,0.0469419,0.0341715,0.0212577,0.0082634,-0.0047489,-0.0177162,-0.03057606,-0.0432656,-0.055722,-0.067883,-0.079686,-0.0910672,-0.10197,-0.1123527,-0.12224788,-0.1316741,-0.1406543,-0.1492114,-0.1573684,-0.16514817,-0.1725737,-0.179668,-0.186454,-0.1929546,-0.1991928,-0.2051914,-0.2109736,-0.21656214,-0.2219801,-0.2272503,-0.23239582,-0.2374395,-0.2424044,-0.2473134,-0.2521895,-0.2570556,-0.2619346,-0.2668495,-0.2718233,-0.2768789,-0.2820393,-0.2873251,-0.29274047,-0.2982819,-0.3039458,-0.3097287,-0.3156272,-0.3216378,-0.3277568,-0.33398094,-0.3403066,-0.34673,-0.353248,-0.359858,-0.366554,-0.373335,-0.380197,-0.387135,-0.394147,-0.401229,-0.408377,-0.415589,-0.42286,-0.430186,-0.43757,-0.444994,-0.452469,-0.459985,-0.467539,-0.475129,-0.48275,-0.490399,-0.498072,-0.505767,-0.513479,-0.521205,-0.528942,-0.536685,-0.5444326
