,Gene,StatisticsValue,P-value,Adj P-value,Group11_PT_0,Group11_PT_0.01,Group11_PT_0.02,Group11_PT_0.03,Group11_PT_0.04,Group11_PT_0.05,Group11_PT_0.06,Group11_PT_0.07,Group11_PT_0.08,Group11_PT_0.09,Group11_PT_0.1,Group11_PT_0.11,Group11_PT_0.12,Group11_PT_0.13,Group11_PT_0.14,Group11_PT_0.15,Group11_PT_0.16,Group11_PT_0.17,Group11_PT_0.18,Group11_PT_0.19,Group11_PT_0.2,Group11_PT_0.21,Group11_PT_0.22,Group11_PT_0.23,Group11_PT_0.24,Group11_PT_0.25,Group11_PT_0.26,Group11_PT_0.27,Group11_PT_0.28,Group11_PT_0.29,Group11_PT_0.3,Group11_PT_0.31,Group11_PT_0.32,Group11_PT_0.33,Group11_PT_0.34,Group11_PT_0.35,Group11_PT_0.36,Group11_PT_0.37,Group11_PT_0.38,Group11_PT_0.39,Group11_PT_0.4,Group11_PT_0.41,Group11_PT_0.42,Group11_PT_0.43,Group11_PT_0.44,Group11_PT_0.45,Group11_PT_0.46,Group11_PT_0.47,Group11_PT_0.48,Group11_PT_0.49,Group11_PT_0.5,Group11_PT_0.51,Group11_PT_0.52,Group11_PT_0.53,Group11_PT_0.54,Group11_PT_0.55,Group11_PT_0.56,Group11_PT_0.57,Group11_PT_0.58,Group11_PT_0.59,Group11_PT_0.6,Group11_PT_0.61,Group11_PT_0.62,Group11_PT_0.63,Group11_PT_0.64,Group11_PT_0.65,Group11_PT_0.66,Group11_PT_0.67,Group11_PT_0.68,Group11_PT_0.69,Group11_PT_0.7,Group11_PT_0.71,Group11_PT_0.72,Group11_PT_0.73,Group11_PT_0.74,Group11_PT_0.75,Group11_PT_0.76,Group11_PT_0.77,Group11_PT_0.78,Group11_PT_0.79,Group11_PT_0.8,Group11_PT_0.81,Group11_PT_0.82,Group11_PT_0.83,Group11_PT_0.84,Group11_PT_0.85,Group11_PT_0.86,Group11_PT_0.87,Group11_PT_0.88,Group11_PT_0.89,Group11_PT_0.9,Group11_PT_0.91,Group11_PT_0.92,Group11_PT_0.93,Group11_PT_0.94,Group11_PT_0.95,Group11_PT_0.96,Group11_PT_0.97,Group11_PT_0.98,Group11_PT_0.99,Group11_PT_1
141,Rps5,353.769,2.6926e-75,7.5837e-71,0.35654852,0.3469175,0.33725539,0.32753108,0.31771348,0.30777149,0.29767401,0.28738995,0.27688821,0.26613768,0.25510728,0.24377,0.23208247,0.22002585,0.20756497,0.19466873,0.18131,0.16744576,0.15305685,0.13811,0.12257035,0.10645,0.0897898,0.072632,0.05502036,0.03699793,0.01860798,-0.00010626,-0.01910157,-0.0383347,-0.057762,-0.07734155,-0.09702881,-0.11678099,-0.13655,-0.15630719,-0.1759947,-0.1955743,-0.21500266,-0.2342395,-0.25328953,-0.27219187,-0.29098668,-0.30971407,-0.32841416,-0.34712707,-0.3658929,-0.3847518,-0.4037439,-0.42290931,-0.44229,-0.4619204,-0.4818464,-0.50210616,-0.52274,-0.54378745,-0.5652815,-0.58722088,-0.60959548,-0.63239518,-0.65560986,-0.6792294,-0.7032436,-0.7276425,-0.7524159,-0.77755359,-0.8030456,-0.82888,-0.8550518,-0.8815457,-0.9083535,-0.9354649,-0.96286978,-0.9905581,-1.0185197,-1.0467444,-1.0752221,-1.1039428,-1.13289629,-1.16207242,-1.1914611,-1.221052,-1.250836,-1.28080123,-1.3109389,-1.34123849,-1.3716899,-1.402283,-1.43300773,-1.4638539,-1.4948114,-1.5258701,-1.55701987,-1.58825063,-1.619552,-1.6509146,-1.68232754,-1.71378097,-1.7453,-1.7767688,-1.808283
142,Gnb2l1,357.073,5.2096e-76,1.4674e-71,0.50345527,0.49736859,0.49125229,0.48507677,0.4788124,0.47242957,0.46589868,0.45919009,0.45227421,0.44512142,0.43770209,0.42999,0.4219454,0.41354881,0.40476723,0.39557105,0.38593,0.37581644,0.36519878,0.35405,0.34233593,0.33006,0.3172487,0.30392,0.29011433,0.27584429,0.26114025,0.24602817,0.23053397,0.2146836,0.1985,0.18201808,0.16525479,0.14823909,0.131,0.11355412,0.0959367,0.0781707,0.06028187,0.0422944,0.02420389,0.00598428,-0.0123912,-0.03094927,-0.04971665,-0.06872008,-0.0879863,-0.107542,-0.1274139,-0.14762881,-0.16821,-0.1891944,-0.2105985,-0.23245245,-0.25478,-0.27761692,-0.3009749,-0.32485221,-0.34923696,-0.37411737,-0.39948164,-0.425318,-0.4516146,-0.4783596,-0.5055413,-0.5331479,-0.5611675,-0.58959,-0.6183987,-0.6475867,-0.6771405,-0.7070484,-0.73729849,-0.767879,-0.7987782,-0.8299843,-0.8614853,-0.8932697,-0.92532541,-0.95764079,-0.990204,-1.023003,-1.056027,-1.08926262,-1.1226991,-1.15632449,-1.1901269,-1.2240945,-1.25821548,-1.2924781,-1.3268706,-1.361381,-1.39599771,-1.4307088,-1.465503,-1.500367,-1.53529054,-1.57026126,-1.6053,-1.6402971,-1.6753387
143,Plac8,515.243,3.3809e-110,9.5285e-106,1.45287252,1.44869844,1.44450183,1.44026019,1.43595099,1.43155172,1.42703986,1.42239289,1.41758829,1.41260355,1.40741614,1.402,1.39634325,1.39041274,1.38418949,1.37765098,1.3708,1.36353813,1.35591875,1.3479,1.33944016,1.3305,1.3210105,1.3109,1.30002165,1.2883677,1.27583417,1.26234113,1.24780865,1.2321568,1.2153,1.19717528,1.17768575,1.15675713,1.1343,1.11026293,1.0845375,1.0570532,1.02773027,0.9964976,0.9634183,0.92865924,0.89238984,0.85477958,0.81599791,0.77621429,0.7355982,0.694319,0.6525463,0.61044948,0.5682,0.5259613,0.4839089,0.44221025,0.40103,0.36055193,0.3209022,0.28210028,0.24412697,0.20696296,0.170589,0.1349858,0.1001341,0.0660147,0.0326082,-0.00010461,-0.032143,-0.063526,-0.0942735,-0.1244042,-0.1539376,-0.1828928,-0.21128931,-0.2391462,-0.2664829,-0.2933185,-0.3196725,-0.3455639,-0.37101217,-0.3960365,-0.4206562,-0.44489,-0.468759,-0.49227998,-0.5154737,-0.53835918,-0.5609556,-0.5832822,-0.60535834,-0.6272032,-0.6488362,-0.6702764,-0.69154324,-0.7126559,-0.733634,-0.7544958,-0.77526166,-0.7959504,-0.81658,-0.8371737,-0.8577469
144,Calr,623.212,1.4665e-133,4.1338e-129,1.60981301,1.58808386,1.56644129,1.54497189,1.52376226,1.50289896,1.4824686,1.46255775,1.44325301,1.42464095,1.40680816,1.3898,1.37382675,1.3588513,1.34500147,1.33236384,1.321,1.31107153,1.30259002,1.2957,1.29037956,1.2866,1.2839893,1.2822,1.28094635,1.279835,1.27854629,1.27674218,1.2740846,1.27023548,1.2649,1.25761037,1.24815826,1.23616236,1.2213,1.20318693,1.1815313,1.1559796,1.12619377,1.0918623,1.05307169,1.01021602,0.96369728,0.91391749,0.86127864,0.80618275,0.7490318,0.6902278,0.6301728,0.56926878,0.50792,0.4465216,0.3854826,0.32520246,0.26608,0.20852727,0.1528676,0.0991409,0.04730316,-0.00268951,-0.05088106,-0.0973154,-0.1420365,-0.1850882,-0.2265145,-0.26635939,-0.3046667,-0.34148,-0.3768444,-0.4108026,-0.443399,-0.4746775,-0.50468201,-0.5334565,-0.5610449,-0.5874911,-0.612839,-0.6371327,-0.6604159,-0.68273268,-0.7041269,-0.724643,-0.744324,-0.7632138,-0.7813572,-0.79879779,-0.8155794,-0.831746,-0.84734146,-0.8624098,-0.8769949,-0.8911407,-0.90489113,-0.91829012,-0.931382,-0.9442095,-0.95681776,-0.9692503,-0.98155,-0.9937639,-1.0059329
145,Eef1a1,320.515,4.0604e-68,1.1432e-63,-0.01642228,-0.01637413,-0.01637479,-0.01647305,-0.01671773,-0.01715763,-0.01784156,-0.01881831,-0.0201367,-0.02184553,-0.0239936,-0.02663,-0.0298027,-0.03356134,-0.03795444,-0.04303081,-0.048839,-0.05542858,-0.06284759,-0.071145,-0.08036782,-0.090518,-0.1015569,-0.11344,-0.12613159,-0.13958459,-0.15375928,-0.16861406,-0.18410738,-0.20019766,-0.21684,-0.23400281,-0.25163453,-0.26969691,-0.28815,-0.3069474,-0.3260524,-0.3454217,-0.36501382,-0.3847887,-0.40472947,-0.42483703,-0.44511279,-0.46555816,-0.48617455,-0.50696337,-0.527926,-0.5490639,-0.5703784,-0.59187098,-0.61354,-0.6353959,-0.657431,-0.67964985,-0.70205,-0.72464413,-0.7474215,-0.77038281,-0.79352377,-0.81684022,-0.840328,-0.8639829,-0.8878008,-0.9117775,-0.9359088,-0.96019051,-0.9846185,-1.0092,-1.0338965,-1.0587381,-1.0837093,-1.1088059,-1.13402361,-1.1593583,-1.1848059,-1.2103621,-1.2360228,-1.2617837,-1.28764079,-1.31358979,-1.3396265,-1.365747,-1.391947,-1.41822149,-1.4445675,-1.47098027,-1.4974558,-1.5239898,-1.5505781,-1.5772166,-1.603901,-1.6306272,-1.65739105,-1.6841883,-1.711015,-1.7378664,-1.76473886,-1.79162804,-1.8185,-1.8454398,-1.8723541
146,Rpl27a,73.288,4.5851e-15,1.2791e-10,-0.0543787,-0.05422835,-0.05410359,-0.05403004,-0.05403328,-0.05413892,-0.05437255,-0.05475978,-0.05532621,-0.05609743,-0.05709904,-0.058357,-0.05989584,-0.06174222,-0.0639214,-0.06645896,-0.069381,-0.07271165,-0.07647798,-0.080705,-0.08541759,-0.090619,-0.0962906,-0.10242,-0.10897444,-0.11594954,-0.12332233,-0.13107447,-0.13918763,-0.14764348,-0.15642,-0.16550991,-0.17488383,-0.1845271,-0.19442,-0.20454838,-0.2148897,-0.2254271,-0.23614213,-0.2470167,-0.25803473,-0.26918194,-0.28044403,-0.29180671,-0.3032557,-0.31477671,-0.3263555,-0.3379777,-0.349629,-0.36129529,-0.37296,-0.3846153,-0.3962405,-0.40782345,-0.41935,-0.43080543,-0.4421784,-0.45346769,-0.46467527,-0.475803,-0.4868528,-0.4978266,-0.5087262,-0.5195536,-0.5303107,-0.54099929,-0.5516214,-0.56218,-0.5726736,-0.5831075,-0.5934825,-0.6038004,-0.61406327,-0.6242729,-0.6344312,-0.64454,-0.6546014,-0.6646171,-0.67458906,-0.68451923,-0.6944095,-0.704262,-0.714078,-0.72385974,-0.7336093,-0.7433285,-0.7530192,-0.7626832,-0.77232255,-0.7819391,-0.7915347,-0.8011113,-0.81067079,-0.82021508,-0.829746,-0.8392656,-0.84877572,-0.85827819,-0.86777,-0.8772679,-0.886759
147,Rplp1,144.253,3.4676e-30,9.7286e-26,0.13714002,0.13736394,0.13753862,0.13761483,0.13754333,0.13727488,0.13676024,0.13595019,0.13479548,0.13324687,0.13125513,0.12877,0.1257453,0.12212875,0.11787211,0.11292616,0.10724,0.10076935,0.09346003,0.085264,0.07613638,0.066095,0.0552201,0.043597,0.03130808,0.01843777,0.00506949,-0.00871309,-0.02282633,-0.03718655,-0.05171,-0.0663133,-0.08091251,-0.09542405,-0.10976,-0.12384952,-0.1375961,-0.1509204,-0.16373873,-0.1759728,-0.18762466,-0.19875865,-0.20944058,-0.21973632,-0.22971172,-0.23943264,-0.2489649,-0.2583744,-0.267727,-0.27708852,-0.28652,-0.2961018,-0.3058852,-0.31594101,-0.32634,-0.33713308,-0.3483893,-0.36010702,-0.37227569,-0.38488483,-0.39792397,-0.4113826,-0.4252503,-0.4395165,-0.4541707,-0.46920248,-0.4846013,-0.50036,-0.5164583,-0.5328954,-0.5496577,-0.5667345,-0.58411556,-0.6017902,-0.6197481,-0.6379786,-0.6564713,-0.6752157,-0.6942013,-0.71341765,-0.7328542,-0.752501,-0.772346,-0.79238057,-0.8125932,-0.83297372,-0.8535115,-0.8741961,-0.89501708,-0.9159639,-0.9370261,-0.9581931,-0.97945454,-1.00079988,-1.022219,-1.0437003,-1.06523442,-1.08681048,-1.1084,-1.1300465,-1.1516855
148,Rpl15,265.368,3.1778e-56,8.9409e-52,0.35580161,0.35618005,0.3564914,0.35666859,0.35664452,0.35635213,0.35572431,0.35469399,0.35319408,0.35115751,0.34851718,0.34521,0.34115693,0.33630284,0.33057666,0.32391131,0.31624,0.30749476,0.2976094,0.28652,0.27415318,0.26054,0.245802,0.23004,0.21336845,0.1959056,0.17776392,0.15905733,0.13989975,0.12040512,0.10069,0.08086034,0.06103804,0.04133437,0.021863,0.00273856,-0.0159257,-0.0340157,-0.05141745,-0.0680245,-0.08384245,-0.09896341,-0.11348173,-0.12749179,-0.14108795,-0.15436455,-0.167416,-0.1803366,-0.1932207,-0.20616271,-0.21926,-0.2325979,-0.2462798,-0.26039696,-0.27504,-0.29031483,-0.3062872,-0.32296497,-0.34033198,-0.35837226,-0.37706977,-0.3964085,-0.4163724,-0.4369454,-0.4581115,-0.47985472,-0.502159,-0.52501,-0.5483865,-0.5722777,-0.5966659,-0.621535,-0.64686889,-0.6726517,-0.6988672,-0.7254996,-0.7525327,-0.7799505,-0.80773704,-0.83587621,-0.864352,-0.893148,-0.922249,-0.95163892,-0.9813009,-1.01121945,-1.0413784,-1.0717618,-1.10235355,-1.1331377,-1.1640981,-1.1952189,-1.22648391,-1.25787717,-1.289383,-1.3209843,-1.35266611,-1.38441203,-1.4162,-1.4480321,-1.4798742
149,Eif3k,34.463,5.9886e-07,0.016543,0.15211709,0.15248654,0.15281833,0.15307479,0.15321826,0.15321109,0.1530156,0.15259415,0.15190905,0.15092266,0.1495973,0.1479,0.14577907,0.14321086,0.14015304,0.13656795,0.13242,0.1276653,0.12227242,0.1162,0.10941811,0.10195,0.0938793,0.085298,0.07629438,0.06695558,0.0573704,0.04762724,0.03781448,0.02802052,0.018334,0.00884252,-0.00036474,-0.00919965,-0.017574,-0.02539889,-0.0325864,-0.0390481,-0.04469546,-0.0494466,-0.05331613,-0.05639343,-0.05876971,-0.06053621,-0.06178419,-0.06260487,-0.0630895,-0.0633293,-0.0634156,-0.06343953,-0.063492,-0.0636654,-0.0640498,-0.06473687,-0.065818,-0.06738388,-0.0695103,-0.072203,-0.07544908,-0.07923568,-0.08354994,-0.088379,-0.0937099,-0.0995299,-0.1058261,-0.11258559,-0.1197955,-0.12744,-0.1355152,-0.1439992,-0.1528821,-0.1621512,-0.17179344,-0.1817961,-0.1921462,-0.2028309,-0.2138373,-0.2251526,-0.23676392,-0.24865837,-0.2608231,-0.273245,-0.285912,-0.29881007,-0.3119271,-0.32525009,-0.3387661,-0.3524623,-0.36632578,-0.3803437,-0.3945032,-0.4087914,-0.4231954,-0.43770238,-0.452299,-0.4669737,-0.48171233,-0.49650244,-0.51133,-0.5261856,-0.5410529
150,Rpl28,46.569,1.8753e-09,5.2076e-05,0.00919638,0.00953806,0.00985267,0.01011312,0.01029235,0.01036328,0.01029884,0.01007194,0.00965552,0.00902251,0.00814581,0.0069984,0.0055531,0.00378293,0.00166079,-0.0008404,-0.0037477,-0.00708823,-0.01088902,-0.015177,-0.01997806,-0.025282,-0.0310433,-0.037217,-0.04375819,-0.05061988,-0.05775669,-0.06512285,-0.0726726,-0.08036016,-0.08814,-0.09596563,-0.103792,-0.1115731,-0.11926,-0.12681641,-0.1341871,-0.1413294,-0.14819758,-0.1547489,-0.16098539,-0.16694395,-0.17266227,-0.17817807,-0.18352906,-0.18875295,-0.1938875,-0.1989703,-0.2040392,-0.20913189,-0.21429,-0.2195394,-0.2249297,-0.23049456,-0.23627,-0.2422991,-0.2486074,-0.2551982,-0.26206512,-0.26920172,-0.27660159,-0.2842583,-0.2921654,-0.3003166,-0.3087053,-0.31732512,-0.3261697,-0.33523,-0.3445074,-0.3539877,-0.3636671,-0.373539,-0.38359722,-0.3938352,-0.4042465,-0.4148248,-0.4255636,-0.4364565,-0.44749712,-0.45867898,-0.4699957,-0.481441,-0.493008,-0.50469064,-0.5164825,-0.52837709,-0.540368,-0.5524488,-0.56461309,-0.5768544,-0.5891664,-0.6015426,-0.61397653,-0.62646186,-0.638992,-0.6515609,-0.66416186,-0.67678846,-0.68943,-0.702093,-0.7147581
151,Rpl10,158.487,3.0866e-33,8.6657e-29,0.31673347,0.31747967,0.31816498,0.31872851,0.31910938,0.31924668,0.31907953,0.31854705,0.31758834,0.31614251,0.31414868,0.31155,0.30827343,0.30427023,0.29947547,0.29382826,0.28727,0.2797329,0.27116298,0.2615,0.25067847,0.23874,0.2258098,0.21201,0.1974628,0.18229987,0.16664529,0.15062504,0.1343651,0.11799143,0.10163,0.08540685,0.06944788,0.05387911,0.038826,0.02441602,0.0107737,-0.0019746,-0.01370279,-0.024294,-0.03376694,-0.04224541,-0.04985575,-0.05672435,-0.06297759,-0.06874188,-0.0741436,-0.0793091,-0.0843648,-0.08943716,-0.094652,-0.1001371,-0.1060176,-0.11242012,-0.11947,-0.12729726,-0.1360021,-0.14559198,-0.15604686,-0.16734659,-0.17947105,-0.1924001,-0.2061137,-0.2205917,-0.235814,-0.25176045,-0.2684109,-0.28575,-0.3037436,-0.3223855,-0.341651,-0.36152,-0.38197229,-0.4029878,-0.4245465,-0.4466282,-0.4692128,-0.4922802,-0.51581017,-0.53978272,-0.5641777,-0.588975,-0.614154,-0.63969607,-0.6655796,-0.69178499,-0.7182921,-0.7450809,-0.77213109,-0.7994227,-0.8269356,-0.8546497,-0.88254478,-0.9106008,-0.938798,-0.9671152,-0.99553326,-1.02403182,-1.0526,-1.0811899,-1.1098091
152,Rps18,315.759,4.3149e-67,1.2148e-62,0.19241226,0.19301017,0.19355449,0.19399163,0.194268,0.19433,0.19412405,0.19359655,0.19269391,0.19136255,0.18954887,0.1872,0.18426019,0.180678,0.17639914,0.17137,0.16554,0.15884654,0.15124503,0.14268,0.13309851,0.12254,0.1111212,0.098964,0.08619003,0.07292066,0.05927752,0.04538217,0.03135618,0.0173211,0.0033985,-0.01029002,-0.02362295,-0.0364787,-0.048736,-0.06027241,-0.0709672,-0.0806986,-0.08934505,-0.0967959,-0.10310548,-0.10845571,-0.11303162,-0.11701834,-0.12060094,-0.12396452,-0.1272942,-0.130775,-0.1345921,-0.13893062,-0.14398,-0.1499121,-0.1569252,-0.16520014,-0.17492,-0.1862756,-0.1994117,-0.21433023,-0.23099081,-0.24935289,-0.26937594,-0.2910195,-0.314243,-0.3390059,-0.3652678,-0.39298805,-0.4221263,-0.45264,-0.4844944,-0.5176432,-0.552048,-0.587668,-0.62446297,-0.6623922,-0.7014153,-0.7414917,-0.7825809,-0.8246423,-0.86763554,-0.91152003,-0.9562553,-1.001801,-1.048116,-1.09516033,-1.1428934,-1.19127473,-1.2402637,-1.2898198,-1.33990262,-1.3904716,-1.4414861,-1.4929058,-1.54469007,-1.59679844,-1.64919,-1.7018254,-1.75466302,-1.80766265,-1.8608,-1.913986,-1.9672287
153,Rpl10a,119.141,8.1512e-25,2.284e-20,0.05430678,0.05519831,0.05604192,0.05678972,0.05739378,0.0578062,0.05797907,0.05786448,0.05741452,0.05658127,0.05531683,0.053573,0.05130274,0.04845726,0.04498895,0.04084989,0.035992,0.03036791,0.02392916,0.016628,0.00841981,-0.00067131,-0.0105549,-0.021138,-0.03232737,-0.04403003,-0.05615289,-0.06860286,-0.08128687,-0.09411185,-0.10698,-0.11981237,-0.13250177,-0.14495982,-0.15709,-0.16880957,-0.1800151,-0.190617,-0.20052216,-0.2096441,-0.21799531,-0.22566475,-0.23274335,-0.23932204,-0.24549175,-0.25134341,-0.2569679,-0.2624563,-0.2678994,-0.27338817,-0.27901,-0.2848664,-0.2910378,-0.29761858,-0.3047,-0.31237202,-0.3207102,-0.32971824,-0.33938079,-0.34968269,-0.3606087,-0.3721436,-0.3842722,-0.3969792,-0.4102495,-0.42406773,-0.4384188,-0.45329,-0.4686583,-0.4845164,-0.5008463,-0.5176329,-0.53486097,-0.5525153,-0.5705805,-0.5890416,-0.6078832,-0.6270902,-0.6466473,-0.66653927,-0.6867509,-0.707267,-0.728072,-0.74915162,-0.7704897,-0.79207137,-0.8138814,-0.8359045,-0.85812544,-0.8805291,-0.9031002,-0.9258235,-0.94868386,-0.97166596,-0.994755,-1.0179346,-1.04119073,-1.06450773,-1.0879,-1.1112635,-1.1346718
154,Rps3,243.381,1.7354e-51,4.8817e-47,0.29175963,0.29314949,0.29446445,0.29562961,0.29657008,0.29721096,0.29747734,0.29729433,0.29658703,0.29528054,0.29329996,0.29057,0.28701695,0.28256472,0.27713881,0.27066432,0.26307,0.25427,0.24420038,0.23278,0.2199471,0.20574,0.1903179,0.17384,0.15647567,0.13837829,0.11971204,0.10063839,0.0813188,0.06191474,0.042588,0.02349909,0.00481043,-0.01331682,-0.030721,-0.04724123,-0.0627155,-0.0769824,-0.08988062,-0.1012608,-0.11115599,-0.11974042,-0.12719179,-0.13368786,-0.13940637,-0.14452508,-0.1492217,-0.1536741,-0.1580599,-0.16255685,-0.16734,-0.1725954,-0.1784925,-0.18521173,-0.19293,-0.20182783,-0.2120482,-0.22359928,-0.23645084,-0.25057264,-0.26593442,-0.282506,-0.300257,-0.3191573,-0.3391766,-0.3602847,-0.3824513,-0.40565,-0.4298392,-0.4549999,-0.4810982,-0.5081038,-0.53598647,-0.564716,-0.594262,-0.6245945,-0.655683,-0.6874973,-0.72000726,-0.75318258,-0.786993,-0.821408,-0.856398,-0.89193258,-0.9279811,-0.96451342,-1.0014994,-1.0389089,-1.07671147,-1.114877,-1.1533752,-1.1921758,-1.23124867,-1.27056346,-1.31009,-1.3497979,-1.38965707,-1.42963722,-1.4697,-1.5098395,-1.5500011
155,Npm3,39.449,5.6264e-08,0.0015579,0.07919731,0.08034464,0.08144568,0.08245414,0.08332371,0.08400812,0.08446107,0.08463627,0.08448742,0.08396824,0.08303242,0.081634,0.07972574,0.07726229,0.07419704,0.07048369,0.066076,0.06092758,0.05499221,0.048224,0.04057822,0.032073,0.0227815,0.012781,0.00214854,-0.00903968,-0.02070678,-0.03277603,-0.04517073,-0.05781414,-0.07063,-0.08354027,-0.09646953,-0.10934064,-0.12208,-0.13460152,-0.1468378,-0.1587091,-0.17013868,-0.1810535,-0.19143724,-0.20131714,-0.21072164,-0.21967915,-0.22821807,-0.23636683,-0.2441538,-0.2516075,-0.2587563,-0.26562852,-0.27225,-0.2786572,-0.2848704,-0.29092073,-0.29684,-0.30264657,-0.3083748,-0.31402777,-0.31960729,-0.32511505,-0.33055274,-0.3359221,-0.3412248,-0.3464625,-0.3516371,-0.35675008,-0.3618033,-0.3668,-0.3717371,-0.3766211,-0.3814522,-0.386232,-0.39096223,-0.3956446,-0.4002809,-0.4048727,-0.4094218,-0.4139299,-0.41839866,-0.42282985,-0.4272252,-0.431586,-0.435915,-0.44021285,-0.4444817,-0.44872321,-0.4529391,-0.457131,-0.46130078,-0.46545,-0.4695804,-0.4736938,-0.47779176,-0.48187606,-0.485948,-0.4900105,-0.49406402,-0.49811072,-0.50215,-0.5061905,-0.5102269
156,mt-Nd3,38.463,8.9911e-08,0.0024889,-0.04274263,-0.04216151,-0.04160223,-0.04108663,-0.04063656,-0.04027385,-0.04002034,-0.03989788,-0.0399283,-0.04013344,-0.04053516,-0.041155,-0.04201565,-0.04313811,-0.04454449,-0.04625665,-0.048296,-0.05068564,-0.05344615,-0.0566,-0.06016649,-0.064125,-0.0684141,-0.072971,-0.07773425,-0.08264011,-0.08762638,-0.09263047,-0.09758978,-0.10244175,-0.10712,-0.11157328,-0.11572768,-0.11952438,-0.1229,-0.12579438,-0.1281425,-0.1298826,-0.13095209,-0.1312942,-0.13093901,-0.12998401,-0.12852827,-0.12667092,-0.12451104,-0.12214777,-0.1196802,-0.1172075,-0.1148287,-0.11264289,-0.11075,-0.1092469,-0.108235,-0.10781249,-0.10808,-0.10913245,-0.1110548,-0.11384741,-0.11749042,-0.12196408,-0.12724861,-0.1333242,-0.1401712,-0.1477697,-0.1560999,-0.16514212,-0.1748765,-0.18528,-0.1963429,-0.2080353,-0.2203408,-0.2332396,-0.24671195,-0.2607381,-0.2752982,-0.2903725,-0.3059412,-0.3219846,-0.33848292,-0.3554163,-0.372765,-0.390509,-0.408629,-0.42710531,-0.4459175,-0.46504621,-0.4844715,-0.5041737,-0.52413307,-0.5443297,-0.5647439,-0.5853559,-0.60614584,-0.62709403,-0.648181,-0.6693859,-0.69069012,-0.71207341,-0.73352,-0.7549982,-0.7765001
157,Ccl9,80.266,1.53e-16,4.272e-12,0.38063776,0.38228688,0.38386761,0.38531156,0.38655033,0.38751554,0.38813879,0.38835169,0.38808586,0.38727289,0.3858444,0.38373,0.38086729,0.37718189,0.37260741,0.36707544,0.36052,0.35286551,0.34405076,0.334,0.32266322,0.31004,0.2962022,0.28125,0.26525864,0.24831654,0.23050659,0.21191307,0.19262023,0.17271236,0.15227,0.13138855,0.11014116,0.0886158,0.066897,0.04506824,0.0232146,0.00142,-0.02023116,-0.0416564,-0.06279857,-0.08362023,-0.10408442,-0.1241542,-0.14379263,-0.16296274,-0.1816276,-0.1997503,-0.2172938,-0.23422123,-0.2505,-0.26608,-0.2809375,-0.29503111,-0.30832,-0.32077888,-0.3323678,-0.34310005,-0.35299499,-0.36207212,-0.37035093,-0.3778509,-0.3845914,-0.3905921,-0.3958723,-0.40045151,-0.4043492,-0.40758,-0.4101781,-0.4121481,-0.4135145,-0.4142968,-0.41451445,-0.4141869,-0.4133336,-0.411974,-0.4101276,-0.4078139,-0.40505243,-0.40186254,-0.3982637,-0.394276,-0.389917,-0.38520868,-0.380169,-0.37481777,-0.3691745,-0.3632586,-0.35708955,-0.3506869,-0.34407,-0.3372584,-0.33027158,-0.32312898,-0.31585,-0.3084544,-0.30096127,-0.2933903,-0.28576,-0.2780926,-0.2704048
158,Cd59b,94.728,1.302e-19,3.6405e-15,0.14154395,0.14320613,0.14480671,0.14628408,0.14757664,0.14862278,0.14936091,0.14972942,0.1496667,0.14911115,0.14800117,0.14628,0.14387151,0.14072862,0.13678488,0.13197869,0.12625,0.11953256,0.1117694,0.1029,0.09285797,0.081658,0.0693689,0.056063,0.0418126,0.02669159,0.01077262,-0.00587133,-0.02316731,-0.04104236,-0.059424,-0.0782378,-0.09741229,-0.11687399,-0.13655,-0.15636723,-0.1762528,-0.1961338,-0.21593724,-0.2355917,-0.25504989,-0.27428299,-0.2932627,-0.3119607,-0.33034868,-0.34839833,-0.3660813,-0.3833694,-0.4002341,-0.41664728,-0.43258,-0.4480056,-0.4628941,-0.47721779,-0.49095,-0.50405735,-0.5165232,-0.52835256,-0.53955995,-0.55015981,-0.56016661,-0.5695948,-0.5784589,-0.5867733,-0.5945525,-0.60181096,-0.6085632,-0.61482,-0.6206066,-0.6259268,-0.6307985,-0.6352363,-0.63925465,-0.642868,-0.6460907,-0.6489374,-0.6514224,-0.6535603,-0.6553655,-0.65685247,-0.6580357,-0.65893,-0.659549,-0.65990735,-0.6600202,-0.65990151,-0.6595659,-0.6590278,-0.65830161,-0.6574019,-0.656343,-0.6551395,-0.65380581,-0.65235639,-0.650806,-0.6491683,-0.64745849,-0.64569085,-0.64388,-0.6420399,-0.6401854
