,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,GroupAllErith_PT_0,GroupAllErith_PT_0.01,GroupAllErith_PT_0.02,GroupAllErith_PT_0.03,GroupAllErith_PT_0.04,GroupAllErith_PT_0.05,GroupAllErith_PT_0.06,GroupAllErith_PT_0.07,GroupAllErith_PT_0.08,GroupAllErith_PT_0.09,GroupAllErith_PT_0.1,GroupAllErith_PT_0.11,GroupAllErith_PT_0.12,GroupAllErith_PT_0.13,GroupAllErith_PT_0.14,GroupAllErith_PT_0.15,GroupAllErith_PT_0.16,GroupAllErith_PT_0.17,GroupAllErith_PT_0.18,GroupAllErith_PT_0.19,GroupAllErith_PT_0.2,GroupAllErith_PT_0.21,GroupAllErith_PT_0.22,GroupAllErith_PT_0.23,GroupAllErith_PT_0.24,GroupAllErith_PT_0.25,GroupAllErith_PT_0.26,GroupAllErith_PT_0.27,GroupAllErith_PT_0.28,GroupAllErith_PT_0.29,GroupAllErith_PT_0.3,GroupAllErith_PT_0.31,GroupAllErith_PT_0.32,GroupAllErith_PT_0.33,GroupAllErith_PT_0.34,GroupAllErith_PT_0.35,GroupAllErith_PT_0.36,GroupAllErith_PT_0.37,GroupAllErith_PT_0.38,GroupAllErith_PT_0.39,GroupAllErith_PT_0.4,GroupAllErith_PT_0.41,GroupAllErith_PT_0.42,GroupAllErith_PT_0.43,GroupAllErith_PT_0.44,GroupAllErith_PT_0.45,GroupAllErith_PT_0.46,GroupAllErith_PT_0.47,GroupAllErith_PT_0.48,GroupAllErith_PT_0.49,GroupAllErith_PT_0.5,GroupAllErith_PT_0.51,GroupAllErith_PT_0.52,GroupAllErith_PT_0.53,GroupAllErith_PT_0.54,GroupAllErith_PT_0.55,GroupAllErith_PT_0.56,GroupAllErith_PT_0.57,GroupAllErith_PT_0.58,GroupAllErith_PT_0.59,GroupAllErith_PT_0.6,GroupAllErith_PT_0.61,GroupAllErith_PT_0.62,GroupAllErith_PT_0.63,GroupAllErith_PT_0.64,GroupAllErith_PT_0.65,GroupAllErith_PT_0.66,GroupAllErith_PT_0.67,GroupAllErith_PT_0.68,GroupAllErith_PT_0.69,GroupAllErith_PT_0.7,GroupAllErith_PT_0.71,GroupAllErith_PT_0.72,GroupAllErith_PT_0.73,GroupAllErith_PT_0.74,GroupAllErith_PT_0.75,GroupAllErith_PT_0.76,GroupAllErith_PT_0.77,GroupAllErith_PT_0.78,GroupAllErith_PT_0.79,GroupAllErith_PT_0.8,GroupAllErith_PT_0.81,GroupAllErith_PT_0.82,GroupAllErith_PT_0.83,GroupAllErith_PT_0.84,GroupAllErith_PT_0.85,GroupAllErith_PT_0.86,GroupAllErith_PT_0.87,GroupAllErith_PT_0.88,GroupAllErith_PT_0.89,GroupAllErith_PT_0.9,GroupAllErith_PT_0.91,GroupAllErith_PT_0.92,GroupAllErith_PT_0.93,GroupAllErith_PT_0.94,GroupAllErith_PT_0.95,GroupAllErith_PT_0.96,GroupAllErith_PT_0.97,GroupAllErith_PT_0.98,GroupAllErith_PT_0.99,GroupAllErith_PT_1
2670,KBTBD2,0,0,41.081,2.5863e-08,0.00011654,-0.096932,-0.096291,-0.0956504,-0.095011,-0.094374,-0.093739,-0.09310844,-0.09248156,-0.09185952,-0.091243,-0.090633,-0.090029,-0.089433,-0.08884574,-0.088267,-0.087698,-0.087139,-0.086592,-0.086056,-0.08553241,-0.085022,-0.084525,-0.084043,-0.083576,-0.083125,-0.08269,-0.082273,-0.08187588,-0.081508,-0.081181,-0.080905,-0.080689,-0.080546,-0.080485,-0.0805167,-0.08065193,-0.080901,-0.081275,-0.081783,-0.082438,-0.083238,-0.08416878,-0.085212,-0.086352,-0.087569,-0.088846,-0.090167,-0.0915131,-0.092867,-0.094212,-0.09552995,-0.09680345,-0.098015,-0.099147,-0.10018,-0.10110407,-0.10189,-0.10253,-0.10300712,-0.1033,-0.10338392,-0.10325232,-0.10288407,-0.10226,-0.10137,-0.10018472,-0.098695,-0.09688151,-0.09472639,-0.092212,-0.08932169,-0.08603716,-0.08234122,-0.07822002,-0.07368122,-0.06874028,-0.06341265,-0.057714,-0.051659,-0.04526435,-0.038545,-0.031516,-0.02419275,-0.01659144,-0.0087272,-0.00061545,0.0077283,0.016289,0.02505,0.033997,0.04311398,0.05238576,0.061797,0.071331,0.08097444,0.09071023,0.10052335,0.1104,0.12032,0.13027208,0.14024
2671,MED14,0,0,37.302,1.5611e-07,0.00067112,-0.13101,-0.1277034,-0.1244049,-0.12113,-0.11788,-0.11467,-0.11150691,-0.10840574,-0.10537363,-0.10242,-0.099556,-0.09679,-0.094133,-0.09159434,-0.089184,-0.086911,-0.084787,-0.08282,-0.081022,-0.07940036,-0.07796658,-0.07673,-0.075701,-0.074889,-0.074303,-0.073955,-0.073853,-0.07400326,-0.074398,-0.075029,-0.075887,-0.076962,-0.078246,-0.079729,-0.08140146,-0.08325509,-0.08528,-0.087468,-0.08981,-0.092295,-0.09491199,-0.09764196,-0.10047,-0.10336,-0.10632,-0.10931,-0.11232,-0.11532248,-0.11831,-0.12125,-0.1241375,-0.12694449,-0.12965,-0.13225,-0.1347,-0.13700519,-0.13913,-0.14107,-0.14278911,-0.14428,-0.14551906,-0.14648881,-0.14716955,-0.14754,-0.14759,-0.1472863,-0.14662,-0.14556815,-0.14411285,-0.14223,-0.13991408,-0.13713233,-0.13387015,-0.13011251,-0.1258686,-0.12115642,-0.11599398,-0.1104,-0.10439,-0.09798519,-0.091202,-0.084058,-0.07657243,-0.06876245,-0.060646,-0.052242,-0.043567,-0.034641,-0.02548,-0.016103,-0.00652822,0.00322689,0.013144,0.023205,0.03339274,0.04368816,0.05407363,0.064531,0.075043,0.08559026,0.096156
2672,CDC34,0,0,28.881,8.2656e-06,0.031649,-0.12598,-0.1249096,-0.123843,-0.12278,-0.12172,-0.12066,-0.1196043,-0.11855605,-0.11751422,-0.11648,-0.11545,-0.11444,-0.11343,-0.11243311,-0.11145,-0.11048,-0.10952,-0.10858,-0.10765,-0.10673837,-0.10584475,-0.10497,-0.10411,-0.10328,-0.10246,-0.10167,-0.1009,-0.10015123,-0.099419,-0.098696,-0.097976,-0.097252,-0.096516,-0.095763,-0.09498462,-0.09417529,-0.093328,-0.092435,-0.091491,-0.090489,-0.08942307,-0.08829253,-0.087096,-0.085832,-0.084501,-0.083099,-0.081627,-0.08008317,-0.078466,-0.076775,-0.07500874,-0.07316575,-0.071245,-0.069245,-0.067166,-0.06500483,-0.062761,-0.060435,-0.05802276,-0.055525,-0.05294022,-0.05026707,-0.04750442,-0.044651,-0.041706,-0.03866777,-0.035535,-0.03230764,-0.02898333,-0.025561,-0.02204035,-0.01841931,-0.01469702,-0.01087282,-0.00694925,-0.00292999,0.00118129,0.0053809,0.0096652,0.01403041,0.018473,0.022989,0.02757515,0.03222748,0.036942,0.041716,0.046545,0.051426,0.056354,0.061327,0.06633958,0.0713894,0.076472,0.081585,0.08672291,0.09188315,0.0970618,0.10226,0.10746,0.11267134,0.11789
2673,XPNPEP3,0,0,63.904,4.3777e-13,2.3692e-09,-0.14458,-0.1419905,-0.1394068,-0.13683,-0.13428,-0.13175,-0.12925014,-0.12678517,-0.12436176,-0.12199,-0.11966,-0.1174,-0.1152,-0.11307577,-0.11103,-0.10906,-0.10718,-0.1054,-0.10372,-0.1021445,-0.10068275,-0.09934,-0.098121,-0.097034,-0.096082,-0.095274,-0.094613,-0.09410273,-0.093731,-0.093486,-0.093354,-0.093322,-0.093378,-0.093508,-0.09369921,-0.09393926,-0.094215,-0.094513,-0.094821,-0.095127,-0.09541784,-0.09568872,-0.095933,-0.096144,-0.096316,-0.096442,-0.096516,-0.09653259,-0.096484,-0.096365,-0.09616905,-0.09588955,-0.09552,-0.095055,-0.094488,-0.09381212,-0.093021,-0.09211,-0.09107047,-0.089898,-0.08858469,-0.08712552,-0.08551378,-0.083743,-0.081807,-0.07970015,-0.077415,-0.07494614,-0.07228678,-0.069431,-0.06637189,-0.06310377,-0.05962014,-0.0559163,-0.05199684,-0.04786974,-0.04354298,-0.039025,-0.034322,-0.02944466,-0.024399,-0.019194,-0.01383696,-0.00833625,-0.0026998,0.0030645,0.0089485,0.014944,0.021044,0.02724,0.03352293,0.03988614,0.046321,0.05282,0.0593751,0.0659779,0.07262063,0.079295,0.085994,0.09270854,0.099431
2674,POM121,0,0,42.601,1.2523e-08,5.7219e-05,-0.14205,-0.1418368,-0.1416184,-0.14139,-0.14115,-0.14088,-0.1405968,-0.14027961,-0.13992781,-0.13954,-0.1391,-0.13862,-0.13808,-0.13747678,-0.13681,-0.13608,-0.13527,-0.13439,-0.13342,-0.13236055,-0.13120797,-0.12996,-0.1286,-0.12714,-0.12556,-0.12386,-0.12204,-0.12010526,-0.11808,-0.11602,-0.11394,-0.1119,-0.10993,-0.10807,-0.10636297,-0.10484182,-0.10355,-0.10252,-0.1018,-0.10142,-0.10140019,-0.10171725,-0.10234,-0.10325,-0.10441,-0.1058,-0.10738,-0.10913952,-0.11104,-0.11306,-0.11516329,-0.11733074,-0.11953,-0.12174,-0.12393,-0.12606583,-0.12813,-0.13009,-0.13191671,-0.13359,-0.13507182,-0.13634334,-0.13737422,-0.13814,-0.1386,-0.13874838,-0.13854,-0.13795779,-0.1369681,-0.13555,-0.13366261,-0.13129188,-0.12840588,-0.12498236,-0.12102975,-0.11656762,-0.11161558,-0.10619,-0.10032,-0.09401589,-0.0873,-0.080192,-0.07271242,-0.06487965,-0.056714,-0.048234,-0.039461,-0.030413,-0.021111,-0.011573,-0.00181963,0.00812959,0.018255,0.028538,0.03895708,0.04949421,0.06012931,0.070843,0.081615,0.09242656,0.10326
2675,ATP6V1H,0,0,38.341,9.5301e-08,0.00041532,-0.16179,-0.1580489,-0.1543202,-0.15061,-0.14694,-0.14331,-0.13973775,-0.13623049,-0.13280069,-0.12946,-0.12622,-0.12309,-0.12008,-0.11720125,-0.11447,-0.11189,-0.10948,-0.10725,-0.1052,-0.10335183,-0.10171505,-0.1003,-0.099117,-0.098177,-0.097492,-0.097073,-0.09693,-0.09706854,-0.097473,-0.098125,-0.099006,-0.1001,-0.10138,-0.10284,-0.10446132,-0.10621666,-0.10809,-0.11007,-0.11213,-0.11426,-0.11643274,-0.11864292,-0.12087,-0.12311,-0.12534,-0.12755,-0.12973,-0.13186014,-0.13393,-0.13592,-0.13781899,-0.13961692,-0.1413,-0.14285,-0.14425,-0.14549858,-0.14657,-0.14746,-0.1481475,-0.14862,-0.14886705,-0.14887146,-0.14862056,-0.1481,-0.1473,-0.1461978,-0.14479,-0.14305279,-0.14097989,-0.13855,-0.13576426,-0.13259389,-0.12903008,-0.12506217,-0.12069806,-0.11595243,-0.11083994,-0.10538,-0.099573,-0.0934481,-0.087015,-0.080288,-0.07328284,-0.06601325,-0.058494,-0.05074,-0.042766,-0.034587,-0.026217,-0.017671,-0.00896298,-0.00010859,0.0088779,0.017982,0.02718832,0.03648294,0.04585093,0.055278,0.064748,0.0742484,0.083763
2676,TPD52L2,0,0,76.207,1.1066e-15,6.3532e-12,-0.098106,-0.0976876,-0.0972696,-0.096853,-0.096437,-0.096023,-0.09561192,-0.09520332,-0.09479797,-0.094396,-0.093999,-0.093606,-0.093219,-0.09283649,-0.092461,-0.092091,-0.091729,-0.091374,-0.091026,-0.09068774,-0.09035788,-0.090037,-0.089727,-0.089426,-0.089136,-0.088858,-0.088591,-0.08833669,-0.088099,-0.087881,-0.087686,-0.087519,-0.087383,-0.087281,-0.08721726,-0.0871956,-0.08722,-0.087293,-0.087419,-0.087602,-0.08783917,-0.0881211,-0.088436,-0.088772,-0.089118,-0.089462,-0.089792,-0.09009813,-0.090368,-0.090589,-0.09075167,-0.09084308,-0.090852,-0.090767,-0.090577,-0.09026935,-0.089833,-0.089258,-0.0885301,-0.08764,-0.08657447,-0.08532326,-0.08387442,-0.082216,-0.080338,-0.07822692,-0.075872,-0.07326256,-0.07038601,-0.067231,-0.06378656,-0.06004062,-0.05598184,-0.05160128,-0.04690511,-0.04190501,-0.03661267,-0.03104,-0.025198,-0.01909914,-0.012755,-0.0061766,0.00062371,0.0076344,0.014844,0.02224,0.029812,0.037547,0.045435,0.053463,0.06161882,0.06989197,0.07827,0.086742,0.09529591,0.10391975,0.11260204,0.12133,0.1301,0.13888269,0.14768
2677,ZBTB4,0,0,41.588,2.0304e-08,9.1976e-05,-0.13149,-0.1316281,-0.1317603,-0.13187,-0.13195,-0.13199,-0.13198018,-0.13190634,-0.13176038,-0.13153,-0.13121,-0.13079,-0.13025,-0.12958801,-0.12879,-0.12785,-0.12676,-0.1255,-0.12407,-0.12244741,-0.12063221,-0.11861,-0.11637,-0.11391,-0.11121,-0.10826,-0.10505,-0.10159686,-0.09795,-0.094179,-0.090352,-0.086536,-0.082797,-0.079204,-0.07582273,-0.07272137,-0.069967,-0.067627,-0.065768,-0.064457,-0.06372476,-0.06354016,-0.063865,-0.064662,-0.065893,-0.067521,-0.069507,-0.07181475,-0.074406,-0.077242,-0.08028623,-0.08350072,-0.086848,-0.090289,-0.093788,-0.09730622,-0.10081,-0.10425,-0.1075992,-0.11082,-0.11386634,-0.11670831,-0.11930559,-0.12162,-0.12362,-0.1252521,-0.12649,-0.12730153,-0.12763863,-0.12747,-0.12674898,-0.12544682,-0.1235228,-0.12094604,-0.11772575,-0.11388576,-0.10944988,-0.10444,-0.098886,-0.09280536,-0.086224,-0.079167,-0.07165601,-0.06371639,-0.055372,-0.046645,-0.037562,-0.028144,-0.018417,-0.0084038,0.00187169,0.0123855,0.023114,0.034033,0.04511868,0.05634754,0.06769557,0.079139,0.090654,0.10221638,0.1138
2678,FAM126A,0,0,35.938,2.9796e-07,0.0012559,-0.16062,-0.1567571,-0.1529053,-0.14907,-0.14527,-0.14151,-0.13779034,-0.13413338,-0.13054462,-0.12703,-0.12361,-0.12028,-0.11707,-0.11396482,-0.11099,-0.10815,-0.10546,-0.10292,-0.10055,-0.09835593,-0.09634551,-0.09453,-0.092919,-0.091522,-0.09035,-0.089411,-0.088716,-0.08826964,-0.088065,-0.088091,-0.08834,-0.088802,-0.089467,-0.090326,-0.09136801,-0.09258496,-0.093967,-0.095504,-0.097187,-0.099006,-0.1009496,-0.10300011,-0.10514,-0.10735,-0.10962,-0.11193,-0.11426,-0.11659263,-0.11891,-0.1212,-0.12344403,-0.12562136,-0.12772,-0.12971,-0.13159,-0.13333979,-0.13494,-0.13636,-0.1376067,-0.13865,-0.13946866,-0.14005326,-0.14038401,-0.14044,-0.14022,-0.13968121,-0.13882,-0.13762818,-0.13607473,-0.13415,-0.13182799,-0.12910031,-0.12594682,-0.12235401,-0.11832997,-0.11389067,-0.10905207,-0.10383,-0.098241,-0.09230024,-0.086024,-0.079429,-0.07252974,-0.0653433,-0.057885,-0.050172,-0.042219,-0.034042,-0.025658,-0.017082,-0.00833004,0.00058135,0.0096365,0.018819,0.02811412,0.03750467,0.04697508,0.056509,0.066092,0.07570573,0.085336
2679,MEMO1,0,0,37.692,1.2969e-07,0.00056051,-0.17801,-0.172712,-0.1674341,-0.1622,-0.15702,-0.15191,-0.14691126,-0.14202572,-0.13727747,-0.13269,-0.12827,-0.12405,-0.12005,-0.11628216,-0.11277,-0.10953,-0.10659,-0.10396,-0.10166,-0.09971788,-0.09814707,-0.096969,-0.096202,-0.095867,-0.095983,-0.096569,-0.097646,-0.09921798,-0.10125,-0.10368,-0.10648,-0.1096,-0.11299,-0.1166,-0.12039886,-0.12432622,-0.12834,-0.1324,-0.13645,-0.14045,-0.14436225,-0.14818163,-0.1519,-0.15549,-0.15897,-0.16231,-0.1655,-0.16853936,-0.17142,-0.17412,-0.17663896,-0.17896643,-0.18109,-0.183,-0.1847,-0.18615679,-0.18738,-0.18835,-0.18905375,-0.18949,-0.18965175,-0.1895218,-0.189093,-0.18836,-0.1873,-0.18591699,-0.1842,-0.18212841,-0.17970379,-0.17691,-0.17374561,-0.17019273,-0.16624447,-0.16189383,-0.15714966,-0.15202652,-0.14653898,-0.1407,-0.13453,-0.12803572,-0.12124,-0.11415,-0.10677762,-0.09914742,-0.091269,-0.083158,-0.074828,-0.066294,-0.057571,-0.048673,-0.03961414,-0.03040974,-0.021074,-0.011622,-0.00206775,0.00757393,0.01728848,0.027061,0.036878,0.04672366,0.056584
2680,VAMP2,0,0,41.715,1.9108e-08,8.6636e-05,-0.16507,-0.1656622,-0.1662477,-0.16682,-0.16737,-0.16789,-0.16837872,-0.16882354,-0.16921912,-0.16956,-0.16983,-0.17004,-0.17017,-0.17021214,-0.17016,-0.17002,-0.16977,-0.1694,-0.16892,-0.16830844,-0.16756438,-0.16668,-0.16565,-0.16446,-0.16311,-0.16159,-0.1599,-0.15803532,-0.15604,-0.15397,-0.15186,-0.14976,-0.14772,-0.14579,-0.14401878,-0.14244408,-0.14112,-0.14009,-0.1394,-0.1391,-0.13921305,-0.13970885,-0.14056,-0.14173,-0.1432,-0.14493,-0.14689,-0.14904761,-0.15138,-0.15386,-0.156441,-0.15910648,-0.16182,-0.16456,-0.16728,-0.16996344,-0.17257,-0.17508,-0.17746029,-0.17967,-0.18169493,-0.18349214,-0.18503543,-0.18629,-0.18724,-0.187838,-0.18806,-0.18787985,-0.18726167,-0.18618,-0.1845952,-0.18248616,-0.17981941,-0.17657029,-0.17274778,-0.1683731,-0.16346748,-0.15805,-0.15215,-0.14577742,-0.13896,-0.13172,-0.12407351,-0.11604601,-0.10766,-0.098929,-0.089882,-0.080538,-0.070918,-0.061043,-0.05093385,-0.04061273,-0.0301,-0.019418,-0.00858748,0.00237077,0.0134352,0.024585,0.035798,0.04705325,0.05833
2681,DMXL1,0,0,48.556,7.2255e-10,3.5188e-06,-0.089622,-0.0894765,-0.0893303,-0.089183,-0.089033,-0.088879,-0.08872222,-0.08856041,-0.08839312,-0.08822,-0.088039,-0.087851,-0.087654,-0.08744719,-0.087231,-0.087003,-0.086764,-0.086512,-0.086247,-0.0859679,-0.0856739,-0.085364,-0.085038,-0.084695,-0.084334,-0.083954,-0.083554,-0.08313692,-0.082712,-0.082291,-0.081885,-0.081505,-0.081163,-0.080869,-0.08063589,-0.08047355,-0.080394,-0.080408,-0.080527,-0.080762,-0.08111543,-0.08157316,-0.08212,-0.08274,-0.083418,-0.084138,-0.084886,-0.08564513,-0.086401,-0.087137,-0.08783834,-0.08848975,-0.089076,-0.08958,-0.089989,-0.09028523,-0.090454,-0.090481,-0.09034879,-0.090043,-0.08954853,-0.08884928,-0.08793002,-0.086775,-0.08537,-0.0836978,-0.081744,-0.07949317,-0.07692959,-0.074038,-0.07080264,-0.0672084,-0.06323972,-0.05888444,-0.05414959,-0.04904924,-0.04359743,-0.037808,-0.031696,-0.02527388,-0.018557,-0.011559,-0.00429336,0.00322498,0.010982,0.018965,0.027158,0.035548,0.04412,0.052862,0.06175775,0.07079437,0.079958,0.089233,0.09860711,0.10806546,0.1175941,0.12718,0.13681,0.1464612,0.15613
2682,ARL1,0,0,28.527,9.7508e-06,0.037082,-0.21453,-0.2067274,-0.1989476,-0.19121,-0.18355,-0.17597,-0.16851176,-0.16118757,-0.15402285,-0.14704,-0.14026,-0.13371,-0.12741,-0.1213886,-0.11566,-0.11025,-0.10518,-0.10048,-0.096158,-0.09225115,-0.08877696,-0.085758,-0.083218,-0.081179,-0.079664,-0.078696,-0.078297,-0.07847371,-0.079184,-0.08038,-0.082011,-0.084029,-0.086383,-0.089026,-0.09190699,-0.09497763,-0.098188,-0.10149,-0.10483,-0.10817,-0.11146298,-0.1147026,-0.11788,-0.12099,-0.12401,-0.12695,-0.12978,-0.13251489,-0.13513,-0.13762,-0.13997801,-0.14219296,-0.14426,-0.14616,-0.1479,-0.14945303,-0.15082,-0.152,-0.15297067,-0.15373,-0.15426524,-0.15457083,-0.15463682,-0.15445,-0.15401,-0.15330877,-0.15233,-0.15106323,-0.14950587,-0.14765,-0.14547774,-0.14298927,-0.14017274,-0.13702163,-0.13354308,-0.1297492,-0.12565214,-0.12126,-0.1166,-0.1116631,-0.10647,-0.10104,-0.09538193,-0.08950211,-0.083416,-0.077136,-0.070674,-0.064042,-0.057253,-0.050318,-0.04324978,-0.03606018,-0.028761,-0.021366,-0.013885,-0.00633157,0.00128249,0.0089451,0.016644,0.02436725,0.032103
2683,ZCCHC10,0,0,32.971,1.2111e-06,0.0049049,-0.16291,-0.1598528,-0.156795,-0.15374,-0.1507,-0.14768,-0.14466765,-0.14167894,-0.1387144,-0.13578,-0.13287,-0.13,-0.12717,-0.12437491,-0.12163,-0.11893,-0.11628,-0.11369,-0.11116,-0.10868618,-0.10628078,-0.10394,-0.10168,-0.099493,-0.097384,-0.095358,-0.093419,-0.0915729,-0.089838,-0.088234,-0.086779,-0.085494,-0.084397,-0.083508,-0.08284604,-0.08243098,-0.082282,-0.082418,-0.082859,-0.083624,-0.08471646,-0.08611212,-0.087785,-0.089707,-0.091854,-0.094197,-0.096711,-0.09936929,-0.10214,-0.10501,-0.10794105,-0.110909,-0.11389,-0.11685,-0.11977,-0.12262542,-0.12538,-0.12802,-0.13050541,-0.13282,-0.13492799,-0.13681032,-0.13843791,-0.13978,-0.14082,-0.1415264,-0.14187,-0.14182438,-0.14136533,-0.14047,-0.13909826,-0.13723708,-0.13485537,-0.13193168,-0.12847475,-0.12450434,-0.12004017,-0.1151,-0.10971,-0.1038827,-0.097641,-0.091004,-0.08399251,-0.07662512,-0.068922,-0.060903,-0.052587,-0.043996,-0.035147,-0.026061,-0.01675846,-0.00725808,0.00242,0.012256,0.02223053,0.0323234,0.04251501,0.052786,0.063115,0.07348486,0.083874
2684,AZI2,0,0,34.61,5.5861e-07,0.0023171,-0.1974,-0.196629,-0.1958547,-0.19507,-0.19427,-0.19345,-0.19260556,-0.19172986,-0.19081866,-0.18987,-0.18887,-0.18782,-0.18672,-0.1855526,-0.18432,-0.18302,-0.18164,-0.18018,-0.17864,-0.17700167,-0.17526882,-0.17343,-0.17149,-0.16944,-0.16727,-0.16498,-0.16256,-0.16002784,-0.15742,-0.15479,-0.15218,-0.14966,-0.14726,-0.14505,-0.14306837,-0.14137191,-0.14001,-0.13903,-0.1385,-0.13844,-0.13890214,-0.13983743,-0.14121,-0.143,-0.14515,-0.14764,-0.15043,-0.15347722,-0.15675,-0.16022,-0.16384585,-0.16758895,-0.17142,-0.17529,-0.17918,-0.18304049,-0.18684,-0.19055,-0.1941291,-0.19754,-0.20074598,-0.20371429,-0.20640808,-0.20879,-0.21083,-0.21248405,-0.21372,-0.21450526,-0.21479956,-0.21457,-0.21377642,-0.21238732,-0.21036544,-0.2076816,-0.20434571,-0.2003819,-0.19581432,-0.19067,-0.18496,-0.17873044,-0.17199,-0.16477,-0.15708206,-0.1489643,-0.14044,-0.13152,-0.12224,-0.11263,-0.1027,-0.092481,-0.08199662,-0.07127056,-0.060327,-0.049191,-0.03788486,-0.02643429,-0.01486295,-0.003195,0.0085454,0.02033406,0.032147
2685,MTMR12,0,0,33.997,7.4625e-07,0.0030664,-0.1139,-0.1155428,-0.1171645,-0.11875,-0.12028,-0.12174,-0.1230997,-0.12435369,-0.12547897,-0.12646,-0.12727,-0.1279,-0.12833,-0.12853142,-0.1285,-0.12821,-0.12764,-0.12678,-0.12561,-0.12410475,-0.12225158,-0.12003,-0.11742,-0.11441,-0.11098,-0.1071,-0.10277,-0.09798116,-0.092828,-0.087403,-0.081805,-0.076128,-0.07047,-0.064926,-0.05959369,-0.05456911,-0.049949,-0.045829,-0.042306,-0.039476,-0.03738626,-0.03600196,-0.035279,-0.035175,-0.035644,-0.036645,-0.038133,-0.0400643,-0.042396,-0.045084,-0.0480848,-0.05135499,-0.054851,-0.058529,-0.062345,-0.06625677,-0.07022,-0.07419,-0.07812458,-0.08198,-0.08571184,-0.08927732,-0.09263256,-0.095734,-0.098538,-0.10100101,-0.10308,-0.10472965,-0.10590809,-0.10657,-0.10667527,-0.10617682,-0.10503221,-0.10320547,-0.10070526,-0.09755649,-0.09378411,-0.089413,-0.084468,-0.07897477,-0.072957,-0.066441,-0.05945095,-0.05201176,-0.044149,-0.035886,-0.02725,-0.018264,-0.0089539,0.00065548,0.01053922,0.02067241,0.03103,0.041587,0.05231917,0.06320069,0.07420692,0.085313,0.096494,0.10772451,0.11898
2686,LRRC57,0,0,37.706,1.2886e-07,0.00055717,-0.13538,-0.1354398,-0.1354928,-0.13553,-0.13555,-0.13553,-0.13547654,-0.13537725,-0.13522464,-0.13501,-0.13473,-0.13437,-0.13393,-0.13339518,-0.13276,-0.13202,-0.13117,-0.13019,-0.12909,-0.12784825,-0.12646165,-0.12492,-0.12322,-0.12136,-0.11932,-0.11709,-0.11468,-0.11207677,-0.10934,-0.1065,-0.10363,-0.10076,-0.097949,-0.095244,-0.09269452,-0.09035055,-0.088261,-0.086477,-0.085046,-0.084018,-0.083415,-0.08321211,-0.083379,-0.083887,-0.084706,-0.085805,-0.087155,-0.08872726,-0.090491,-0.092416,-0.09447393,-0.09663395,-0.098867,-0.10114,-0.10343,-0.10570299,-0.10793,-0.11008,-0.11212203,-0.11403,-0.11577283,-0.11732041,-0.11864309,-0.11971,-0.12049,-0.12096425,-0.12109,-0.12084176,-0.12019027,-0.11911,-0.11755804,-0.11551779,-0.11295511,-0.10984576,-0.10619789,-0.10203141,-0.09736629,-0.092222,-0.08662,-0.08057847,-0.074118,-0.067259,-0.06002084,-0.05242364,-0.044487,-0.036232,-0.027677,-0.018843,-0.0097503,-0.00041782,0.00913409,0.01888547,0.028816,0.038907,0.04913689,0.05948664,0.06993613,0.080465,0.091055,0.10168351,0.11233
2687,GRK6,0,0,34.017,7.3908e-07,0.0030383,-0.13346,-0.1331439,-0.1328283,-0.13251,-0.13217,-0.13182,-0.13145129,-0.13105918,-0.13064027,-0.13019,-0.12971,-0.12918,-0.12862,-0.12800971,-0.12735,-0.12664,-0.12586,-0.12503,-0.12413,-0.12316853,-0.1221294,-0.12101,-0.11982,-0.11854,-0.11717,-0.11571,-0.11415,-0.11250688,-0.1108,-0.10908,-0.10737,-0.10572,-0.10416,-0.10272,-0.1014528,-0.10038486,-0.099556,-0.099003,-0.098763,-0.098873,-0.09934647,-0.10015964,-0.10128,-0.10269,-0.10435,-0.10623,-0.10832,-0.11056657,-0.11296,-0.11546,-0.11803936,-0.12067622,-0.12334,-0.126,-0.12862,-0.13119218,-0.13367,-0.13603,-0.13824698,-0.14029,-0.1421258,-0.14373227,-0.14507873,-0.14614,-0.14688,-0.14727262,-0.14729,-0.14691191,-0.14609894,-0.14483,-0.14306506,-0.14078707,-0.13796367,-0.13457176,-0.13062038,-0.12613024,-0.12112204,-0.11562,-0.10963,-0.10319638,-0.096323,-0.089036,-0.08135428,-0.07329996,-0.064893,-0.056155,-0.047106,-0.037767,-0.028159,-0.018302,-0.00821653,0.00207576,0.012555,0.023199,0.03398871,0.04490265,0.05592021,0.067021,0.078183,0.0893873,0.10061
