,Gene,StatisticsValue,P-value,Adj P-value,Group14_PT_0,Group14_PT_0.01,Group14_PT_0.02,Group14_PT_0.03,Group14_PT_0.04,Group14_PT_0.05,Group14_PT_0.06,Group14_PT_0.07,Group14_PT_0.08,Group14_PT_0.09,Group14_PT_0.1,Group14_PT_0.11,Group14_PT_0.12,Group14_PT_0.13,Group14_PT_0.14,Group14_PT_0.15,Group14_PT_0.16,Group14_PT_0.17,Group14_PT_0.18,Group14_PT_0.19,Group14_PT_0.2,Group14_PT_0.21,Group14_PT_0.22,Group14_PT_0.23,Group14_PT_0.24,Group14_PT_0.25,Group14_PT_0.26,Group14_PT_0.27,Group14_PT_0.28,Group14_PT_0.29,Group14_PT_0.3,Group14_PT_0.31,Group14_PT_0.32,Group14_PT_0.33,Group14_PT_0.34,Group14_PT_0.35,Group14_PT_0.36,Group14_PT_0.37,Group14_PT_0.38,Group14_PT_0.39,Group14_PT_0.4,Group14_PT_0.41,Group14_PT_0.42,Group14_PT_0.43,Group14_PT_0.44,Group14_PT_0.45,Group14_PT_0.46,Group14_PT_0.47,Group14_PT_0.48,Group14_PT_0.49,Group14_PT_0.5,Group14_PT_0.51,Group14_PT_0.52,Group14_PT_0.53,Group14_PT_0.54,Group14_PT_0.55,Group14_PT_0.56,Group14_PT_0.57,Group14_PT_0.58,Group14_PT_0.59,Group14_PT_0.6,Group14_PT_0.61,Group14_PT_0.62,Group14_PT_0.63,Group14_PT_0.64,Group14_PT_0.65,Group14_PT_0.66,Group14_PT_0.67,Group14_PT_0.68,Group14_PT_0.69,Group14_PT_0.7,Group14_PT_0.71,Group14_PT_0.72,Group14_PT_0.73,Group14_PT_0.74,Group14_PT_0.75,Group14_PT_0.76,Group14_PT_0.77,Group14_PT_0.78,Group14_PT_0.79,Group14_PT_0.8,Group14_PT_0.81,Group14_PT_0.82,Group14_PT_0.83,Group14_PT_0.84,Group14_PT_0.85,Group14_PT_0.86,Group14_PT_0.87,Group14_PT_0.88,Group14_PT_0.89,Group14_PT_0.9,Group14_PT_0.91,Group14_PT_0.92,Group14_PT_0.93,Group14_PT_0.94,Group14_PT_0.95,Group14_PT_0.96,Group14_PT_0.97,Group14_PT_0.98,Group14_PT_0.99,Group14_PT_1
10,H2afz,39.16,6.4556e-08,0.0018187,-0.969104,-0.9589143,-0.9487,-0.938437,-0.9281,-0.917664,-0.9071058,-0.8964001,-0.885522,-0.874448,-0.863153,-0.8516161,-0.8398317,-0.827796,-0.815504,-0.802952,-0.7901356,-0.7770516,-0.76369545,-0.7500631,-0.7361505,-0.721954,-0.707468,-0.69269,-0.677616,-0.662241,-0.6465615,-0.6305732,-0.6142721,-0.5976541,-0.580715,-0.563451,-0.545858,-0.5279324,-0.5096691,-0.491065,-0.472115,-0.4528156,-0.433163,-0.4131527,-0.392781,-0.372044,-0.350936,-0.329455,-0.307597,-0.285356,-0.262729,-0.2397127,-0.2163053,-0.1925442,-0.16849,-0.144202,-0.1197432,-0.0951726,-0.0705512,-0.04594,-0.021399,0.0030106,0.0272282,0.051193,0.074845,0.098123,0.12097,0.143314,0.1651064,0.186282,0.20678,0.226541,0.245502,0.263605,0.2807878,0.29699,0.312151,0.32621,0.339106,0.35078,0.361169,0.370214,0.377854,0.384028,0.388675,0.391735,0.393147,0.39285,0.39079,0.38689,0.3811,0.37337,0.3637,0.35224,0.33913,0.32453,0.30859,0.291445,0.273258,0.2541731,0.234341,0.213912,0.19303,0.171857,0.15053
11,Lgals9,50.705,2.5721e-10,7.2485e-06,0.033595,0.0010215,-0.0313607,-0.06336,-0.094786,-0.125446,-0.1551502,-0.1837063,-0.210923,-0.23661,-0.260575,-0.2826731,-0.3028996,-0.321274,-0.337816,-0.352545,-0.365481,-0.3766442,-0.38605433,-0.393731,-0.3996942,-0.403964,-0.406559,-0.4075,-0.406807,-0.4045,-0.4005977,-0.3951207,-0.3880886,-0.3795213,-0.369439,-0.35786,-0.344806,-0.330296,-0.3143497,-0.296987,-0.278228,-0.2580921,-0.236599,-0.2137695,-0.189622,-0.164178,-0.137456,-0.109475,-0.080257,-0.049821,-0.018186,0.0146268,0.0485943,0.0836432,0.11967,0.156572,0.1942447,0.2325847,0.2714885,0.310852,0.350573,0.3905461,0.4306688,0.470837,0.510947,0.550896,0.59058,0.629895,0.6687374,0.707004,0.744591,0.781395,0.817312,0.852238,0.8860704,0.918705,0.950039,0.979967,1.008387,1.035195,1.060287,1.08356,1.10491,1.124234,1.141427,1.156386,1.169008,1.17919,1.18683,1.19181,1.19405,1.19343,1.18998,1.18389,1.17539,1.16469,1.15202,1.13759,1.121625,1.1043439,1.085965,1.066708,1.04679,1.026438,1.00586
12,Tubb5,44.628,4.7513e-09,0.00013387,-0.698122,-0.6822634,-0.6664297,-0.650646,-0.634937,-0.619328,-0.6038443,-0.5885101,-0.573351,-0.558391,-0.543657,-0.5291623,-0.5148973,-0.500845,-0.486989,-0.473313,-0.459801,-0.4464358,-0.43320123,-0.420081,-0.4070586,-0.394118,-0.381242,-0.368415,-0.35562,-0.342841,-0.3300608,-0.317264,-0.3044337,-0.2915536,-0.278607,-0.265578,-0.25245,-0.2392065,-0.225831,-0.212307,-0.198618,-0.1847487,-0.170681,-0.1563999,-0.141888,-0.12713,-0.112108,-0.096806,-0.081209,-0.065299,-0.04906,-0.0324756,-0.0155314,0.0017674,0.019403,0.037359,0.0556165,0.0741581,0.0929662,0.112023,0.131311,0.1508126,0.1705099,0.190385,0.210421,0.2306,0.2509,0.271314,0.2918148,0.312387,0.333015,0.353678,0.374361,0.395045,0.4157125,0.436346,0.456928,0.47744,0.497866,0.518186,0.538384,0.558442,0.578342,0.598067,0.617599,0.636919,0.656011,0.67486,0.69344,0.71174,0.72974,0.74743,0.76479,0.78186,0.79866,0.81521,0.83154,0.847674,0.863634,0.8794453,0.895134,0.910723,0.92624,0.941705,0.95715
13,Stmn1,35.659,3.4011e-07,0.0095808,0.196946,0.1621425,0.1274724,0.093069,0.059067,0.0256,-0.0071994,-0.0391969,-0.070259,-0.100252,-0.129043,-0.1565249,-0.1826778,-0.207495,-0.230971,-0.253099,-0.273873,-0.2932877,-0.31133673,-0.32801400000000003,-0.3433135,-0.357229,-0.369755,-0.380885,-0.390614,-0.398934,-0.4058407,-0.4113273,-0.415388,-0.4180168,-0.419208,-0.418954,-0.417251,-0.4140917,-0.4094703,-0.403381,-0.395817,-0.3867733,-0.376243,-0.3642212,-0.350701,-0.335676,-0.319141,-0.30109,-0.281517,-0.260415,-0.237779,-0.2136021,-0.1878838,-0.1606735,-0.132053,-0.102104,-0.0709085,-0.0385488,-0.0051068,0.029335,0.064696,0.1008929,0.1378439,0.175467,0.213681,0.252402,0.29155,0.331042,0.3707961,0.41073,0.450763,0.490811,0.530793,0.570628,0.610232,0.649524,0.688423,0.726845,0.764709,0.801934,0.838436,0.874134,0.908945,0.942789,0.975583,1.007244,1.037691,1.06684,1.09461,1.12093,1.1457,1.16884,1.19036,1.21037,1.22899,1.24635,1.26258,1.277797,1.292133,1.3057137,1.318664,1.33111,1.34318,1.354994,1.36668
14,Ucp2,55.086,3.1167e-11,8.7842e-07,-0.164745,-0.1712342,-0.1775606,-0.183562,-0.189075,-0.193938,-0.197988,-0.2010622,-0.202998,-0.203633,-0.202804,-0.2004015,-0.196467,-0.191072,-0.184288,-0.176186,-0.1668377,-0.1563135,-0.14468489,-0.1320231,-0.1183994,-0.103885,-0.088551,-0.072468,-0.055709,-0.038343,-0.0204425,-0.0020784,0.0166781,0.0357558,0.055083,0.07459,0.094204,0.1138547,0.1334704,0.15298,0.172313,0.1913972,0.210162,0.2285359,0.246448,0.263827,0.280601,0.2967,0.312053,0.326587,0.340232,0.352917,0.3645791,0.3752516,0.385027,0.393999,0.4022607,0.4099059,0.4170278,0.42372,0.430076,0.4361887,0.4421522,0.44806,0.454005,0.460081,0.46638,0.472999,0.4800283,0.487562,0.495695,0.504518,0.514127,0.524615,0.5360738,0.548598,0.562282,0.577218,0.593499,0.61122,0.630473,0.651353,0.673952,0.698364,0.724682,0.753,0.783412,0.81601,0.85089,0.88814,0.92786,0.97014,1.01496,1.06214,1.11149,1.16281,1.2159,1.270566,1.326608,1.3838316,1.442039,1.501034,1.56062,1.620599,1.68077
15,Hmgb2,36.23,2.5953e-07,0.0073112,-0.677845,-0.6807482,-0.6835138,-0.686004,-0.688082,-0.68961,-0.6904503,-0.6904654,-0.689518,-0.68747,-0.684185,-0.6795694,-0.673667,-0.666545,-0.658271,-0.648912,-0.6385365,-0.6272113,-0.61500428,-0.6019828,-0.5882145,-0.573767,-0.558708,-0.543104,-0.527024,-0.510534,-0.4937032,-0.4765981,-0.4592865,-0.4418359,-0.424314,-0.406788,-0.389325,-0.3719943,-0.3548619,-0.337996,-0.321463,-0.3053322,-0.28967,-0.2745442,-0.260022,-0.246172,-0.233061,-0.220756,-0.209325,-0.198836,-0.189356,-0.1809534,-0.173685,-0.1675026,-0.162292,-0.157937,-0.1543237,-0.1513354,-0.1488571,-0.146773,-0.144969,-0.1433277,-0.1417351,-0.140075,-0.138233,-0.136093,-0.13354,-0.130457,-0.1267299,-0.122244,-0.116882,-0.11053,-0.103073,-0.094394,-0.0843778,-0.07291,-0.059874,-0.045156,-0.028639,-0.010208,0.010252,0.032856,0.057721,0.084961,0.114693,0.14703,0.182089,0.21999,0.26083,0.30475,0.35185,0.40225,0.45592,0.51263,0.57213,0.63417,0.69848,0.764817,0.83293,0.9025633,0.973463,1.045376,1.11805,1.191229,1.26466
16,Dck,47.603,1.142e-09,3.2178e-05,-0.259567,-0.2592649,-0.2589518,-0.258616,-0.258247,-0.257833,-0.2573636,-0.2568267,-0.256211,-0.255507,-0.254701,-0.2537829,-0.2527359,-0.251544,-0.250191,-0.248661,-0.2469374,-0.245004,-0.24284476,-0.2404433,-0.2377836,-0.234849,-0.231624,-0.228092,-0.224236,-0.220042,-0.215491,-0.2105685,-0.205258,-0.1995431,-0.193408,-0.186835,-0.17981,-0.1723156,-0.1643358,-0.155854,-0.146855,-0.1373213,-0.127237,-0.1165871,-0.105354,-0.093522,-0.081075,-0.067996,-0.05427,-0.03988,-0.024809,-0.0090428,0.0074353,0.0246297,0.042539,0.061161,0.0804936,0.1005358,0.1212855,0.142741,0.1649,0.1877614,0.211323,0.235583,0.26054,0.286192,0.31254,0.339572,0.3672979,0.395711,0.42481,0.454594,0.485059,0.516205,0.5480304,0.580532,0.613709,0.64756,0.682081,0.717273,0.753133,0.789658,0.826848,0.864701,0.903215,0.942387,0.982217,1.0227,1.06384,1.10563,1.14807,1.19116,1.23488,1.27918,1.32401,1.36933,1.41508,1.461229,1.507713,1.5544889,1.601507,1.648719,1.69608,1.743533,1.79104
17,Ptma,74.116,3.065e-15,8.6407e-11,-0.032273,-0.0679543,-0.1031423,-0.137344,-0.170068,-0.20082,-0.2291078,-0.2544382,-0.276318,-0.294256,-0.307757,-0.3164812,-0.3205345,-0.320107,-0.315388,-0.306567,-0.2938344,-0.2773796,-0.25739233,-0.2340623,-0.2075791,-0.178133,-0.145912,-0.111108,-0.07391,-0.034507,0.0069113,0.0501543,0.0950329,0.1413572,0.188937,0.237584,0.287108,0.3373178,0.3880253,0.43904,0.490173,0.5412342,0.592034,0.6423818,0.692089,0.740965,0.788822,0.835468,0.880714,0.92437,0.966248,1.0061565,1.0439205,1.0795186,1.113025,1.144515,1.1740655,1.201751,1.2276477,1.251831,1.274377,1.2953611,1.3148591,1.332947,1.349699,1.365193,1.3795,1.392706,1.4048771,1.416092,1.426426,1.435955,1.444754,1.452901,1.4604691,1.467536,1.474175,1.480465,1.486479,1.492294,1.497985,1.503628,1.509299,1.515073,1.521027,1.527235,1.533774,1.54072,1.54815,1.55613,1.56475,1.57407,1.58413,1.59488,1.60625,1.61819,1.63065,1.643558,1.656868,1.6705207,1.684458,1.698624,1.71296,1.727411,1.74192
18,Pgls,49.36,4.9118e-10,1.3842e-05,-0.442202,-0.4426556,-0.4429701,-0.443006,-0.442625,-0.441686,-0.4400519,-0.4375824,-0.434138,-0.429581,-0.423771,-0.4166106,-0.4081288,-0.398377,-0.387405,-0.375265,-0.3620091,-0.3476872,-0.33235101,-0.3160517,-0.2988404,-0.280769,-0.261887,-0.242248,-0.221901,-0.200899,-0.179292,-0.1571319,-0.1344697,-0.1113567,-0.087844,-0.063983,-0.039825,-0.0154206,0.0091783,0.033921,0.058755,0.0836309,0.108496,0.1333004,0.157992,0.182519,0.206832,0.230878,0.254606,0.277966,0.300906,0.3233743,0.3453258,0.3667751,0.387774,0.408376,0.4286335,0.4485989,0.4683252,0.487865,0.507271,0.5265967,0.5458939,0.565216,0.584615,0.604144,0.62386,0.643803,0.6640382,0.684615,0.705585,0.727002,0.748917,0.771385,0.7944574,0.818187,0.842627,0.86783,0.893848,0.920735,0.948542,0.977324,1.007132,1.038019,1.070038,1.103242,1.137684,1.17342,1.21049,1.24896,1.28888,1.3303,1.37321,1.4175,1.46306,1.50977,1.55753,1.606201,1.655682,1.7058549,1.756604,1.807815,1.85937,1.911159,1.96306
19,Tuba1b,64.709,2.9634e-13,8.353e-09,-0.446233,-0.4976858,-0.5484061,-0.597661,-0.644718,-0.688845,-0.7293079,-0.7653752,-0.796314,-0.821392,-0.839875,-0.8512708,-0.8557878,-0.853767,-0.84555,-0.831477,-0.811889,-0.7871264,-0.75753026,-0.7234412,-0.6852001,-0.643148,-0.597625,-0.548972,-0.497531,-0.443641,-0.3876434,-0.3298794,-0.2706896,-0.2104146,-0.149395,-0.087972,-0.026487,0.034721,0.09531,0.154939,0.213269,0.2699568,0.324663,0.3770469,0.426767,0.473484,0.516855,0.55654,0.5922,0.623492,0.650076,0.6716108,0.6877921,0.6987072,0.704687,0.706065,0.7031775,0.6963576,0.6859401,0.67226,0.65565,0.6364469,0.6149839,0.591596,0.566617,0.540381,0.51322,0.48548,0.4574824,0.429567,0.402067,0.375318,0.349654,0.325409,0.3029186,0.282516,0.264537,0.249315,0.237185,0.228481,0.223538,0.22269,0.226272,0.234618,0.248062,0.26694,0.291585,0.32233,0.35952,0.40347,0.45453,0.51303,0.57895,0.65178,0.73093,0.81584,0.90592,1.000598,1.099306,1.2014636,1.306497,1.413831,1.52289,1.6331,1.74388
20,2810417H13Rik,122.611,1.4785e-25,4.1688e-21,-0.422865,-0.4175557,-0.4122467,-0.406938,-0.401628,-0.396319,-0.391009,-0.385699,-0.380389,-0.375078,-0.369767,-0.3644434,-0.3590628,-0.353573,-0.347922,-0.342059,-0.3359318,-0.3294883,-0.32267706,-0.3154463,-0.3077443,-0.299519,-0.29072,-0.281294,-0.27119,-0.260356,-0.2487401,-0.2362913,-0.2229574,-0.2086867,-0.193428,-0.177128,-0.159737,-0.1412019,-0.1214715,-0.100494,-0.078218,-0.0545908,-0.029562,-0.0030783,0.024911,0.054457,0.085613,0.11843,0.152959,0.189253,0.227363,0.2673402,0.3092282,0.3529676,0.398436,0.445512,0.4940707,0.5439906,0.5951485,0.647421,0.700687,0.7548213,0.8097025,0.865207,0.921213,0.977597,1.03424,1.091007,1.1477872,1.204454,1.260885,1.316957,1.372546,1.427531,1.4817878,1.535194,1.587627,1.638964,1.689081,1.737857,1.785167,1.83089,1.874902,1.917081,1.957303,1.995447,2.031388,2.065,2.09617,2.12477,2.15068,2.17377,2.19405,2.21172,2.22699,2.24009,2.25124,2.260642,2.268524,2.2751003,2.280589,2.285208,2.28917,2.292705,2.29602
21,Atp1b3,35.409,3.8277e-07,0.010782,-1.059663,-0.9595121,-0.8597899,-0.760926,-0.663348,-0.567486,-0.4737677,-0.3826232,-0.294481,-0.209769,-0.128918,-0.0522384,0.0203043,0.088809,0.153375,0.214102,0.2710878,0.3244322,0.37423409,0.4205926,0.4636068,0.503376,0.539999,0.573574,0.604202,0.631981,0.6570094,0.6793873,0.6992135,0.7165871,0.731607,0.744372,0.754982,0.7635359,0.7701321,0.77487,0.777849,0.7791676,0.778925,0.7772209,0.774154,0.769823,0.764327,0.757765,0.750237,0.741842,0.732678,0.7228441,0.7124403,0.7015657,0.69032,0.678803,0.6671144,0.655354,0.6436214,0.632016,0.620639,0.6095882,0.5989645,0.588867,0.579396,0.570652,0.56273,0.555739,0.5497703,0.544927,0.541308,0.539014,0.538144,0.538797,0.5410747,0.545075,0.550899,0.558646,0.568415,0.580307,0.59442,0.610856,0.629713,0.651091,0.67509,0.70181,0.73135,0.76381,0.79929,0.83789,0.87971,0.92485,0.97327,1.02474,1.07901,1.13581,1.1949,1.25603,1.318934,1.3833627,1.449062,1.515777,1.58325,1.65124,1.71948
22,Eaf2,51.208,2.0194e-10,5.6909e-06,-0.44896,-0.4485187,-0.448002,-0.447334,-0.446441,-0.445245,-0.4436731,-0.4416484,-0.439096,-0.43594,-0.432106,-0.4275407,-0.4222597,-0.416291,-0.409663,-0.402404,-0.3945414,-0.3861034,-0.37711818,-0.3676138,-0.3576182,-0.34716,-0.336266,-0.324965,-0.313286,-0.301255,-0.2889021,-0.2762541,-0.2633395,-0.2501862,-0.236822,-0.223276,-0.209575,-0.1957478,-0.1818221,-0.167826,-0.153788,-0.1397356,-0.125697,-0.1117004,-0.097774,-0.083945,-0.070243,-0.056694,-0.043328,-0.030172,-0.017254,-0.0046031,0.0077601,0.0198831,0.031857,0.043773,0.0557234,0.0677995,0.0800929,0.092695,0.105698,0.1191939,0.1332733,0.148028,0.163551,0.179932,0.19726,0.215637,0.2351452,0.255879,0.277929,0.301388,0.326348,0.352899,0.3811349,0.411146,0.443024,0.47686,0.512747,0.550776,0.591038,0.633626,0.67863,0.726143,0.776257,0.829062,0.88465,0.94311,1.00454,1.06903,1.13667,1.20755,1.28164,1.35869,1.43848,1.52074,1.60523,1.691711,1.779923,1.8696223,1.960561,2.05249,2.14516,2.238333,2.33175
23,Impdh1,57.385,1.0272e-11,2.8953e-07,-0.250345,-0.2427163,-0.2350923,-0.227477,-0.219875,-0.212291,-0.2047287,-0.1971929,-0.189688,-0.182218,-0.174788,-0.1674001,-0.160049,-0.152729,-0.145434,-0.138158,-0.1308953,-0.1236397,-0.11638516,-0.1091258,-0.1018557,-0.094569,-0.087259,-0.07992,-0.072547,-0.065133,-0.0576721,-0.0501585,-0.0425862,-0.0349492,-0.027242,-0.019457,-0.01159,-0.0036345,0.0044158,0.012567,0.020824,0.0291943,0.037683,0.0462962,0.05504,0.06392,0.072943,0.082114,0.09144,0.100927,0.110579,0.1204046,0.1304122,0.1406558,0.151216,0.162173,0.1736087,0.1856035,0.1982385,0.211594,0.225752,0.2407933,0.2567979,0.273847,0.292022,0.311404,0.33207,0.354111,0.3775977,0.402615,0.429243,0.457564,0.487657,0.519605,0.553487,0.589385,0.62738,0.667553,0.709984,0.754754,0.801945,0.851638,0.903912,0.95885,1.016532,1.077039,1.140452,1.20685,1.27632,1.34893,1.42478,1.50394,1.58635,1.6718,1.76003,1.85078,1.94381,2.038852,2.135663,2.2339895,2.333578,2.434177,2.53553,2.637394,2.73951
24,Me3,64.078,4.0243e-13,1.1343e-08,-0.558351,-0.5354602,-0.5125888,-0.489757,-0.466984,-0.44429,-0.4216955,-0.3992189,-0.376881,-0.3547,-0.332698,-0.3108924,-0.289305,-0.267956,-0.246864,-0.226052,-0.2055376,-0.1853425,-0.16548664,-0.1459902,-0.1268734,-0.108157,-0.08986,-0.072004,-0.054608,-0.037693,-0.02128,-0.0053878,0.0099626,0.0247513,0.038958,0.052562,0.065543,0.077882,0.0895575,0.10055,0.110838,0.1204031,0.129224,0.1372802,0.144552,0.151019,0.156661,0.161458,0.165389,0.168434,0.170573,0.1717862,0.172062,0.1714915,0.170229,0.16843,0.1662485,0.1638408,0.1613617,0.158966,0.15681,0.1550472,0.1538338,0.153325,0.153675,0.15504,0.15757,0.161434,0.1667741,0.173749,0.182514,0.193225,0.206036,0.221103,0.2385815,0.258626,0.281391,0.307033,0.335706,0.367566,0.402768,0.441467,0.483818,0.529976,0.580096,0.634335,0.692845,0.75578,0.82331,0.89557,0.97272,1.05492,1.14211,1.23395,1.33004,1.43,1.53343,1.639962,1.749197,1.8607522,1.97424,2.089275,2.20547,2.322437,2.43979
25,Top2a,65.426,2.0924e-13,5.8981e-09,-0.322384,-0.3716263,-0.4200448,-0.466816,-0.511115,-0.55212,-0.5890054,-0.6209483,-0.647125,-0.666711,-0.678884,-0.6830904,-0.6795857,-0.668773,-0.651056,-0.626838,-0.5965224,-0.5605129,-0.51921284,-0.4730258,-0.4223551,-0.367604,-0.309177,-0.247477,-0.182906,-0.11587,-0.0467712,0.0239869,0.0960008,0.168867,0.242182,0.315542,0.388544,0.4607845,0.5318597,0.601366,0.668901,0.7340595,0.796439,0.8556366,0.911248,0.96287,1.010098,1.052531,1.089763,1.121392,1.147014,1.1662253,1.1786673,1.1844673,1.184055,1.177863,1.1663257,1.1498772,1.128951,1.103981,1.0754,1.0436432,1.0091435,0.972335,0.933651,0.893525,0.85239,0.810685,0.7688374,0.727283,0.686457,0.646791,0.60872,0.572678,0.5390975,0.508413,0.481059,0.457468,0.438074,0.423312,0.413614,0.409415,0.411147,0.419246,0.434145,0.456277,0.486077,0.52398,0.57041,0.62582,0.69062,0.76526,0.84971,0.94328,1.04521,1.15474,1.27111,1.393563,1.521332,1.6536598,1.789787,1.928955,2.0704,2.213368,2.35709
26,Lef1,41.679,1.944e-08,0.00054771,-0.036317,-0.0484692,-0.0603631,-0.071739,-0.082339,-0.091904,-0.1001743,-0.106892,-0.111798,-0.114633,-0.11514,-0.1131468,-0.1087483,-0.102087,-0.093304,-0.082544,-0.069947,-0.0556569,-0.03981557,-0.0225655,-0.0040492,0.015591,0.036213,0.057674,0.079832,0.102544,0.1256674,0.1490609,0.1725815,0.1960867,0.219434,0.242482,0.265087,0.2871071,0.3084,0.328823,0.348234,0.366491,0.383451,0.3989712,0.41291,0.425125,0.435473,0.443812,0.45,0.453895,0.455353,0.4542326,0.4504155,0.4440477,0.435439,0.424903,0.4127506,0.3992954,0.3848495,0.369726,0.354236,0.3386935,0.3234103,0.308699,0.294872,0.282242,0.27112,0.261824,0.2546596,0.249943,0.247985,0.249099,0.253598,0.261794,0.2739997,0.290527,0.311689,0.337798,0.369166,0.406107,0.448932,0.497954,0.553486,0.615839,0.685327,0.762263,0.846958,0.93972,1.04088,1.15072,1.26958,1.39776,1.53518,1.68118,1.83505,1.99607,2.16353,2.336716,2.514905,2.6973847,2.883441,3.072358,3.26342,3.455914,3.64912
27,Cd19,74.682,2.3261e-15,6.5579e-11,-0.368984,-0.3311398,-0.2936029,-0.25668,-0.22068,-0.185908,-0.1526722,-0.1212798,-0.092038,-0.065254,-0.041235,-0.0201796,-0.0019637,0.013596,0.026684,0.037483,0.0461774,0.0529499,0.05798464,0.0614651,0.0635749,0.064498,0.064417,0.063517,0.06198,0.059991,0.0577326,0.055389,0.0531437,0.0511801,0.049682,0.048833,0.048817,0.0498166,0.0520165,0.0556,0.06075,0.0676513,0.076487,0.0874401,0.100695,0.116435,0.134844,0.156105,0.180402,0.207919,0.238839,0.2733455,0.311604,0.3535736,0.399086,0.447973,0.5000627,0.5551865,0.6131744,0.673857,0.737063,0.8026244,0.8703705,0.940132,1.011738,1.08502,1.15981,1.235931,1.3132205,1.391506,1.470618,1.550387,1.630643,1.711216,1.7919359,1.872633,1.953139,2.033282,2.112893,2.191802,2.26984,2.346837,2.422622,2.497027,2.569881,2.641014,2.710257,2.77744,2.84239,2.90495,2.96493,3.02218,3.07666,3.12857,3.17813,3.22555,3.27104,3.314814,3.357093,3.3980868,3.43801,3.477077,3.5155,3.553498,3.59128
28,Pou2af1,107.507,2.4744e-22,6.9769e-18,0.111936,0.0790653,0.0467184,0.015418,-0.014311,-0.041948,-0.0669666,-0.0888451,-0.10706,-0.121087,-0.130403,-0.1346501,-0.1339551,-0.128537,-0.118613,-0.104403,-0.0861246,-0.0639958,-0.03823515,-0.0090609,0.0233087,0.058655,0.096761,0.137406,0.180374,0.225446,0.2724033,0.3210279,0.3711014,0.4224056,0.474722,0.527833,0.581519,0.6355632,0.6897464,0.743851,0.797657,0.8509483,0.903505,0.9551103,1.005545,1.05459,1.102028,1.147641,1.191211,1.232518,1.271345,1.3074731,1.3407073,1.3711033,1.398872,1.424228,1.4473842,1.4685545,1.4879525,1.505792,1.522287,1.5376502,1.5520962,1.565838,1.579091,1.592066,1.60498,1.618043,1.6314716,1.645478,1.660277,1.676082,1.693106,1.711563,1.7316664,1.75363,1.777669,1.803995,1.832822,1.864365,1.898836,1.93645,1.977421,2.021961,2.070284,2.122605,2.179137,2.24009,2.30569,2.37614,2.45165,2.53244,2.61848,2.70941,2.80482,2.90429,3.00743,3.113823,3.223063,3.3347455,3.448462,3.563806,3.68037,3.79775,3.91554
29,Vpreb3,255.951,3.4001e-54,9.5891e-50,-0.046435,-0.0680323,-0.0891559,-0.109333,-0.12809,-0.144955,-0.159453,-0.1711116,-0.179457,-0.184017,-0.184318,-0.1800244,-0.1712107,-0.158027,-0.140624,-0.11915,-0.0937572,-0.0645945,-0.03181218,0.0044397,0.044011,0.086752,0.132512,0.181141,0.232489,0.286407,0.3427436,0.4013492,0.4620736,0.5247669,0.589279,0.65546,0.723159,0.792227,0.8625134,0.933868,1.006141,1.0791828,1.152842,1.2269702,1.301416,1.37603,1.450662,1.525161,1.599378,1.673164,1.746366,1.8188365,1.8904322,1.9610983,2.030834,2.099638,2.1675108,2.2344521,2.3004615,2.365539,2.429683,2.4928953,2.5551742,2.61652,2.676931,2.736409,2.79495,2.852562,2.9092357,2.964975,3.019778,3.073646,3.126578,3.178573,3.229632,3.279754,3.328939,3.377186,3.424495,3.470867,3.5163,3.560794,3.604349,3.646965,3.688642,3.729379,3.769175,3.80803,3.84595,3.88292,3.91895,3.95405,3.98822,4.02155,4.0541,4.08595,4.11716,4.1478,4.177949,4.207674,4.237046,4.266134,4.29501,4.323747,4.35241
30,Chchd10,143.081,6.1797e-30,1.7426e-25,-0.289741,-0.3057473,-0.3213164,-0.336011,-0.349393,-0.361026,-0.3704724,-0.3772948,-0.381056,-0.381318,-0.377645,-0.3697402,-0.3577327,-0.341828,-0.322231,-0.299149,-0.2727865,-0.2433498,-0.21104465,-0.1760768,-0.138652,-0.098976,-0.057255,-0.013694,0.031501,0.078123,0.1259683,0.1748297,0.2245017,0.2747787,0.325455,0.376324,0.427181,0.47782,0.5280348,0.57762,0.626369,0.6740774,0.720538,0.7655465,0.808896,0.850381,0.889796,0.926934,0.961591,0.993561,1.022637,1.0486134,1.0713112,1.0908351,1.107467,1.12149,1.1331901,1.1428505,1.1507556,1.15719,1.162437,1.1667827,1.1705098,1.173903,1.177247,1.180825,1.18492,1.189824,1.1958119,1.203172,1.212188,1.223145,1.236326,1.252016,1.2704996,1.29206,1.316983,1.345552,1.37805,1.414764,1.455976,1.501971,1.553034,1.609449,1.671499,1.73947,1.813645,1.89431,1.98175,2.07624,2.17808,2.28753,2.40457,2.52864,2.65917,2.79557,2.93724,3.083601,3.234071,3.3880601,3.544982,3.70425,3.86528,4.027478,4.19027
