,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group9_PT_1,Group9_PT_0.99,Group9_PT_0.98,Group9_PT_0.97,Group9_PT_0.96,Group9_PT_0.95,Group9_PT_0.94,Group9_PT_0.93,Group9_PT_0.92,Group9_PT_0.91,Group9_PT_0.9,Group9_PT_0.89,Group9_PT_0.88,Group9_PT_0.87,Group9_PT_0.86,Group9_PT_0.85,Group9_PT_0.84,Group9_PT_0.83,Group9_PT_0.82,Group9_PT_0.81,Group9_PT_0.8,Group9_PT_0.79,Group9_PT_0.78,Group9_PT_0.77,Group9_PT_0.76,Group9_PT_0.75,Group9_PT_0.74,Group9_PT_0.73,Group9_PT_0.72,Group9_PT_0.71,Group9_PT_0.7,Group9_PT_0.69,Group9_PT_0.68,Group9_PT_0.67,Group9_PT_0.66,Group9_PT_0.65,Group9_PT_0.64,Group9_PT_0.63,Group9_PT_0.62,Group9_PT_0.61,Group9_PT_0.6,Group9_PT_0.59,Group9_PT_0.58,Group9_PT_0.57,Group9_PT_0.56,Group9_PT_0.55,Group9_PT_0.54,Group9_PT_0.53,Group9_PT_0.52,Group9_PT_0.51,Group9_PT_0.5,Group9_PT_0.49,Group9_PT_0.48,Group9_PT_0.47,Group9_PT_0.46,Group9_PT_0.45,Group9_PT_0.44,Group9_PT_0.43,Group9_PT_0.42,Group9_PT_0.41,Group9_PT_0.4,Group9_PT_0.39,Group9_PT_0.38,Group9_PT_0.37,Group9_PT_0.36,Group9_PT_0.35,Group9_PT_0.34,Group9_PT_0.33,Group9_PT_0.32,Group9_PT_0.31,Group9_PT_0.3,Group9_PT_0.29,Group9_PT_0.28,Group9_PT_0.27,Group9_PT_0.26,Group9_PT_0.25,Group9_PT_0.24,Group9_PT_0.23,Group9_PT_0.22,Group9_PT_0.21,Group9_PT_0.2,Group9_PT_0.19,Group9_PT_0.18,Group9_PT_0.17,Group9_PT_0.16,Group9_PT_0.15,Group9_PT_0.14,Group9_PT_0.13,Group9_PT_0.12,Group9_PT_0.11,Group9_PT_0.1,Group9_PT_0.09,Group9_PT_0.08,Group9_PT_0.07,Group9_PT_0.06,Group9_PT_0.05,Group9_PT_0.04,Group9_PT_0.03,Group9_PT_0.02,Group9_PT_0.01,Group9_PT_0,Group6_PT_0,Group6_PT_0.01,Group6_PT_0.02,Group6_PT_0.03,Group6_PT_0.04,Group6_PT_0.05,Group6_PT_0.06,Group6_PT_0.07,Group6_PT_0.08,Group6_PT_0.09,Group6_PT_0.1,Group6_PT_0.11,Group6_PT_0.12,Group6_PT_0.13,Group6_PT_0.14,Group6_PT_0.15,Group6_PT_0.16,Group6_PT_0.17,Group6_PT_0.18,Group6_PT_0.19,Group6_PT_0.2,Group6_PT_0.21,Group6_PT_0.22,Group6_PT_0.23,Group6_PT_0.24,Group6_PT_0.25,Group6_PT_0.26,Group6_PT_0.27,Group6_PT_0.28,Group6_PT_0.29,Group6_PT_0.3,Group6_PT_0.31,Group6_PT_0.32,Group6_PT_0.33,Group6_PT_0.34,Group6_PT_0.35,Group6_PT_0.36,Group6_PT_0.37,Group6_PT_0.38,Group6_PT_0.39,Group6_PT_0.4,Group6_PT_0.41,Group6_PT_0.42,Group6_PT_0.43,Group6_PT_0.44,Group6_PT_0.45,Group6_PT_0.46,Group6_PT_0.47,Group6_PT_0.48,Group6_PT_0.49,Group6_PT_0.5,Group6_PT_0.51,Group6_PT_0.52,Group6_PT_0.53,Group6_PT_0.54,Group6_PT_0.55,Group6_PT_0.56,Group6_PT_0.57,Group6_PT_0.58,Group6_PT_0.59,Group6_PT_0.6,Group6_PT_0.61,Group6_PT_0.62,Group6_PT_0.63,Group6_PT_0.64,Group6_PT_0.65,Group6_PT_0.66,Group6_PT_0.67,Group6_PT_0.68,Group6_PT_0.69,Group6_PT_0.7,Group6_PT_0.71,Group6_PT_0.72,Group6_PT_0.73,Group6_PT_0.74,Group6_PT_0.75,Group6_PT_0.76,Group6_PT_0.77,Group6_PT_0.78,Group6_PT_0.79,Group6_PT_0.8,Group6_PT_0.81,Group6_PT_0.82,Group6_PT_0.83,Group6_PT_0.84,Group6_PT_0.85,Group6_PT_0.86,Group6_PT_0.87,Group6_PT_0.88,Group6_PT_0.89,Group6_PT_0.9,Group6_PT_0.91,Group6_PT_0.92,Group6_PT_0.93,Group6_PT_0.94,Group6_PT_0.95,Group6_PT_0.96,Group6_PT_0.97,Group6_PT_0.98,Group6_PT_0.99,Group6_PT_1
0,ANKRD28,0,0,30.228,4.398e-06,0.031287,0.0781542,0.0751475,0.07214344,0.0691446,0.0661536,0.06317306,0.060206,0.0572538,0.0543203,0.05140766,0.04851857,0.04565562,0.0428214,0.0400185,0.0372497,0.03451736,0.0318242,0.029173,0.0265661,0.0240062,0.021496,0.019038,0.0166351,0.0142895,0.012004,0.0097813,0.00762384,0.0055344,0.00351542,0.0015697,-0.00030033,-0.00209193,-0.0038025,-0.0054295,-0.00697023,-0.00842212,-0.0097826,-0.0110489,-0.0122186,-0.013289,-0.0142663,-0.015195,-0.0161279,-0.0171201,-0.0182253,-0.0194974,-0.02099056,-0.0227587,-0.0248558,-0.027336,-0.0302532,-0.0336614,-0.0376146,-0.0421669,-0.04737223,-0.05328457,-0.0599244,-0.06722419,-0.075102,-0.0834758,-0.0922638,-0.1013841,-0.1107546,-0.1202936,-0.129919,-0.13954894,-0.1491015,-0.15849477,-0.16765,-0.1764757,-0.18489948,-0.19284,-0.2002042,-0.2069212,-0.2129055,-0.21807504,-0.2223485,-0.2256865,-0.22812114,-0.22969179,-0.23043769,-0.23039812,-0.22961,-0.22811968,-0.22595934,-0.2231706,-0.2197928,-0.21587,-0.211427,-0.2065175,-0.20117604,-0.19544183,-0.1893541,-0.1829523,-0.1762755,-0.1693631,-0.1622543,-0.1549884,-0.1476,-0.14014247,-0.13264095,-0.13264095,-0.12275742,-0.11292018,-0.1031755,-0.09356961,-0.08414884,-0.07495945,-0.06604771,-0.0574599,-0.0492423,-0.04144117,-0.0341028,-0.02727346,-0.0209994,-0.01532697,-0.0103024,-0.0059719,-0.0023818,0.00042152,0.00239194,0.0034831,0.0036488,0.0028427,0.0010185,-0.00187,-0.00586178,-0.01092058,-0.01696627,-0.0239181,-0.0316954,-0.04021748,-0.0494036,-0.059173,-0.069445,-0.08013885,-0.0911739,-0.10246946,-0.1139447,-0.1255191,-0.1371117,-0.148642,-0.16003,-0.17119255,-0.18205139,-0.192525,-0.20253265,-0.21200475,-0.22093994,-0.22936274,-0.2372978,-0.24476955,-0.2518027,-0.25842187,-0.26465156,-0.27051639,-0.2760409,-0.28124978,-0.28616752,-0.2908187,-0.295228,-0.29941995,-0.3034191,-0.30724651,-0.3109096,-0.3144128,-0.3177604,-0.3209566,-0.32400591,-0.3269125,-0.32968083,-0.33231511,-0.3348197,-0.33719893,-0.3394571,-0.3415986,-0.3436277,-0.34554868,-0.3473659,-0.3490838,-0.35071,-0.3522384,-0.35368392,-0.3550473,-0.35633281,-0.3575449,-0.3586877,-0.35976579,-0.3607833,-0.3617446,-0.36265408,-0.363516,-0.3643346,-0.3651144,-0.3658596,-0.3665745,-0.3672635,-0.36793086,-0.36858093,-0.369218,-0.36985,-0.37047064
1,CAPG,0,0,34.263,6.5803e-07,0.0047174,0.2982105,0.2968974,0.29556347,0.2941881,0.2927504,0.29122963,0.289605,0.287856,0.2859615,0.28390101,0.28165363,0.27919865,0.2765153,0.2735828,0.2703804,0.26688737,0.2630829,0.2589463,0.2544567,0.2495934,0.2443357,0.23866,0.2325538,0.2259881,0.2189449,0.2114035,0.20334302,0.1947428,0.18558194,0.1758398,0.16549561,0.15452858,0.142918,0.130643,0.11768289,0.10401692,0.0896243,0.0744843,0.0585761,0.041879,0.0244032,0.0062901,-0.0122836,-0.0311416,-0.0501072,-0.069004,-0.08765544,-0.1058851,-0.1235164,-0.14037,-0.1562779,-0.1710551,-0.184528,-0.19652,-0.20685468,-0.21535559,-0.2219211,-0.22664653,-0.2296591,-0.2310861,-0.2310549,-0.2296927,-0.2271268,-0.2234845,-0.2188932,-0.21348007,-0.2073724,-0.20069758,-0.19358,-0.1861554,-0.17854268,-0.17087,-0.1632704,-0.15586536,-0.1487842,-0.14215416,-0.1361019,-0.1307003,-0.12593111,-0.12176665,-0.11817949,-0.11514212,-0.11263,-0.11060684,-0.10905394,-0.1079409,-0.1072402,-0.10692,-0.10696586,-0.1073373,-0.10801106,-0.10895976,-0.1101559,-0.1115719,-0.1131804,-0.1149538,-0.1168646,-0.1188854,-0.12099,-0.12314696,-0.12533271,-0.12533271,-0.12830921,-0.13127954,-0.1342375,-0.137177,-0.14009179,-0.14297573,-0.14582264,-0.1486264,-0.15138071,-0.15407952,-0.15671662,-0.15928584,-0.161781,-0.16419597,-0.1665245,-0.16876,-0.1708978,-0.17293015,-0.17485143,-0.1766555,-0.17834,-0.1798871,-0.1813024,-0.1825757,-0.18370196,-0.18468585,-0.18553804,-0.1862692,-0.1868901,-0.18741145,-0.1878439,-0.1881981,-0.1884849,-0.18871492,-0.1888989,-0.18904744,-0.1891714,-0.1892813,-0.1893881,-0.1895023,-0.18963,-0.18979581,-0.1899966,-0.19024765,-0.19055969,-0.19094147,-0.19138985,-0.19189714,-0.1924557,-0.19305775,-0.1936957,-0.19436185,-0.1950485,-0.19574797,-0.1964526,-0.19715467,-0.19784652,-0.1985205,-0.1991688,-0.19978391,-0.200358,-0.20088512,-0.201365,-0.2017989,-0.2021881,-0.2025337,-0.20283719,-0.2030996,-0.20332233,-0.2035065,-0.2036534,-0.20376427,-0.2038404,-0.2038829,-0.2038931,-0.20387232,-0.2038217,-0.2037425,-0.20364,-0.2035033,-0.20334579,-0.2031647,-0.20296124,-0.2027367,-0.2024922,-0.20222911,-0.2019486,-0.201652,-0.20134045,-0.2010152,-0.2006776,-0.2003288,-0.19997,-0.1996026,-0.1992277,-0.19884654,-0.19846045,-0.1980706,-0.19768,-0.19728479
2,GMFG,0,0,37.62,1.342e-07,0.00096715,0.0866422,0.0848539,0.08305194,0.0812228,0.079353,0.07742874,0.075437,0.0733629,0.0711942,0.06891674,0.06651703,0.06398145,0.0612964,0.0584484,0.0554237,0.05220886,0.0487902,0.0451542,0.0412872,0.0371757,0.032806,0.028165,0.023238,0.0180124,0.0124744,0.0066103,0.00040657,-0.0061504,-0.01307418,-0.0203784,-0.02807654,-0.03618228,-0.0447092,-0.0536708,-0.06308082,-0.07295272,-0.0833001,-0.0941366,-0.1054758,-0.1173312,-0.129692,-0.14244,-0.1554419,-0.1685456,-0.1816115,-0.1944971,-0.20705949,-0.2191561,-0.2306441,-0.24138,-0.251224,-0.2600303,-0.2676574,-0.2739625,-0.27880295,-0.28203613,-0.2835797,-0.2835103,-0.2819301,-0.2789416,-0.2746471,-0.2691489,-0.2625494,-0.254951,-0.2464559,-0.23716657,-0.2271853,-0.21661453,-0.20556,-0.1941136,-0.18238825,-0.17048,-0.1584993,-0.1465405,-0.1347086,-0.12310585,-0.1118342,-0.1009543,-0.0904564,-0.08032392,-0.07054022,-0.06108872,-0.051953,-0.04311583,-0.03456123,-0.0262724,-0.0182327,-0.010425,-0.00283423,0.0045577,0.01176696,0.01881011,0.0257038,0.0324646,0.0391091,0.045654,0.0521158,0.0585112,0.064857,0.07116906,0.07746479,0.07746479,0.07141608,0.0653507,0.059252,0.05310334,0.04688803,0.04058942,0.03419085,0.0276757,0.02102722,0.01422883,0.00726384,0.0001156,-0.0072326,-0.01479728,-0.0225952,-0.030643,-0.0389575,-0.0475551,-0.05645259,-0.0656666,-0.075214,-0.0851109,-0.0953744,-0.1060211,-0.11706367,-0.12847365,-0.14019872,-0.1521862,-0.1643835,-0.17673781,-0.1891966,-0.2017072,-0.2142169,-0.22667311,-0.2390231,-0.25121424,-0.2631939,-0.2749093,-0.2863079,-0.2973371,-0.30794,-0.31807625,-0.32768096,-0.33670554,-0.34509733,-0.3528134,-0.35987052,-0.36630814,-0.3721657,-0.37748283,-0.3822989,-0.38665338,-0.39058583,-0.39413571,-0.3973425,-0.40024571,-0.40288481,-0.4052993,-0.4075287,-0.4096124,-0.41159,-0.41349422,-0.4153328,-0.4171073,-0.4188196,-0.4204715,-0.42206449,-0.4236005,-0.42508111,-0.42650816,-0.4278833,-0.42920839,-0.430485,-0.431715,-0.4329,-0.43404175,-0.435142,-0.4362025,-0.43723,-0.4382112,-0.43916279,-0.4400815,-0.44096916,-0.4418274,-0.442658,-0.44346259,-0.444243,-0.445001,-0.44573817,-0.4464564,-0.4471573,-0.4478426,-0.4485141,-0.4491735,-0.4498225,-0.45046292,-0.45109638,-0.4517247,-0.45235,-0.45297259
3,MYADM,0,0,31.811,2.0906e-06,0.014917,0.2360786,0.2276104,0.21914606,0.2106896,0.2022449,0.19381588,0.185406,0.1770206,0.1686623,0.16033526,0.15204357,0.14379111,0.1355818,0.1274196,0.1193084,0.11125209,0.1032547,0.09532,0.087452,0.0796547,0.0719319,0.064288,0.0567256,0.0492499,0.0418645,0.0345733,0.02738015,0.020289,0.01330379,0.0064284,-0.00033316,-0.00697705,-0.0134993,-0.019896,-0.02616327,-0.03229713,-0.0382937,-0.044149,-0.0498591,-0.0554201,-0.0608283,-0.06608,-0.0711719,-0.0761006,-0.0808627,-0.0854549,-0.08987378,-0.0941159,-0.0981778,-0.10206,-0.1057479,-0.1092491,-0.1125567,-0.1156672,-0.11857726,-0.12128347,-0.1237868,-0.12609979,-0.1282367,-0.1302119,-0.1320396,-0.1337344,-0.1353104,-0.1367819,-0.1381635,-0.13946926,-0.1407137,-0.141911,-0.14308,-0.1442218,-0.14536395,-0.14652,-0.1476934,-0.14890932,-0.1501785,-0.15151535,-0.152934,-0.1544425,-0.15603813,-0.15771706,-0.1594755,-0.16130969,-0.16322,-0.16519014,-0.16722883,-0.1693281,-0.1714842,-0.17369,-0.17595163,-0.1782554,-0.18060084,-0.18298414,-0.1854015,-0.1878492,-0.1903234,-0.1928203,-0.1953362,-0.1978672,-0.20041,-0.20295945,-0.20551317,-0.20551317,-0.20017924,-0.19484862,-0.1895246,-0.18421052,-0.17890965,-0.1736253,-0.16836078,-0.1631194,-0.15790447,-0.15271928,-0.14756714,-0.14245135,-0.1373752,-0.13234208,-0.1273552,-0.12242,-0.1175335,-0.11270526,-0.10793652,-0.1032306,-0.098591,-0.0940203,-0.0895226,-0.0851009,-0.08076081,-0.07653073,-0.07245259,-0.0685684,-0.0649203,-0.06155035,-0.0585005,-0.0558129,-0.0535295,-0.0516925,-0.0503439,-0.04952565,-0.0492799,-0.0496488,-0.0506742,-0.0523984,-0.054863,-0.0581108,-0.06218325,-0.06712258,-0.07297085,-0.07975568,-0.0874159,-0.09585665,-0.104983,-0.11470008,-0.1249129,-0.13552663,-0.14644628,-0.15757695,-0.1688237,-0.18009172,-0.19128597,-0.2023116,-0.2130736,-0.22347717,-0.2334273,-0.24284847,-0.2517375,-0.2601084,-0.2679753,-0.2753521,-0.28225275,-0.2886914,-0.29468187,-0.30023832,-0.3053747,-0.31010499,-0.3144432,-0.3184034,-0.3219995,-0.32524551,-0.3281555,-0.3307434,-0.33302,-0.3350091,-0.33671483,-0.3381545,-0.33934222,-0.3402918,-0.3410174,-0.34153298,-0.3418525,-0.34199,-0.34195943,-0.3417749,-0.3414503,-0.3409996,-0.340437,-0.3397763,-0.3390317,-0.33821697,-0.33734627,-0.3364336,-0.33549,-0.33453815
4,RAB3D,0,0,35.867,3.0814e-07,0.0022143,0.3548618,0.3446536,0.33445501,0.3242755,0.3141247,0.30401203,0.293947,0.2839396,0.2739989,0.26413463,0.25435633,0.24467356,0.2350959,0.2256328,0.2162939,0.20708875,0.1980269,0.1891179,0.1803712,0.1717965,0.1634033,0.1552,0.1471996,0.1394082,0.1318366,0.1244941,0.11739051,0.1105353,0.10393792,0.097608,0.0915552,0.08578892,0.0803188,0.0751543,0.07030505,0.06578059,0.0615905,0.0577442,0.0542514,0.0511216,0.0483615,0.045966,0.0439252,0.0422316,0.0408761,0.03985,0.03914462,0.0387512,0.0386611,0.038866,0.0393558,0.0401233,0.0411593,0.042455,0.04400182,0.04579095,0.0478046,0.05000096,0.0523343,0.054759,0.0572293,0.0596995,0.0621239,0.0644569,0.0666526,0.06866539,0.0704496,0.07195951,0.073149,0.0739736,0.07438636,0.074342,0.0737949,0.07269918,0.0710093,0.06867945,0.0656643,0.0619446,0.05754535,0.05249622,0.04682672,0.0405664,0.033745,0.02639142,0.01853586,0.0102076,0.0014363,-0.0077486,-0.01731762,-0.0272411,-0.0374895,-0.04803334,-0.058843,-0.0698891,-0.0811419,-0.092572,-0.1041498,-0.1158457,-0.12763,-0.13947397,-0.15134718,-0.15134718,-0.15157022,-0.15179562,-0.1520258,-0.15226303,-0.15250976,-0.15276834,-0.15304114,-0.1533305,-0.15363886,-0.15396852,-0.15432187,-0.15470129,-0.1551091,-0.15554778,-0.1560196,-0.15653,-0.1570722,-0.15765779,-0.15828598,-0.1589592,-0.15968,-0.1604502,-0.1612726,-0.1621496,-0.16308313,-0.16407174,-0.165112,-0.1662005,-0.1673336,-0.16850806,-0.1697203,-0.1709668,-0.1722441,-0.17354887,-0.1748775,-0.17622658,-0.1775926,-0.1789721,-0.1803617,-0.1817578,-0.18316,-0.18455581,-0.18595077,-0.18733841,-0.18871526,-0.19007806,-0.19142483,-0.1927541,-0.1940644,-0.19535419,-0.196622,-0.19786645,-0.19908595,-0.20027904,-0.2014442,-0.20258008,-0.20368507,-0.2047577,-0.2057966,-0.2068001,-0.2077669,-0.20869579,-0.2095875,-0.2104429,-0.2112631,-0.212049,-0.21280153,-0.2135218,-0.21421063,-0.21486912,-0.2154982,-0.21609891,-0.2166722,-0.2172189,-0.2177403,-0.21823708,-0.2187104,-0.2191612,-0.21959,-0.219999,-0.22038804,-0.2207585,-0.22111125,-0.2214474,-0.2217678,-0.22207358,-0.2223656,-0.2226449,-0.22291245,-0.2231692,-0.2234162,-0.2236543,-0.2238846,-0.2241081,-0.22432560000000001,-0.22453829,-0.22474704,-0.2249529,-0.22516,-0.22535957
5,SARAF,0,0,33.383,9.9704e-07,0.0071338,0.3081328,0.2988393,0.2895482,0.280262,0.2709831,0.26171401,0.252457,0.2432148,0.2339896,0.22478396,0.21560025,0.20644095,0.1973085,0.1882053,0.1791339,0.17009657,0.1610959,0.1521342,0.1432141,0.1343379,0.125508,0.11673,0.1079971,0.099321,0.090701,0.0821395,0.07363911,0.0652021,0.05683104,0.0485283,0.04029627,0.03213748,0.0240543,0.0160493,0.00812477,0.00028321,-0.0074729,-0.0151412,-0.0227192,-0.0302045,-0.0375865,-0.044821,-0.0518525,-0.0586285,-0.0650947,-0.071197,-0.07688165,-0.0820946,-0.0867818,-0.09089,-0.0943638,-0.0971505,-0.0991959,-0.100446,-0.10084682,-0.1003445,-0.0989189,-0.09663882,-0.0935874,-0.089848,-0.0855038,-0.080638,-0.0753338,-0.0696746,-0.0637434,-0.05762356,-0.0513983,-0.04515087,-0.038964,-0.0329223,-0.02710766,-0.021604,-0.0164938,-0.01186103,-0.0077887,-0.00435999,-0.0016577,0.0002755,0.0014652,0.00194374,0.00174343,0.00089662,-0.00056438,-0.00260725,-0.00519964,-0.0083093,-0.0119037,-0.015951,-0.02041808,-0.0252733,-0.03048404,-0.03601807,-0.041843,-0.0479266,-0.0542364,-0.0607402,-0.0674057,-0.0742004,-0.081092,-0.08804846,-0.09503714,-0.09503714,-0.09557824,-0.09612016,-0.0966637,-0.09720966,-0.09775888,-0.09831214,-0.09887028,-0.0994341,-0.10000438,-0.10058198,-0.10116768,-0.10176231,-0.1023667,-0.10298156,-0.1036078,-0.10425,-0.1048976,-0.10556279,-0.10624256,-0.1069377,-0.10765,-0.1083776,-0.1091238,-0.1098887,-0.11067415,-0.1114925,-0.11236242,-0.1133026,-0.1143318,-0.11546867,-0.116732,-0.1181403,-0.1197126,-0.1214673,-0.1234233,-0.12559922,-0.1280138,-0.1306858,-0.1336338,-0.1368766,-0.14043,-0.14432146,-0.14856089,-0.15316994,-0.15816732,-0.16356426,-0.16932599,-0.17540031,-0.181735,-0.18827772,-0.1949763,-0.20177853,-0.2086321,-0.21548478,-0.2222843,-0.22897853,-0.2355151,-0.2418418,-0.2479064,-0.25365666,-0.2590403,-0.26401627,-0.2685854,-0.2727584,-0.2765459,-0.2799587,-0.28300746,-0.2857029,-0.28805577,-0.29007671,-0.2917765,-0.29316572,-0.2942552,-0.2950556,-0.2955776,-0.29583196,-0.2958294,-0.2955805,-0.2951,-0.2943869,-0.29346351,-0.2923367,-0.29101721,-0.2895157,-0.2878429,-0.28600944,-0.2840261,-0.2819036,-0.27965263,-0.2772839,-0.2748081,-0.2722359,-0.269578,-0.2668453,-0.2640482,-0.26119769,-0.25830431,-0.2553788,-0.25243,-0.24947429
6,IER2,0,0,34.443,6.0448e-07,0.0043348,0.354478,0.3458492,0.33721955,0.3285881,0.319954,0.3113164,0.302674,0.294027,0.2853734,0.27671271,0.26804407,0.25936657,0.2506793,0.2419814,0.233272,0.22455025,0.2158152,0.2070659,0.1983016,0.1895213,0.1807242,0.17191,0.163076,0.1542231,0.1453498,0.1364552,0.1275385,0.1185988,0.10963511,0.1006466,0.09163249,0.08259175,0.0735236,0.064427,0.05530122,0.04614532,0.0369584,0.0277396,0.018488,0.0092028,-0.0001096,-0.0094108,-0.0186542,-0.0277931,-0.0367809,-0.0455709,-0.05411635,-0.0623707,-0.0702872,-0.077819,-0.0849202,-0.0915433,-0.097642,-0.1031695,-0.1080792,-0.11232447,-0.1158832,-0.11879794,-0.1211217,-0.1229074,-0.1242081,-0.1250768,-0.1255666,-0.1257304,-0.1256214,-0.12529234,-0.1247964,-0.12418662,-0.12352,-0.1228374,-0.12220398,-0.12167,-0.1212847,-0.12110481,-0.1211821,-0.1215697,-0.1223202,-0.1234622,-0.12498344,-0.12686729,-0.1290973,-0.13165699,-0.13453,-0.13769947,-0.1411493,-0.1448629,-0.1488237,-0.15302,-0.1574212,-0.1620249,-0.16680993,-0.1717598,-0.176858,-0.1820881,-0.1874336,-0.192878,-0.1984048,-0.2039975,-0.20964,-0.2153149,-0.22100655,-0.22100655,-0.21666191,-0.21233127,-0.2080286,-0.20376797,-0.1995633,-0.19542862,-0.19137791,-0.1874252,-0.18358444,-0.17986966,-0.17629484,-0.172874,-0.1696211,-0.16655018,-0.1636752,-0.16101,-0.1585691,-0.15636599,-0.1544148,-0.1527296,-0.15132,-0.1502129,-0.1494094,-0.1489279,-0.14878043,-0.14896002,-0.1494485,-0.1502276,-0.1512789,-0.15258421,-0.1541252,-0.1558835,-0.1578408,-0.15997887,-0.1622793,-0.16472392,-0.1672943,-0.1699722,-0.1727392,-0.1755771,-0.17847,-0.18139225,-0.18433289,-0.18727115,-0.19018873,-0.19306895,-0.19590517,-0.19869457,-0.2014343,-0.20412164,-0.2067537,-0.2093276,-0.21184062,-0.2142899,-0.2166726,-0.218986,-0.22122717,-0.2233933,-0.2254817,-0.22748938,-0.2294136,-0.23125245,-0.2330073,-0.2346804,-0.236274,-0.2377902,-0.23923131,-0.2405995,-0.24189694,-0.2431259,-0.2442886,-0.24538715,-0.2464239,-0.2474009,-0.2483205,-0.24918487,-0.2499962,-0.2507567,-0.25147,-0.252134,-0.25275533,-0.2533346,-0.25387416,-0.2543761,-0.2548427,-0.25527618,-0.2556787,-0.2560525,-0.25639978,-0.2567227,-0.2570236,-0.2573046,-0.2575679,-0.2578158,-0.2580503,-0.25827388,-0.25848857,-0.2586966,-0.2589,-0.25910173
7,ANXA2,0,0,39.328,5.9595e-08,0.00043058,0.4073423,0.3979797,0.38862301,0.3792782,0.3699512,0.36064792,0.351374,0.3421363,0.3329399,0.32379095,0.31469541,0.30565922,0.2966883,0.2877886,0.2789661,0.27022667,0.2615763,0.2530208,0.2445663,0.2362185,0.2279836,0.21987,0.2118757,0.2040147,0.1962902,0.1887081,0.18127435,0.1739949,0.16687579,0.1599228,0.15314196,0.14653916,0.1401203,0.1338915,0.12785842,0.12202718,0.1164037,0.1109938,0.1058036,0.1008388,0.0961026,0.091585,0.0872739,0.0831555,0.0792171,0.0754458,0.07182851,0.0683524,0.0650044,0.061772,0.0586411,0.0555999,0.052635,0.0497335,0.04688238,0.0440687,0.0412804,0.03850753,0.0357407,0.0329704,0.0301872,0.0273816,0.0245442,0.0216653,0.0187356,0.0157456,0.0126858,0.00954673,0.0063189,0.0029929,-0.00044086,-0.0039918,-0.0076693,-0.01148303,-0.0154423,-0.01955672,-0.0238356,-0.0282827,-0.03289179,-0.03765596,-0.04256813,-0.04762124,-0.052808,-0.0581221,-0.06355576,-0.0691022,-0.0747543,-0.080505,-0.08634747,-0.0922744,-0.09827891,-0.10435386,-0.1104922,-0.116687,-0.1229311,-0.1292174,-0.1355391,-0.1418888,-0.14826,-0.15464481,-0.16103689,-0.16103689,-0.16027735,-0.15952014,-0.1587676,-0.15802196,-0.15728564,-0.15656092,-0.15585014,-0.1551556,-0.15447965,-0.15382459,-0.15319274,-0.15258643,-0.152008,-0.15145971,-0.1509439,-0.15046,-0.1500192,-0.14961487,-0.14925233,-0.1489339,-0.14866,-0.1484387,-0.1482665,-0.1481477,-0.14808478,-0.14808125,-0.14814135,-0.1482693,-0.1484695,-0.14874598,-0.1491031,-0.1495451,-0.1500763,-0.15070077,-0.1514229,-0.15224687,-0.153177,-0.1542174,-0.1553725,-0.1566464,-0.15804,-0.15956776,-0.1612237,-0.16301549,-0.16494736,-0.16702118,-0.16922413,-0.17153786,-0.173944,-0.17642409,-0.1789598,-0.18153282,-0.18412466,-0.18671698,-0.1892914,-0.19182953,-0.19431299,-0.1967234,-0.1990424,-0.20125154,-0.2033325,-0.20527082,-0.2070667,-0.208724,-0.2102464,-0.2116377,-0.21290159,-0.2140418,-0.21506214,-0.21596632,-0.2167581,-0.2174412,-0.2180194,-0.2184964,-0.2188761,-0.219162,-0.219358,-0.2194679,-0.2195,-0.219444,-0.2193178,-0.2191204,-0.21885556,-0.218527,-0.2181385,-0.21769384,-0.2171967,-0.2166508,-0.21606002,-0.215428,-0.2147585,-0.2140553,-0.2133221,-0.2125626,-0.2117807,-0.21098009,-0.21016446,-0.2093376,-0.2085,-0.20766512
