,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group11_PT_0,Group11_PT_0.01,Group11_PT_0.02,Group11_PT_0.03,Group11_PT_0.04,Group11_PT_0.05,Group11_PT_0.06,Group11_PT_0.07,Group11_PT_0.08,Group11_PT_0.09,Group11_PT_0.1,Group11_PT_0.11,Group11_PT_0.12,Group11_PT_0.13,Group11_PT_0.14,Group11_PT_0.15,Group11_PT_0.16,Group11_PT_0.17,Group11_PT_0.18,Group11_PT_0.19,Group11_PT_0.2,Group11_PT_0.21,Group11_PT_0.22,Group11_PT_0.23,Group11_PT_0.24,Group11_PT_0.25,Group11_PT_0.26,Group11_PT_0.27,Group11_PT_0.28,Group11_PT_0.29,Group11_PT_0.3,Group11_PT_0.31,Group11_PT_0.32,Group11_PT_0.33,Group11_PT_0.34,Group11_PT_0.35,Group11_PT_0.36,Group11_PT_0.37,Group11_PT_0.38,Group11_PT_0.39,Group11_PT_0.4,Group11_PT_0.41,Group11_PT_0.42,Group11_PT_0.43,Group11_PT_0.44,Group11_PT_0.45,Group11_PT_0.46,Group11_PT_0.47,Group11_PT_0.48,Group11_PT_0.49,Group11_PT_0.5,Group11_PT_0.51,Group11_PT_0.52,Group11_PT_0.53,Group11_PT_0.54,Group11_PT_0.55,Group11_PT_0.56,Group11_PT_0.57,Group11_PT_0.58,Group11_PT_0.59,Group11_PT_0.6,Group11_PT_0.61,Group11_PT_0.62,Group11_PT_0.63,Group11_PT_0.64,Group11_PT_0.65,Group11_PT_0.66,Group11_PT_0.67,Group11_PT_0.68,Group11_PT_0.69,Group11_PT_0.7,Group11_PT_0.71,Group11_PT_0.72,Group11_PT_0.73,Group11_PT_0.74,Group11_PT_0.75,Group11_PT_0.76,Group11_PT_0.77,Group11_PT_0.78,Group11_PT_0.79,Group11_PT_0.8,Group11_PT_0.81,Group11_PT_0.82,Group11_PT_0.83,Group11_PT_0.84,Group11_PT_0.85,Group11_PT_0.86,Group11_PT_0.87,Group11_PT_0.88,Group11_PT_0.89,Group11_PT_0.9,Group11_PT_0.91,Group11_PT_0.92,Group11_PT_0.93,Group11_PT_0.94,Group11_PT_0.95,Group11_PT_0.96,Group11_PT_0.97,Group11_PT_0.98,Group11_PT_0.99,Group11_PT_1
0,SPINK2,0,0,44.945,4.0814e-09,2.7659e-05,1.320431,1.30689,1.2933395,1.279769,1.26617,1.252531,1.238844,1.225098,1.211284,1.197392,1.183412,1.169335,1.155151,1.140849,1.126421,1.111856,1.0971455,1.0822786,1.067246,1.052038,1.036644,1.021056,1.005263,0.989255,0.973024,0.956558,0.939848,0.922885,0.905659,0.88816,0.870378,0.852303,0.833927,0.8152382,0.7962279,0.776886,0.757203,0.73716909,0.716774,0.696009,0.674864,0.653328,0.631393,0.609049,0.586285,0.56309,0.53946,0.51538,0.49084,0.465837,0.440353,0.414382,0.387913,0.360938,0.333445,0.305427,0.276872,0.24777,0.21811,0.18789,0.1571,0.12571,0.093737,0.061156,0.027981,-0.0056033,-0.039327,-0.072919,-0.10611,-0.13863,-0.1702,-0.20056,-0.22943,-0.25655,-0.28165,-0.30444,-0.32467,-0.34206,-0.35633,-0.36723,-0.37448,-0.37821,-0.37918,-0.37826,-0.37628,-0.37411,-0.37259,-0.37229,-0.37319,-0.37521,-0.37825,-0.38223,-0.38703,-0.39258,-0.39878,-0.40553,-0.41275,-0.42035,-0.42822,-0.43627,-0.44442
1,HMGB1,0,0,36.963,1.8331e-07,0.0012419,-0.14557,-0.137516,-0.1294491,-0.121358,-0.11323,-0.105054,-0.096817,-0.088506,-0.08011,-0.071616,-0.063012,-0.054287,-0.045427,-0.036421,-0.027256,-0.01792,-0.0084012,0.0013129,0.011234,0.021376,0.031749,0.042366,0.053239,0.064381,0.075804,0.08752,0.09954,0.111878,0.124545,0.137555,0.150918,0.164647,0.178754,0.1932521,0.2081528,0.223468,0.239211,0.25539327,0.272027,0.289124,0.306698,0.324759,0.343321,0.362395,0.381994,0.40213,0.42282,0.44406,0.46588,0.488288,0.511292,0.534907,0.559143,0.584014,0.609532,0.635709,0.662557,0.69009,0.71832,0.74725,0.77691,0.80729,0.838425,0.870313,0.90295,0.9361547,0.969663,1.00321,1.03653,1.06935,1.10142,1.13246,1.16221,1.1904,1.21677,1.24105,1.26298,1.28229,1.29872,1.31199,1.32185,1.32812,1.3308,1.3299,1.32543,1.31741,1.30583,1.29079,1.27252,1.25125,1.22725,1.20076,1.17202,1.1413,1.10883,1.07487,1.03966,1.00345,0.9665,0.92905,0.89136
2,UHRF1,0,0,48.038,9.2652e-10,6.2809e-06,-0.411181,-0.363459,-0.3157554,-0.268089,-0.220477,-0.172938,-0.125491,-0.078153,-0.030944,0.016118,0.063016,0.109731,0.156245,0.202539,0.248595,0.294394,0.3399193,0.3851514,0.430072,0.474664,0.518907,0.562785,0.606278,0.649368,0.692037,0.734267,0.776039,0.817336,0.858138,0.898427,0.938186,0.977395,1.016037,1.0540929,1.0915449,1.128374,1.164563,1.20009311,1.234946,1.269102,1.302545,1.335256,1.367216,1.398407,1.428811,1.45841,1.48718,1.51512,1.54219,1.568384,1.59368,1.618061,1.641509,1.664005,1.68553,1.706068,1.725598,1.7441,1.76156,1.77796,1.79328,1.80751,1.82061,1.83258,1.843409,1.853197,1.862097,1.870262,1.87784,1.885,1.89187,1.89863,1.90541,1.91237,1.91967,1.92746,1.93589,1.94511,1.95528,1.96655,1.97906,1.99198,2.00278,2.00877,2.00725,1.99553,1.97092,1.9318,1.87895,1.81341,1.73624,1.64849,1.55124,1.44552,1.3324,1.21294,1.0882,0.95922,0.82708,0.69282,0.5575
3,CD99,0,1,39.332,5.9483e-08,0.00040306,0.376306,0.389536,0.4027746,0.416028,0.429304,0.44261,0.455954,0.469343,0.482785,0.496287,0.509857,0.523503,0.537232,0.551051,0.564969,0.578992,0.5931289,0.6073862,0.621772,0.636293,0.650958,0.665774,0.680749,0.69589,0.711204,0.726699,0.742384,0.758264,0.774348,0.790644,0.807159,0.8239,0.840875,0.858092,0.875558,0.893281,0.911267,0.92952613,0.948064,0.966889,0.986008,1.00543,1.02516,1.045208,1.065581,1.08629,1.10733,1.12872,1.15047,1.172578,1.195056,1.217913,1.241154,1.264788,1.288822,1.313264,1.338121,1.3634,1.38911,1.41526,1.44185,1.4689,1.496406,1.524381,1.552823,1.5816595,1.61078,1.640077,1.66944,1.69876,1.72793,1.75684,1.78538,1.81343,1.8409,1.86767,1.89364,1.91869,1.94271,1.9656,1.98723,2.00714,2.02418,2.03715,2.04485,2.04609,2.03967,2.02492,2.0023,1.9724,1.93585,1.89324,1.84517,1.79226,1.73511,1.67433,1.61052,1.54428,1.47623,1.40697,1.3371
4,VPREB1,0,1,34.531,5.7986e-07,0.0039274,-0.032328,-0.013573,0.0051774,0.02392,0.042649,0.061361,0.080052,0.098717,0.117352,0.135953,0.154515,0.173034,0.191506,0.209927,0.228292,0.246597,0.264838,0.2830102,0.301109,0.319132,0.337072,0.354927,0.372692,0.390363,0.407935,0.425405,0.442767,0.460017,0.477152,0.494167,0.511058,0.52782,0.54445,0.5609416,0.5772923,0.593497,0.609552,0.62545292,0.641195,0.656774,0.672186,0.687427,0.702492,0.717377,0.732077,0.74659,0.76091,0.77503,0.78895,0.802666,0.816171,0.829462,0.842534,0.855383,0.868005,0.880395,0.89255,0.90446,0.91614,0.92756,0.93873,0.94964,0.960289,0.970674,0.980815,0.9909626,1.001476,1.012717,1.02505,1.03883,1.05443,1.07219,1.0925,1.1157,1.14217,1.17225,1.20631,1.24473,1.28784,1.33603,1.38962,1.44772,1.50722,1.5648,1.61713,1.66088,1.69275,1.71067,1.71532,1.70771,1.68886,1.6598,1.62155,1.57513,1.52156,1.46186,1.39706,1.32817,1.25622,1.18222,1.1072
5,GAPDH,0,0,47.104,1.4509e-09,9.8344e-06,-0.101619,-0.111464,-0.1212841,-0.131053,-0.140744,-0.150334,-0.159795,-0.169102,-0.17823,-0.187153,-0.195845,-0.204281,-0.212436,-0.220282,-0.227796,-0.234951,-0.2417209,-0.2480813,-0.254006,-0.259469,-0.264446,-0.26891,-0.272836,-0.276198,-0.278971,-0.281129,-0.282646,-0.283497,-0.283655,-0.283097,-0.281795,-0.279725,-0.27686,-0.2731748,-0.2686442,-0.263242,-0.256943,-0.24972218,-0.241553,-0.232409,-0.222267,-0.211099,-0.198881,-0.185586,-0.17119,-0.15567,-0.13899,-0.12113,-0.10207,-0.081781,-0.060235,-0.037408,-0.013273,0.012193,0.039018,0.067227,0.096846,0.1279,0.16041,0.19441,0.22993,0.26698,0.305588,0.34579,0.387573,0.4306564,0.474621,0.519049,0.56352,0.60761,0.65091,0.693,0.73345,0.77185,0.80778,0.84081,0.87054,0.89654,0.91838,0.93566,0.94796,0.95537,0.95885,0.95948,0.95831,0.95639,0.95478,0.95421,0.9547,0.95615,0.95849,0.96164,0.96552,0.97005,0.97514,0.98071,0.9867,0.993,0.99955,1.00625,1.01304
6,ZCCHC7,0,0,67.121,9.1914e-14,6.2327e-10,-0.189445,-0.187073,-0.1846882,-0.18228,-0.179835,-0.177343,-0.174791,-0.172167,-0.169459,-0.166656,-0.163744,-0.160713,-0.15755,-0.154244,-0.150781,-0.147152,-0.1433422,-0.1393411,-0.135137,-0.130716,-0.126069,-0.121182,-0.116043,-0.110641,-0.104963,-0.098999,-0.092734,-0.086159,-0.07926,-0.072026,-0.064444,-0.056504,-0.048192,-0.0394971,-0.0304069,-0.02091,-0.010993,-0.00064576,0.010145,0.02139,0.033103,0.045294,0.057977,0.071162,0.084863,0.09909,0.11386,0.12917,0.14505,0.161507,0.178548,0.196188,0.214438,0.233311,0.252819,0.272974,0.293787,0.31527,0.33744,0.3603,0.38386,0.40815,0.433166,0.458925,0.485441,0.5127556,0.540924,0.570001,0.60004,0.6311,0.66322,0.69648,0.73092,0.76659,0.80355,0.84186,0.88156,0.92272,0.96539,1.00963,1.05548,1.1032,1.15339,1.20665,1.26361,1.32489,1.39112,1.46262,1.53909,1.62014,1.7054,1.79449,1.88701,1.9826,2.08086,2.18141,2.28388,2.38787,2.49301,2.59892,2.70521
7,CD79A,0,1,63.649,4.9552e-13,3.3596e-09,0.091191,0.096787,0.1024001,0.108048,0.113748,0.119518,0.125375,0.131336,0.137419,0.143641,0.15002,0.156572,0.163316,0.170268,0.177447,0.184869,0.1925521,0.2005133,0.20877,0.21734,0.226241,0.235489,0.245102,0.255098,0.265494,0.276308,0.287556,0.299257,0.311427,0.324084,0.337245,0.350928,0.365151,0.3799296,0.3952824,0.411227,0.427779,0.44495832,0.462781,0.481264,0.500426,0.520283,0.540853,0.562154,0.584203,0.60702,0.63061,0.65501,0.68022,0.706273,0.733174,0.760945,0.789602,0.819165,0.849648,0.881071,0.913451,0.9468,0.98115,1.0165,1.05288,1.09031,1.12879,1.168352,1.208992,1.2505598,1.29283,1.335577,1.37857,1.4216,1.46442,1.50682,1.54857,1.58944,1.62921,1.66766,1.70455,1.73966,1.77277,1.80365,1.83209,1.85884,1.88639,1.91736,1.9544,2.00015,2.05724,2.12726,2.20956,2.3032,2.40723,2.5207,2.64268,2.77222,2.90836,3.05018,3.19672,3.34703,3.50019,3.65523,3.81121
8,GLRX,0,0,36.814,1.9672e-07,0.0013326,0.11327,0.111051,0.1088533,0.106699,0.104609,0.102605,0.100709,0.098943,0.097327,0.095884,0.094635,0.093602,0.092806,0.092268,0.092011,0.092055,0.0924232,0.0931361,0.094215,0.095683,0.09756,0.099868,0.102629,0.105865,0.109596,0.113844,0.118632,0.12398,0.12991,0.136444,0.143603,0.151409,0.159883,0.1690476,0.1789232,0.189532,0.200895,0.21303441,0.225971,0.239728,0.254325,0.269784,0.286128,0.303377,0.321553,0.34068,0.36077,0.38186,0.40396,0.427093,0.451284,0.476553,0.502921,0.530411,0.559043,0.58884,0.619822,0.65201,0.68543,0.7201,0.75604,0.79327,0.831824,0.87171,0.912891,0.9547974,0.996595,1.037449,1.07652,1.11299,1.146,1.17473,1.19833,1.21599,1.22685,1.23009,1.22487,1.21035,1.1857,1.15009,1.10271,1.04587,0.9873,0.93526,0.89801,0.88381,0.90092,0.9544,1.04249,1.16252,1.31183,1.48777,1.68766,1.90884,2.14866,2.40446,2.67356,2.95331,3.24104,3.5341,3.82982
9,CYGB,0,0,184.194,9.3714e-39,6.3557e-35,-0.068554,-0.070895,-0.0732122,-0.075482,-0.07768,-0.079784,-0.081769,-0.083612,-0.085289,-0.086777,-0.088051,-0.089088,-0.089864,-0.090356,-0.09054,-0.090391,-0.0898875,-0.0890044,-0.087718,-0.086006,-0.083842,-0.081205,-0.07807,-0.074413,-0.070212,-0.065441,-0.060077,-0.054098,-0.047478,-0.040194,-0.032223,-0.023541,-0.014124,-0.0039489,0.0070089,0.018773,0.031366,0.04481301,0.059137,0.074362,0.090511,0.107608,0.125678,0.144743,0.164827,0.18595,0.20815,0.23143,0.25583,0.281368,0.308066,0.335949,0.365041,0.395366,0.426948,0.459809,0.493974,0.52947,0.56631,0.60453,0.64415,0.68519,0.727672,0.771627,0.817092,0.8642455,0.913333,0.964601,1.0183,1.07467,1.13396,1.19642,1.2623,1.33184,1.40529,1.4829,1.56491,1.65157,1.74313,1.83983,1.94192,2.04931,2.16132,2.27723,2.39631,2.51782,2.64105,2.76544,2.89088,3.01727,3.14454,3.2726,3.40139,3.53081,3.6608,3.79126,3.92212,4.0533,4.18472,4.3163,4.44796
