,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group6_PT_0,Group6_PT_0.01,Group6_PT_0.02,Group6_PT_0.03,Group6_PT_0.04,Group6_PT_0.05,Group6_PT_0.06,Group6_PT_0.07,Group6_PT_0.08,Group6_PT_0.09,Group6_PT_0.1,Group6_PT_0.11,Group6_PT_0.12,Group6_PT_0.13,Group6_PT_0.14,Group6_PT_0.15,Group6_PT_0.16,Group6_PT_0.17,Group6_PT_0.18,Group6_PT_0.19,Group6_PT_0.2,Group6_PT_0.21,Group6_PT_0.22,Group6_PT_0.23,Group6_PT_0.24,Group6_PT_0.25,Group6_PT_0.26,Group6_PT_0.27,Group6_PT_0.28,Group6_PT_0.29,Group6_PT_0.3,Group6_PT_0.31,Group6_PT_0.32,Group6_PT_0.33,Group6_PT_0.34,Group6_PT_0.35,Group6_PT_0.36,Group6_PT_0.37,Group6_PT_0.38,Group6_PT_0.39,Group6_PT_0.4,Group6_PT_0.41,Group6_PT_0.42,Group6_PT_0.43,Group6_PT_0.44,Group6_PT_0.45,Group6_PT_0.46,Group6_PT_0.47,Group6_PT_0.48,Group6_PT_0.49,Group6_PT_0.5,Group6_PT_0.51,Group6_PT_0.52,Group6_PT_0.53,Group6_PT_0.54,Group6_PT_0.55,Group6_PT_0.56,Group6_PT_0.57,Group6_PT_0.58,Group6_PT_0.59,Group6_PT_0.6,Group6_PT_0.61,Group6_PT_0.62,Group6_PT_0.63,Group6_PT_0.64,Group6_PT_0.65,Group6_PT_0.66,Group6_PT_0.67,Group6_PT_0.68,Group6_PT_0.69,Group6_PT_0.7,Group6_PT_0.71,Group6_PT_0.72,Group6_PT_0.73,Group6_PT_0.74,Group6_PT_0.75,Group6_PT_0.76,Group6_PT_0.77,Group6_PT_0.78,Group6_PT_0.79,Group6_PT_0.8,Group6_PT_0.81,Group6_PT_0.82,Group6_PT_0.83,Group6_PT_0.84,Group6_PT_0.85,Group6_PT_0.86,Group6_PT_0.87,Group6_PT_0.88,Group6_PT_0.89,Group6_PT_0.9,Group6_PT_0.91,Group6_PT_0.92,Group6_PT_0.93,Group6_PT_0.94,Group6_PT_0.95,Group6_PT_0.96,Group6_PT_0.97,Group6_PT_0.98,Group6_PT_0.99,Group6_PT_1
0,LINC00847,0,0,37.581,1.3671e-07,0.00085019,0.1441971,0.13626,0.1283278,0.1204133,0.11252,0.10466486,0.096847,0.08907755,0.08136447,0.07371584,0.06614,0.05864418,0.05123727,0.043927,0.036722,0.02962885,0.02265701,0.015814,0.0091081,0.00254719,-0.0038607,-0.01010737,-0.016185,-0.022085,-0.02780008,-0.033322,-0.03864181,-0.043752,-0.04864561,-0.05331315,-0.057747,-0.061939,-0.065882,-0.06956619,-0.07298489,-0.07612965,-0.078992,-0.081565,-0.08383974,-0.08580818,-0.0874624,-0.088794,-0.089797,-0.090483,-0.09088,-0.09101508,-0.090918,-0.090616,-0.090137,-0.08951,-0.088763,-0.087924,-0.087021,-0.08608207,-0.08513585,-0.08421,-0.08333165,-0.082508,-0.081739,-0.081023,-0.080358,-0.079743,-0.079177,-0.07865894,-0.07818689,-0.07776,-0.077376,-0.077035,-0.07673495,-0.076474,-0.07625238,-0.07606736,-0.075918,-0.075803,-0.07572159,-0.075672,-0.075653,-0.07566283,-0.075701,-0.075767,-0.07585773,-0.07597335,-0.076112,-0.07627321,-0.076455,-0.0766564,-0.07687618,-0.07711311,-0.07736598,-0.077634,-0.0779146,-0.078208,-0.07851225,-0.07882638,-0.0791491,-0.07947917,-0.07981537,-0.08015646,-0.08050124,-0.080848,-0.0811969
1,KIFC1,0,0,37.772,1.249e-07,0.00077786,0.0567996,0.05632,0.0558384,0.05535164,0.054857,0.05435321,0.0538366,0.05330505,0.0527561,0.05218726,0.051596,0.05097995,0.05033652,0.0496632,0.048958,0.04821722,0.0474395,0.046622,0.045762,0.04485769,0.043906,0.04290441,0.041851,0.040742,0.03957661,0.038351,0.03706384,0.035712,0.03429245,0.03280356,0.031243,0.029607,0.027894,0.02610203,0.02422772,0.02226886,0.020223,0.018088,0.01586016,0.01353826,0.01111937,0.008601,0.0059802,0.0032454,0.00037811,-0.00264026,-0.0058284,-0.0092049,-0.012788,-0.016598,-0.020651,-0.024968,-0.029566,-0.03446436,-0.03968172,-0.045237,-0.05114353,-0.057378,-0.063893,-0.070642,-0.07758,-0.084661,-0.091837,-0.09906255,-0.10629143,-0.11348,-0.12057,-0.12753,-0.13431322,-0.14086,-0.14713971,-0.1530948,-0.15868,-0.16386,-0.16857265,-0.17281,-0.17659,-0.17992373,-0.18283,-0.18534,-0.18745917,-0.18920908,-0.19061,-0.19167665,-0.19243118,-0.19289078,-0.19307388,-0.19299892,-0.19268433,-0.19215,-0.19140999,-0.19049,-0.18939833,-0.18816208,-0.18679681,-0.18532093,-0.18375289,-0.18211112,-0.18041405,-0.17868,-0.1769277
2,LYL1,1,0,29.9,5.129e-06,0.030497,0.0060269,-0.0024416,-0.0109014,-0.01934412,-0.027761,-0.03614343,-0.0444828,-0.05277063,-0.06099818,-0.06915689,-0.077238,-0.08523337,-0.09313393,-0.1009312,-0.10862,-0.11618162,-0.1236175,-0.13092,-0.13807,-0.14506465,-0.1519,-0.15855961,-0.16504,-0.17133,-0.17742523,-0.18331,-0.18898404,-0.19443,-0.19964793,-0.20462276,-0.20935,-0.21382,-0.21802,-0.22194057,-0.22558161,-0.22893008,-0.23198,-0.23471,-0.23713401,-0.23922615,-0.24098268,-0.2424,-0.24346,-0.24416,-0.24452,-0.24454837,-0.24424,-0.24361,-0.24265,-0.24139,-0.23982,-0.23796,-0.2358,-0.23336329,-0.23064642,-0.22766,-0.22440951,-0.22091,-0.21718,-0.21323,-0.20908,-0.20474,-0.20023,-0.19557734,-0.19078371,-0.18587,-0.18085,-0.17575,-0.17057011,-0.16534,-0.16006659,-0.15477233,-0.14947,-0.14418,-0.13891369,-0.13368,-0.12848,-0.12331585,-0.11818,-0.11307,-0.10799339,-0.10294089,-0.097914,-0.09291039,-0.08792973,-0.08297036,-0.07803094,-0.07311014,-0.06820664,-0.063319,-0.05844621,-0.053587,-0.04873899,-0.043902,-0.03907434,-0.03425465,-0.02944161,-0.0246339,-0.01983018,-0.015029,-0.0102294
3,MALAT1,0,0,30.819,3.3336e-06,0.019968,-0.0876035,-0.089729,-0.0918594,-0.09400138,-0.09616,-0.09834178,-0.1005514,-0.10279493,-0.10507787,-0.10740592,-0.10978,-0.11221985,-0.11471701,-0.1172818,-0.11992,-0.12263693,-0.12543851,-0.12833,-0.13132,-0.13440696,-0.1376,-0.14091207,-0.14434,-0.14789,-0.1515717,-0.15539,-0.15934519,-0.16345,-0.16770496,-0.1721188,-0.1767,-0.18144,-0.18636,-0.1914653,-0.19675291,-0.20223218,-0.20791,-0.21379,-0.21987638,-0.22617869,-0.23270086,-0.23945,-0.24642,-0.25359,-0.26089,-0.2682357,-0.27557,-0.28282,-0.28992,-0.2968,-0.30339,-0.30962,-0.31542,-0.32072746,-0.32546569,-0.32957,-0.33297426,-0.33569,-0.33776,-0.33923,-0.34014,-0.34054,-0.34047,-0.33998294,-0.33911417,-0.33791,-0.33642,-0.33468,-0.33274703,-0.33066,-0.32845224,-0.32618304,-0.32389,-0.32162,-0.31942258,-0.31731,-0.31529,-0.31335174,-0.3115,-0.30972,-0.3080136,-0.30638053,-0.30481,-0.3033126,-0.30187067,-0.30048537,-0.29915316,-0.29787052,-0.29663388,-0.29544,-0.2942845,-0.29316,-0.29207671,-0.29101706,-0.28998219,-0.28896856,-0.28797262,-0.28699084,-0.28601968,-0.28506,-0.2840951
4,YIPF6,0,0,29.366,6.5871e-06,0.039002,0.0607776,0.057753,0.0547282,0.05170171,0.048673,0.04564182,0.042607,0.03956799,0.03652411,0.03347466,0.030419,0.02735627,0.02428593,0.0212072,0.018119,0.01502198,0.01191404,0.0087949,0.005664,0.00252056,-0.00063613,-0.00380676,-0.006992,-0.010193,-0.01340915,-0.016642,-0.01989315,-0.023162,-0.02644958,-0.0297567,-0.033084,-0.036432,-0.039802,-0.04319408,-0.04660913,-0.05004787,-0.053511,-0.056999,-0.0605131,-0.0640535,-0.06762107,-0.071216,-0.07484,-0.078491,-0.082165,-0.08585939,-0.08957,-0.093295,-0.097029,-0.10077,-0.10451,-0.10826,-0.112,-0.11572873,-0.11945089,-0.12316,-0.12684984,-0.13052,-0.13415,-0.13774,-0.14128,-0.14477,-0.14819,-0.15153039,-0.15479015,-0.15796,-0.16103,-0.16398,-0.16682688,-0.16954,-0.17212585,-0.17456597,-0.17686,-0.17899,-0.18094793,-0.18274,-0.18437,-0.18584385,-0.18717,-0.18835,-0.18938705,-0.19029801,-0.19108,-0.19175397,-0.19231204,-0.19276556,-0.19312105,-0.19338505,-0.1935641,-0.19366,-0.19369348,-0.19366,-0.19356146,-0.19341377,-0.19322033,-0.19298768,-0.19272236,-0.1924309,-0.19211983,-0.1918,-0.191465
5,IQSEC1,0,0,29.363,6.5971e-06,0.039055,0.0919319,0.089311,0.0866899,0.08406607,0.081439,0.07880732,0.0761701,0.07352625,0.07087456,0.06821395,0.065543,0.0628615,0.06016742,0.05746,0.054738,0.05200041,0.04924609,0.046474,0.043683,0.04087159,0.038039,0.03518447,0.032306,0.029404,0.02647531,0.02352,0.02053719,0.017525,0.01448307,0.01140971,0.008304,0.0051648,0.0019911,-0.00121839,-0.00446466,-0.00774885,-0.011072,-0.014435,-0.01784016,-0.02128722,-0.02477779,-0.028313,-0.031894,-0.035519,-0.039184,-0.04288703,-0.046624,-0.05039,-0.054184,-0.058,-0.061837,-0.065689,-0.069555,-0.07342915,-0.0773095,-0.081192,-0.08507315,-0.088946,-0.092801,-0.096631,-0.10043,-0.10418,-0.10788,-0.11151697,-0.11508736,-0.11858,-0.12199,-0.1253,-0.12850415,-0.1316,-0.13457239,-0.13741615,-0.14012,-0.14268,-0.14508222,-0.14733,-0.14942,-0.15136575,-0.15317,-0.15484,-0.15638867,-0.15781125,-0.15912,-0.16031539,-0.16140912,-0.16240541,-0.16331036,-0.16413004,-0.16487055,-0.16554,-0.16613843,-0.16668,-0.16716271,-0.16759873,-0.16799211,-0.16834896,-0.16867536,-0.1689774,-0.16926116,-0.16953,-0.1697982
6,VRK1,0,0,36.581,2.1972e-07,0.0013609,0.0693454,0.067716,0.0660877,0.06446283,0.062843,0.0612289,0.059623,0.05802662,0.05644131,0.05486866,0.05331,0.05176768,0.05024251,0.0487363,0.047251,0.04578729,0.04434759,0.042933,0.041546,0.04018676,0.038858,0.03756059,0.036297,0.035067,0.03387457,0.03272,0.03160452,0.03053,0.02949906,0.02851202,0.027571,0.026677,0.025833,0.02503866,0.02429693,0.02360902,0.022977,0.022401,0.021884,0.02142716,0.02103206,0.0207,0.020431,0.020195,0.019935,0.0195946,0.019118,0.018449,0.017531,0.016307,0.014721,0.012718,0.010239,0.00722919,0.00363196,-0.00060916,-0.00554249,-0.011142,-0.01734,-0.024071,-0.031266,-0.03886,-0.046784,-0.05497211,-0.06335683,-0.071871,-0.080448,-0.08902,-0.09752042,-0.10588,-0.11403777,-0.12192051,-0.12946,-0.1366,-0.14326094,-0.14942,-0.15509,-0.16030109,-0.16506,-0.16939,-0.17331654,-0.17685137,-0.18002,-0.18283223,-0.18531715,-0.18749097,-0.18937314,-0.19098312,-0.19234033,-0.19346,-0.19437426,-0.19509,-0.19563046,-0.19601552,-0.19626448,-0.19639678,-0.19643187,-0.19638919,-0.19628817,-0.19615,-0.1959889
7,ATP5EP2,0,0,37.162,1.6684e-07,0.0010358,0.0609464,0.060203,0.0594541,0.05869519,0.057921,0.05712663,0.0563068,0.05545651,0.05457066,0.05364418,0.052672,0.05164902,0.05057018,0.0494304,0.048225,0.04694768,0.04559459,0.04416,0.04264,0.04102746,0.039319,0.03750869,0.035592,0.033563,0.03141796,0.029151,0.02675649,0.02423,0.02156685,0.01876126,0.015808,0.012703,0.0094405,0.0060153,0.00242251,-0.00134295,-0.0052862,-0.0094122,-0.01372616,-0.0182331,-0.02293812,-0.027846,-0.032962,-0.038277,-0.043775,-0.04943682,-0.055245,-0.061182,-0.06723,-0.073371,-0.079588,-0.085861,-0.092174,-0.09850911,-0.10484774,-0.11117,-0.11746515,-0.12371,-0.12988,-0.13597,-0.14194,-0.1478,-0.1535,-0.15904562,-0.16440644,-0.16957,-0.1745,-0.1792,-0.18364641,-0.18781,-0.19168009,-0.19523428,-0.19845,-0.20132,-0.20382009,-0.20594,-0.2077,-0.20911412,-0.21019,-0.21095,-0.21141116,-0.2115784,-0.21147,-0.21110211,-0.21048753,-0.2096413,-0.20857789,-0.20731179,-0.20585747,-0.20423,-0.2024421,-0.20051,-0.19844759,-0.19626936,-0.19398978,-0.19162334,-0.1891845,-0.18668774,-0.18414756,-0.18158,-0.1789948
8,AIDA,0,0,32.485,1.5226e-06,0.0092223,0.1208684,0.11828,0.115683,0.1130906,0.1105,0.1079071,0.1053163,0.10272616,0.10013697,0.09754879,0.094962,0.09237602,0.08979167,0.0872089,0.084628,0.08204832,0.07947086,0.076895,0.074322,0.07175124,0.069183,0.06661673,0.064053,0.061493,0.05893538,0.056381,0.05382957,0.051282,0.04873703,0.04619605,0.043659,0.041125,0.038596,0.03607041,0.0335492,0.03103234,0.02852,0.026012,0.02350903,0.02101078,0.01851751,0.016029,0.013546,0.011053,0.0085284,0.00594769,0.0032872,0.00052323,-0.002368,-0.0054103,-0.0086273,-0.012043,-0.015681,-0.01956458,-0.02371825,-0.028165,-0.03292585,-0.037981,-0.043291,-0.048816,-0.054517,-0.060354,-0.066288,-0.07227864,-0.07828659,-0.084272,-0.090196,-0.096018,-0.10169866,-0.1072,-0.11247807,-0.11749742,-0.12222,-0.1266,-0.13059921,-0.13421,-0.13743,-0.14029597,-0.14281,-0.14498,-0.14684073,-0.14839294,-0.14966,-0.15064463,-0.15137457,-0.15186088,-0.15211879,-0.15216351,-0.15201029,-0.15167,-0.15117089,-0.15052,-0.14972242,-0.14880784,-0.14778668,-0.14667415,-0.14548549,-0.14423591,-0.14294066,-0.14161,-0.140274
9,DCTN3,0,0,39.265,6.1418e-08,0.00038571,0.082913,0.082837,0.0827532,0.08265144,0.082524,0.08236086,0.0821546,0.08189599,0.08157642,0.08118713,0.080719,0.08016455,0.07951383,0.0787585,0.07789,0.07689938,0.07577809,0.074517,0.073109,0.07154279,0.069812,0.06790593,0.065817,0.063537,0.06105634,0.058366,0.05545875,0.052324,0.04895488,0.0453413,0.041475,0.037347,0.032949,0.0282727,0.02330841,0.01804783,0.012482,0.006603,0.00040123,-0.00613164,-0.01300436,-0.020226,-0.027802,-0.035699,-0.043852,-0.05219291,-0.060655,-0.069173,-0.077678,-0.086103,-0.094383,-0.10245,-0.11024,-0.1176771,-0.12470371,-0.13125,-0.13725482,-0.14272,-0.14766,-0.15213,-0.15613,-0.15971,-0.16289,-0.16570999,-0.16818723,-0.17036,-0.17224,-0.17388,-0.17530172,-0.17653,-0.17759353,-0.1785259,-0.17936,-0.18011,-0.18082097,-0.1815,-0.18216,-0.18279309,-0.1834,-0.18399,-0.18455178,-0.18509539,-0.18562,-0.18612488,-0.18661281,-0.18708425,-0.18754022,-0.18798176,-0.1884099,-0.18883,-0.18923008,-0.18962,-0.19000902,-0.1903856,-0.19075496,-0.19111814,-0.19147616,-0.19183006,-0.19218087,-0.19253,-0.1928773
