,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group4_PT_1,Group4_PT_0.99,Group4_PT_0.98,Group4_PT_0.97,Group4_PT_0.96,Group4_PT_0.95,Group4_PT_0.94,Group4_PT_0.93,Group4_PT_0.92,Group4_PT_0.91,Group4_PT_0.9,Group4_PT_0.89,Group4_PT_0.88,Group4_PT_0.87,Group4_PT_0.86,Group4_PT_0.85,Group4_PT_0.84,Group4_PT_0.83,Group4_PT_0.82,Group4_PT_0.81,Group4_PT_0.8,Group4_PT_0.79,Group4_PT_0.78,Group4_PT_0.77,Group4_PT_0.76,Group4_PT_0.75,Group4_PT_0.74,Group4_PT_0.73,Group4_PT_0.72,Group4_PT_0.71,Group4_PT_0.7,Group4_PT_0.69,Group4_PT_0.68,Group4_PT_0.67,Group4_PT_0.66,Group4_PT_0.65,Group4_PT_0.64,Group4_PT_0.63,Group4_PT_0.62,Group4_PT_0.61,Group4_PT_0.6,Group4_PT_0.59,Group4_PT_0.58,Group4_PT_0.57,Group4_PT_0.56,Group4_PT_0.55,Group4_PT_0.54,Group4_PT_0.53,Group4_PT_0.52,Group4_PT_0.51,Group4_PT_0.5,Group4_PT_0.49,Group4_PT_0.48,Group4_PT_0.47,Group4_PT_0.46,Group4_PT_0.45,Group4_PT_0.44,Group4_PT_0.43,Group4_PT_0.42,Group4_PT_0.41,Group4_PT_0.4,Group4_PT_0.39,Group4_PT_0.38,Group4_PT_0.37,Group4_PT_0.36,Group4_PT_0.35,Group4_PT_0.34,Group4_PT_0.33,Group4_PT_0.32,Group4_PT_0.31,Group4_PT_0.3,Group4_PT_0.29,Group4_PT_0.28,Group4_PT_0.27,Group4_PT_0.26,Group4_PT_0.25,Group4_PT_0.24,Group4_PT_0.23,Group4_PT_0.22,Group4_PT_0.21,Group4_PT_0.2,Group4_PT_0.19,Group4_PT_0.18,Group4_PT_0.17,Group4_PT_0.16,Group4_PT_0.15,Group4_PT_0.14,Group4_PT_0.13,Group4_PT_0.12,Group4_PT_0.11,Group4_PT_0.1,Group4_PT_0.09,Group4_PT_0.08,Group4_PT_0.07,Group4_PT_0.06,Group4_PT_0.05,Group4_PT_0.04,Group4_PT_0.03,Group4_PT_0.02,Group4_PT_0.01,Group4_PT_0,Group5_PT_0,Group5_PT_0.01,Group5_PT_0.02,Group5_PT_0.03,Group5_PT_0.04,Group5_PT_0.05,Group5_PT_0.06,Group5_PT_0.07,Group5_PT_0.08,Group5_PT_0.09,Group5_PT_0.1,Group5_PT_0.11,Group5_PT_0.12,Group5_PT_0.13,Group5_PT_0.14,Group5_PT_0.15,Group5_PT_0.16,Group5_PT_0.17,Group5_PT_0.18,Group5_PT_0.19,Group5_PT_0.2,Group5_PT_0.21,Group5_PT_0.22,Group5_PT_0.23,Group5_PT_0.24,Group5_PT_0.25,Group5_PT_0.26,Group5_PT_0.27,Group5_PT_0.28,Group5_PT_0.29,Group5_PT_0.3,Group5_PT_0.31,Group5_PT_0.32,Group5_PT_0.33,Group5_PT_0.34,Group5_PT_0.35,Group5_PT_0.36,Group5_PT_0.37,Group5_PT_0.38,Group5_PT_0.39,Group5_PT_0.4,Group5_PT_0.41,Group5_PT_0.42,Group5_PT_0.43,Group5_PT_0.44,Group5_PT_0.45,Group5_PT_0.46,Group5_PT_0.47,Group5_PT_0.48,Group5_PT_0.49,Group5_PT_0.5,Group5_PT_0.51,Group5_PT_0.52,Group5_PT_0.53,Group5_PT_0.54,Group5_PT_0.55,Group5_PT_0.56,Group5_PT_0.57,Group5_PT_0.58,Group5_PT_0.59,Group5_PT_0.6,Group5_PT_0.61,Group5_PT_0.62,Group5_PT_0.63,Group5_PT_0.64,Group5_PT_0.65,Group5_PT_0.66,Group5_PT_0.67,Group5_PT_0.68,Group5_PT_0.69,Group5_PT_0.7,Group5_PT_0.71,Group5_PT_0.72,Group5_PT_0.73,Group5_PT_0.74,Group5_PT_0.75,Group5_PT_0.76,Group5_PT_0.77,Group5_PT_0.78,Group5_PT_0.79,Group5_PT_0.8,Group5_PT_0.81,Group5_PT_0.82,Group5_PT_0.83,Group5_PT_0.84,Group5_PT_0.85,Group5_PT_0.86,Group5_PT_0.87,Group5_PT_0.88,Group5_PT_0.89,Group5_PT_0.9,Group5_PT_0.91,Group5_PT_0.92,Group5_PT_0.93,Group5_PT_0.94,Group5_PT_0.95,Group5_PT_0.96,Group5_PT_0.97,Group5_PT_0.98,Group5_PT_0.99,Group5_PT_1
10,PPIF,0,0,38.315,9.6487e-08,0.00072944,4.46133,4.2699229,4.07885,3.88845,3.69905,3.51099,3.3246,3.1402,2.9582,2.7788,2.6024,2.4294,2.2601,2.0948,1.9338,1.7775,1.6262,1.4803,1.34,1.2058,1.0779,0.95671,0.84254,0.73573,0.6366,0.5455,0.46276,0.38849,0.32238,0.26406,0.21316,0.16933,0.13219,0.10138,0.076533,0.057284,0.043267,0.034116,0.029467,0.028953,0.032208,0.038867,0.048565,0.060935,0.075612,0.092231,0.11042,0.12983,0.15008,0.1708,0.191645,0.212233,0.232203,0.251188,0.26882441,0.284745,0.298586,0.309979,0.318561,0.323965,0.325825,0.323819,0.318056,0.3089,0.296717,0.281874,0.2647379,0.2456741,0.22505,0.203231,0.180585,0.157477,0.134275,0.111344,0.089052,0.067765,0.047849,0.029671,0.013597,-1.5362e-05,-0.011043,-0.019598,-0.025805,-0.029787,-0.031667,-0.03157,-0.029618,-0.025936,-0.020647,-0.013875,-0.0057431,0.0036249,0.014105,0.0255749,0.0379096,0.050986,0.0646804,0.078869,0.093429,0.1082359,0.123166,0.123166,0.106294,0.089471,0.072746,0.056169,0.039789,0.023655,0.0078168,-0.0076772,-0.0227773,-0.037434,-0.051599,-0.065223,-0.0782552,-0.0906478,-0.1023513,-0.11331632,-0.12349373,-0.1328343,-0.14128874,-0.14880789,-0.15534248,-0.1608464,-0.1653414,-0.168916,-0.171662,-0.173671,-0.1750345,-0.175843,-0.17618941,-0.176164,-0.1758588,-0.175365,-0.174775,-0.174178,-0.173668,-0.173336,-0.173272,-0.173569,-0.174317,-0.175608,-0.177485,-0.179906,-0.182825,-0.186192,-0.18996,-0.19408,-0.198504,-0.203184,-0.208072,-0.213119,-0.218278,-0.223499,-0.228735,-0.233938,-0.239059,-0.2440506,-0.2488639,-0.253451,-0.2577636,-0.261753,-0.2653725,-0.2685724,-0.271305,-0.273522,-0.275175,-0.276217,-0.2765978,-0.276271,-0.275187,-0.273298,-0.270556,-0.266914,-0.2623212,-0.2567312,-0.2501017,-0.2424459,-0.2338047,-0.224219,-0.21373,-0.202379,-0.190206,-0.177254,-0.163562,-0.149172,-0.134126,-0.118463,-0.102225,-0.0854542,-0.0681902,-0.0504745,-0.0323482,-0.0138524,0.0049719,0.02408368,0.0434418,0.0630052,0.082733,0.102584,0.122517,0.142491
11,C6orf25,0,0,90.968,8.2023e-19,6.2124e-15,4.89579,4.714375,4.53333,4.35302,4.17381,3.99609,3.8202,3.6465,3.4754,3.3073,3.1425,2.9814,2.8243,2.6716,2.5238,2.3811,2.244,2.1127,1.9877,1.8694,1.7581,1.65412,1.55791,1.46982,1.3902,1.3195,1.25793,1.20574,1.16253,1.12787,1.10134,1.08253,1.07101,1.06635,1.068145,1.075962,1.089382,1.107984,1.131346,1.159046,1.190662,1.225773,1.263957,1.304792,1.347857,1.39273,1.43899,1.48621,1.53398,1.58186,1.629451,1.676315,1.722034,1.766188,1.80835467,1.848112,1.885038,1.918711,1.94871,1.974613,1.995998,2.01248,2.02404,2.030878,2.033194,2.031188,2.0250617,2.0150148,2.00125,1.983963,1.963359,1.939638,1.913,1.883645,1.851775,1.81759,1.78129,1.743077,1.70315,1.6617,1.618886,1.574751,1.529368,1.482804,1.435125,1.386395,1.33668,1.286047,1.234561,1.182286,1.1292904,1.075638,1.021395,0.9666267,0.9113991,0.8557777,0.7998281,0.743616,0.687207,0.6306666,0.574061,0.574061,0.54645,0.518938,0.491622,0.464601,0.437974,0.411837,0.3862902,0.3614312,0.3373582,0.31417,0.291964,0.270839,0.250893,0.2322247,0.214932,0.19911338,0.18486696,0.172291,0.16148391,0.15254381,0.145569,0.140652,0.1377573,0.136724,0.137385,0.139574,0.1431251,0.147871,0.15364657,0.160284,0.1676175,0.17548,0.183706,0.192129,0.200581,0.208898,0.216911,0.224455,0.231363,0.23747,0.242679,0.247007,0.250485,0.253143,0.255012,0.256121,0.256501,0.256183,0.255195,0.253569,0.251335,0.248523,0.245162,0.241284,0.236918,0.2320951,0.2268448,0.2211974,0.2151834,0.208833,0.2021756,0.1952423,0.188063,0.180668,0.173087,0.165351,0.1574899,0.149534,0.141512,0.133457,0.125397,0.117362,0.1093837,0.1014914,0.0937129,0.0860545,0.0785112,0.071078,0.063751,0.056525,0.049395,0.042356,0.035404,0.028533,0.021739,0.015017,0.008362,0.0017698,-0.0047649,-0.0112467,-0.0176805,-0.0240711,-0.0304233,-0.0367418,-0.0430315,-0.0492972,-0.055544,-0.061776,-0.067998,-0.074216
12,TMSB4X,0,0,263.679,7.3461e-56,5.5676e-52,6.76135,6.6318734,6.50247,6.3732,6.24413,6.11534,5.9869,5.8589,5.7313,5.6043,5.4779,5.3522,5.2273,5.1031,4.9799,4.8576,4.7364,4.6162,4.4973,4.3795,4.2631,4.148,4.03437,3.92225,3.8117,3.7028,3.59563,3.49021,3.38655,3.28463,3.18446,3.08603,2.98933,2.89435,2.801081,2.709524,2.619669,2.531507,2.445033,2.360238,2.277117,2.195661,2.115863,2.037718,1.961216,1.886352,1.81312,1.74151,1.67151,1.60313,1.536345,1.471156,1.407555,1.345534,1.28508741,1.226207,1.168885,1.113116,1.058892,1.006206,0.955051,0.905421,0.857326,0.810783,0.76581,0.722426,0.6806485,0.6404954,0.60198,0.565135,0.529963,0.496488,0.464728,0.4347,0.406423,0.379914,0.355192,0.332275,0.311181,0.29192,0.274474,0.258745,0.244651,0.232107,0.221025,0.211321,0.202908,0.195699,0.18961,0.184553,0.1804433,0.1771942,0.17472,0.1729337,0.1717502,0.1710831,0.1708464,0.170954,0.17132,0.1718577,0.172482,0.172482,0.16186,0.15127,0.140742,0.130309,0.120002,0.109852,0.0998906,0.0901492,0.0806593,0.071452,0.06256,0.054013,0.0458438,0.038083,0.0307625,0.02391345,0.01756747,0.0117559,0.00651033,0.00186205,-0.00215746,-0.0055188,-0.0082388,-0.01038,-0.012005,-0.013179,-0.0139657,-0.014429,-0.0146328,-0.014641,-0.0145181,-0.014328,-0.014133,-0.014,-0.01399,-0.01417,-0.014601,-0.015349,-0.016477,-0.018049,-0.020098,-0.022605,-0.025545,-0.028894,-0.032629,-0.036724,-0.041155,-0.045898,-0.050929,-0.056224,-0.061757,-0.067506,-0.073445,-0.07955,-0.085797,-0.0921624,-0.0986207,-0.1051481,-0.1117204,-0.118313,-0.1249021,-0.1314629,-0.137971,-0.144403,-0.150734,-0.15694,-0.1629959,-0.168878,-0.174562,-0.180024,-0.185239,-0.190183,-0.1948318,-0.199161,-0.2031489,-0.2067975,-0.2101201,-0.21313,-0.215842,-0.218268,-0.220423,-0.22232,-0.223972,-0.225393,-0.226597,-0.227598,-0.228408,-0.2290417,-0.2295125,-0.2298338,-0.2300194,-0.2300827,-0.2300374,-0.22989706,-0.2296752,-0.2293855,-0.229041,-0.228657,-0.228245,-0.227819
13,ITGA2B,0,1,263.615,7.585e-56,5.7479e-52,10.64781,10.2987116,9.95028,9.60317,9.25806,8.91561,8.57648,8.2413,7.9109,7.5857,7.2665,6.954,6.6487,6.3515,6.0629,5.7836,5.5142,5.2555,5.0081,4.7727,4.5499,4.34036,4.1448,3.96387,3.7982,3.6485,3.51546,3.39918,3.29895,3.21389,3.14314,3.08583,3.0411,3.00808,2.985896,2.973688,2.970589,2.97573,2.988246,3.007268,3.031931,3.061366,3.094709,3.131091,3.169645,3.209506,3.2498,3.28968,3.32825,3.36467,3.398052,3.427542,3.45227,3.471368,3.48397025,3.489209,3.486218,3.47413,3.452078,3.419195,3.374615,3.317584,3.248507,3.168468,3.078558,2.979869,2.8734908,2.7605161,2.64204,2.519142,2.392925,2.264477,2.134889,2.005253,1.87666,1.750201,1.626969,1.508053,1.394546,1.2875,1.187337,1.093726,1.006351,0.924884,0.848995,0.778357,0.712643,0.651522,0.594669,0.541753,0.4924472,0.4464235,0.403353,0.3629087,0.3247613,0.2885831,0.2540457,0.220821,0.188581,0.1569974,0.125742,0.125742,0.132095,0.138429,0.144728,0.150971,0.157141,0.16322,0.1691898,0.1750315,0.1807272,0.186259,0.191607,0.196755,0.2016843,0.2063759,0.210812,0.21497415,0.21884426,0.222404,0.22563517,0.22851947,0.23103866,0.2331749,0.2349203,0.236277,0.237246,0.23783,0.2380319,0.237853,0.23729577,0.236362,0.2350545,0.233375,0.231325,0.228908,0.226125,0.222979,0.219472,0.215605,0.211382,0.206803,0.201883,0.196652,0.191141,0.185385,0.179415,0.173263,0.166963,0.160546,0.154045,0.147493,0.140922,0.134365,0.127853,0.12142,0.115099,0.10892,0.1029175,0.0971234,0.0915701,0.08629,0.0813162,0.0766805,0.072416,0.068554,0.065128,0.06217,0.0597133,0.05779,0.056431,0.055671,0.055542,0.056076,0.0573049,0.0592622,0.0619756,0.0654346,0.0696096,0.074471,0.079988,0.086132,0.092873,0.10018,0.108025,0.116377,0.125206,0.134482,0.144176,0.1542584,0.1646985,0.1754666,0.1865332,0.1978682,0.2094419,0.2212244,0.2331859,0.2452966,0.257527,0.269846,0.282225,0.294634
14,PLEK,0,0,635.013,4.0906e-136,3.1007e-132,11.32515,11.0909819,10.8571,10.62381,10.39138,10.16012,9.93031,9.7022,9.4762,9.2525,9.0314,8.8132,8.5982,8.3867,8.179,7.9753,7.776,7.5814,7.3917,7.2072,7.0282,6.85509,6.68804,6.52739,6.3734,6.2264,6.08668,5.95432,5.82908,5.71069,5.59885,5.49329,5.39371,5.29982,5.211352,5.128008,5.049504,4.975555,4.905873,4.840174,4.778171,4.719579,4.66411,4.61148,4.561402,4.51359,4.46776,4.42362,4.38089,4.33928,4.298512,4.258291,4.218333,4.178354,4.13806655,4.097185,4.055424,4.012496,3.968117,3.921999,3.873857,3.823434,3.770767,3.716064,3.659537,3.601397,3.541854,3.4811201,3.41941,3.356923,3.293882,3.230494,3.16697,3.103521,3.040358,2.977693,2.915736,2.854698,2.794791,2.7362,2.679058,2.623245,2.568711,2.515391,2.463217,2.412121,2.362036,2.312894,2.264629,2.217172,2.1704569,2.1244157,2.078981,2.0340856,1.989662,1.9456427,1.9019604,1.858548,1.815337,1.7722615,1.729253,1.729253,1.675327,1.621509,1.567908,1.514631,1.461788,1.409486,1.3578333,1.3069389,1.2569108,1.207857,1.159886,1.113107,1.0676263,1.0235536,0.9809969,0.9400643,0.90086423,0.8635049,0.82809468,0.79474176,0.76355445,0.7346348,0.7079471,0.68332,0.660577,0.639541,0.6200352,0.601883,0.58490699,0.568931,0.5537777,0.539271,0.525233,0.511487,0.497857,0.484166,0.470237,0.455893,0.440957,0.425253,0.408693,0.391337,0.373259,0.354534,0.335236,0.31544,0.29522,0.274651,0.253808,0.232764,0.211596,0.190376,0.16918,0.148082,0.127157,0.1064785,0.0861223,0.0661625,0.0466735,0.02773,0.0094063,-0.0082227,-0.025083,-0.041099,-0.056198,-0.070303,-0.0833415,-0.095238,-0.105918,-0.115308,-0.123332,-0.129916,-0.1349859,-0.1384666,-0.1402938,-0.140489,-0.1391173,-0.136244,-0.131934,-0.126253,-0.119267,-0.111039,-0.101637,-0.091125,-0.079568,-0.067031,-0.053581,-0.0392814,-0.0241987,-0.0083978,0.0080561,0.0250975,0.0426613,0.06068207,0.0790946,0.0978336,0.116834,0.13603,0.155356,0.174748
15,ACTB,0,0,47.172,1.404e-09,1.0621e-05,1.63981,1.6471705,1.65444,1.66154,1.66837,1.67484,1.68088,1.6864,1.6913,1.6954,1.6988,1.7013,1.7028,1.7033,1.7026,1.7007,1.6975,1.6928,1.6866,1.6789,1.6694,1.65823,1.64517,1.63017,1.6131,1.594,1.5726,1.54901,1.52334,1.49574,1.46637,1.43539,1.40296,1.36922,1.334345,1.298481,1.261787,1.22442,1.186536,1.148292,1.109844,1.07135,1.032966,0.994847,0.957152,0.920035,0.88366,0.84817,0.81373,0.7805,0.748625,0.718273,0.689596,0.662751,0.63789427,0.615183,0.594773,0.576821,0.561484,0.548918,0.539281,0.532698,0.529005,0.527861,0.528927,0.531862,0.5363233,0.5419715,0.54847,0.555464,0.562626,0.569612,0.576079,0.581688,0.586096,0.588964,0.589951,0.588714,0.584915,0.57822,0.568531,0.555977,0.540703,0.522852,0.502567,0.479991,0.455267,0.42854,0.39995,0.369643,0.3377611,0.3044473,0.269845,0.2340971,0.1973471,0.1597381,0.1214132,0.082516,0.043189,0.0035751,-0.036182,-0.036182,-0.037552,-0.038853,-0.040016,-0.040971,-0.041649,-0.04198,-0.041896,-0.0413267,-0.0402033,-0.038456,-0.036017,-0.032815,-0.0287817,-0.023848,-0.0179444,-0.01100162,-0.00295039,0.0062786,0.01675452,0.02854676,0.04172455,0.0563516,0.0723662,0.089584,0.107816,0.126872,0.1465625,0.166698,0.18708962,0.207547,0.2278808,0.247902,0.26742,0.286246,0.30419,0.321063,0.336676,0.350838,0.36336,0.374054,0.382825,0.389736,0.394867,0.398298,0.400109,0.400379,0.399187,0.396615,0.39274,0.387643,0.381404,0.374102,0.365817,0.356628,0.346616,0.3358589,0.3244376,0.3124315,0.2999203,0.286983,0.2737008,0.2601519,0.246416,0.232574,0.218705,0.204887,0.1912024,0.177729,0.164547,0.151737,0.139377,0.127547,0.1163276,0.1057979,0.0960296,0.0870265,0.0787585,0.071195,0.064305,0.058058,0.052423,0.047371,0.04287,0.038889,0.035398,0.032366,0.029764,0.0275592,0.025722,0.0242217,0.0230277,0.0221093,0.0214358,0.02097674,0.0207014,0.0205792,0.020579,0.020672,0.020825,0.021009
16,FERMT3,0,0,59.254,4.1611e-12,3.1495e-08,1.87119,1.8857563,1.90022,1.91448,1.92844,1.942,1.95506,1.9675,1.9793,1.9902,2.0003,2.0093,2.0173,2.024,2.0295,2.0335,2.0361,2.037,2.0362,2.0336,2.0292,2.0227,2.01411,2.00333,1.9902,1.9747,1.95674,1.93621,1.91326,1.88803,1.86066,1.83127,1.8,1.76698,1.732347,1.696234,1.658774,1.6201,1.580346,1.539644,1.49813,1.455935,1.413194,1.370039,1.326605,1.283025,1.23943,1.19596,1.15274,1.10991,1.0676,1.025945,0.985077,0.945131,0.90623929,0.868536,0.832154,0.797227,0.763889,0.732273,0.702512,0.674726,0.648887,0.624884,0.602602,0.581929,0.5627513,0.5449552,0.52843,0.513055,0.498724,0.485322,0.472734,0.460848,0.44955,0.438727,0.428265,0.418052,0.407973,0.39792,0.387829,0.377707,0.367554,0.357369,0.347157,0.336917,0.326652,0.316364,0.306053,0.295723,0.2853739,0.275008,0.264627,0.2542324,0.2438261,0.2334097,0.2229849,0.212553,0.202117,0.1916768,0.181235,0.181235,0.169431,0.157735,0.146256,0.135103,0.124384,0.114208,0.1046841,0.0959199,0.0880244,0.081106,0.075274,0.070636,0.0673009,0.0653775,0.0649744,0.06619997,0.06916294,0.0739718,0.08073528,0.08956182,0.10056006,0.1138298,0.1292755,0.14661,0.165538,0.185765,0.2069946,0.228932,0.25128275,0.273751,0.2960409,0.317858,0.338907,0.358893,0.37752,0.394493,0.409517,0.422297,0.432538,0.439945,0.44438,0.445966,0.444852,0.441186,0.435117,0.426796,0.416369,0.403987,0.389799,0.373952,0.356597,0.337882,0.317956,0.296968,0.275067,0.2524024,0.2291224,0.2053762,0.1813128,0.157081,0.1328301,0.1087087,0.084866,0.06145,0.038612,0.016498,-0.0047412,-0.024957,-0.044001,-0.061723,-0.077976,-0.092609,-0.1054744,-0.1164228,-0.125322,-0.1321814,-0.1370821,-0.140106,-0.141334,-0.140848,-0.13873,-0.135061,-0.129924,-0.123398,-0.115568,-0.106512,-0.096315,-0.085056,-0.0728179,-0.0596821,-0.0457302,-0.0310438,-0.0157044,0.00020619,0.0166065,0.0334149,0.05055,0.067929,0.085472,0.103097
17,PDLIM1,1,0,105.303,7.3011e-22,5.5313e-18,3.38111,3.4181738,3.45503,3.49147,3.52729,3.56228,3.59624,3.629,3.6602,3.6898,3.7176,3.7433,3.7667,3.7876,3.8059,3.8212,3.8335,3.8424,3.8478,3.8495,3.8473,3.84091,3.8302,3.81494,3.7949,3.7699,3.73979,3.70442,3.66405,3.61895,3.56939,3.51564,3.45796,3.39662,3.331885,3.264027,3.193312,3.120005,3.044373,2.966685,2.887205,2.806203,2.723944,2.640696,2.556726,2.472301,2.38769,2.30315,2.21896,2.13539,2.052691,1.971142,1.891007,1.812553,1.73604729,1.661756,1.589948,1.520888,1.454844,1.392084,1.332874,1.277458,1.225853,1.177939,1.133595,1.092702,1.0551388,1.0207849,0.98952,0.961223,0.935774,0.913053,0.892939,0.875311,0.86005,0.847034,0.836143,0.827257,0.820255,0.81502,0.811444,0.809456,0.808972,0.809915,0.812204,0.815761,0.820506,0.82636,0.833244,0.841079,0.8497847,0.8592829,0.869494,0.880339,0.8917384,0.9036132,0.9158841,0.928472,0.941297,0.954281,0.967344,0.967344,0.904422,0.841746,0.779564,0.718122,0.657666,0.598444,0.540701,0.484685,0.4306423,0.378819,0.329463,0.28282,0.2391364,0.1986595,0.1616357,0.12831165,0.09893406,0.0737496,0.05300477,0.03694637,0.02582101,0.0198605,0.0189679,0.022723,0.030693,0.042444,0.0575426,0.075555,0.09604881,0.11859,0.1427441,0.168079,0.194161,0.220556,0.246832,0.272554,0.297289,0.320604,0.342066,0.361242,0.377893,0.392103,0.403989,0.413668,0.421256,0.426871,0.430628,0.432644,0.433037,0.431923,0.429418,0.42564,0.420705,0.41473,0.407831,0.4001254,0.3917297,0.3827607,0.373335,0.363569,0.3535804,0.343485,0.3334,0.323441,0.313727,0.304372,0.295495,0.287211,0.279638,0.272892,0.26709,0.262349,0.2587844,0.2565141,0.2556422,0.2561666,0.2580319,0.261182,0.265562,0.271115,0.277785,0.285517,0.294255,0.303942,0.314524,0.325943,0.338145,0.351073,0.3646715,0.3788846,0.3936564,0.4089311,0.4246527,0.44076551,0.4572135,0.4739409,0.490892,0.50801,0.52524,0.542526
18,PBX1,1,0,67.909,6.2693e-14,4.7459e-10,1.54763,1.5787635,1.6098,1.64062,1.67113,1.70122,1.73079,1.7597,1.788,1.8153,1.8418,1.8672,1.8914,1.9144,1.936,1.9562,1.9748,1.9917,2.0069,2.0201,2.0314,2.04063,2.04764,2.05234,2.0546,2.0544,2.05163,2.04618,2.03825,2.02798,2.01556,2.00113,1.98486,1.96692,1.947465,1.926656,1.904659,1.881634,1.857745,1.833155,1.808025,1.782518,1.756797,1.731024,1.705362,1.679972,1.65502,1.63066,1.60707,1.58439,1.562805,1.542465,1.523536,1.506178,1.4905565,1.476832,1.465168,1.455726,1.448669,1.44416,1.442361,1.443405,1.447139,1.453238,1.461377,1.471228,1.4824677,1.4947684,1.5078,1.521251,1.53478,1.548067,1.560786,1.572611,1.583215,1.592273,1.59946,1.604448,1.606912,1.6065,1.603223,1.597104,1.58832,1.577011,1.563316,1.547377,1.529334,1.509326,1.487495,1.46398,1.4389223,1.4124613,1.384738,1.3558917,1.3260637,1.2953939,1.2640226,1.23209,1.199737,1.167103,1.134329,1.134329,1.123456,1.112553,1.101589,1.090532,1.079353,1.068021,1.0565048,1.0447741,1.0327981,1.020546,1.007988,0.995093,0.9818295,0.9681679,0.9540772,0.93952668,0.92448581,0.9089239,0.89281029,0.87611434,0.8588054,0.8408552,0.8222889,0.803184,0.78362,0.763677,0.7434347,0.722972,0.70237003,0.681707,0.6610639,0.64052,0.620154,0.600047,0.580278,0.560927,0.542073,0.523797,0.506178,0.489295,0.473191,0.457846,0.443235,0.42933,0.416107,0.403539,0.391601,0.380266,0.369508,0.359302,0.349621,0.34044,0.331733,0.323473,0.315635,0.3081929,0.3011205,0.294392,0.2879813,0.281863,0.27601,0.2703974,0.264999,0.259788,0.25474,0.249828,0.2450265,0.240309,0.23565,0.231023,0.226403,0.221764,0.2170785,0.212322,0.2074702,0.202518,0.1974691,0.192328,0.187098,0.181783,0.176388,0.170917,0.165373,0.159761,0.154084,0.148347,0.142553,0.1367074,0.1308133,0.124875,0.1188964,0.1128816,0.1068345,0.10075933,0.09466,0.0885405,0.082405,0.076257,0.070102,0.063942
19,ST6GAL2,0,0,50.648,2.6437e-10,2.0003e-06,-0.16202,-0.0076651,0.14625,0.29928,0.45098,0.60091,0.74863,0.8937,1.0357,1.1741,1.3085,1.4386,1.5637,1.6836,1.7977,1.9056,2.0068,2.101,2.1877,2.2664,2.3367,2.39813,2.45029,2.49271,2.525,2.5466,2.55716,2.55655,2.5453,2.524,2.49325,2.45364,2.40579,2.35028,2.287727,2.21872,2.143861,2.063751,1.97899,1.890176,1.797911,1.702793,1.605422,1.506399,1.406324,1.305795,1.20541,1.10578,1.00749,0.91115,0.817349,0.726698,0.639792,0.557232,0.47961788,0.407548,0.341624,0.282444,0.230609,0.186718,0.151371,0.125094,0.107656,0.098384,0.096599,0.101623,0.1127767,0.1293819,0.15076,0.176232,0.20512,0.236744,0.270427,0.30549,0.341253,0.37704,0.412169,0.445965,0.477746,0.50685,0.53301,0.556341,0.576989,0.595094,0.610798,0.624241,0.635565,0.644912,0.652422,0.658237,0.6624979,0.6653462,0.666923,0.6673698,0.6668277,0.665438,0.6633419,0.660681,0.657596,0.6542284,0.65072,0.65072,0.617398,0.58418,0.551166,0.518461,0.486166,0.454385,0.4232191,0.3927722,0.3631466,0.334445,0.30677,0.280224,0.2549105,0.2309313,0.2083893,0.18738729,0.16802784,0.1504136,0.13464733,0.12083159,0.10906907,0.0994566,0.0919622,0.086427,0.082687,0.080578,0.0799356,0.080596,0.08239617,0.085171,0.088756,0.092988,0.097702,0.102735,0.107923,0.113101,0.118105,0.122772,0.126936,0.130436,0.133176,0.135176,0.136469,0.137088,0.137065,0.136432,0.135222,0.133468,0.131201,0.128454,0.125259,0.121649,0.117657,0.113314,0.108654,0.1037076,0.0985085,0.0930886,0.0874806,0.081717,0.0758293,0.069851,0.063814,0.057751,0.051694,0.045676,0.0397285,0.033885,0.028177,0.022637,0.017298,0.012193,0.0073523,0.0028099,-0.0014054,-0.0052925,-0.0088645,-0.012134,-0.015115,-0.017821,-0.020263,-0.022457,-0.024413,-0.026147,-0.02767,-0.028997,-0.03014,-0.0311116,-0.031926,-0.0325959,-0.0331345,-0.033555,-0.0338704,-0.03409384,-0.0342385,-0.0343175,-0.034344,-0.034331,-0.034292,-0.03424
