,Gene,StatisticsValue,P-value,Adj P-value,Group6_PT_1,Group6_PT_0.99,Group6_PT_0.98,Group6_PT_0.97,Group6_PT_0.96,Group6_PT_0.95,Group6_PT_0.94,Group6_PT_0.93,Group6_PT_0.92,Group6_PT_0.91,Group6_PT_0.9,Group6_PT_0.89,Group6_PT_0.88,Group6_PT_0.87,Group6_PT_0.86,Group6_PT_0.85,Group6_PT_0.84,Group6_PT_0.83,Group6_PT_0.82,Group6_PT_0.81,Group6_PT_0.8,Group6_PT_0.79,Group6_PT_0.78,Group6_PT_0.77,Group6_PT_0.76,Group6_PT_0.75,Group6_PT_0.74,Group6_PT_0.73,Group6_PT_0.72,Group6_PT_0.71,Group6_PT_0.7,Group6_PT_0.69,Group6_PT_0.68,Group6_PT_0.67,Group6_PT_0.66,Group6_PT_0.65,Group6_PT_0.64,Group6_PT_0.63,Group6_PT_0.62,Group6_PT_0.61,Group6_PT_0.6,Group6_PT_0.59,Group6_PT_0.58,Group6_PT_0.57,Group6_PT_0.56,Group6_PT_0.55,Group6_PT_0.54,Group6_PT_0.53,Group6_PT_0.52,Group6_PT_0.51,Group6_PT_0.5,Group6_PT_0.49,Group6_PT_0.48,Group6_PT_0.47,Group6_PT_0.46,Group6_PT_0.45,Group6_PT_0.44,Group6_PT_0.43,Group6_PT_0.42,Group6_PT_0.41,Group6_PT_0.4,Group6_PT_0.39,Group6_PT_0.38,Group6_PT_0.37,Group6_PT_0.36,Group6_PT_0.35,Group6_PT_0.34,Group6_PT_0.33,Group6_PT_0.32,Group6_PT_0.31,Group6_PT_0.3,Group6_PT_0.29,Group6_PT_0.28,Group6_PT_0.27,Group6_PT_0.26,Group6_PT_0.25,Group6_PT_0.24,Group6_PT_0.23,Group6_PT_0.22,Group6_PT_0.21,Group6_PT_0.2,Group6_PT_0.19,Group6_PT_0.18,Group6_PT_0.17,Group6_PT_0.16,Group6_PT_0.15,Group6_PT_0.14,Group6_PT_0.13,Group6_PT_0.12,Group6_PT_0.11,Group6_PT_0.1,Group6_PT_0.09,Group6_PT_0.08,Group6_PT_0.07,Group6_PT_0.06,Group6_PT_0.05,Group6_PT_0.04,Group6_PT_0.03,Group6_PT_0.02,Group6_PT_0.01,Group6_PT_0,Group9_PT_0,Group9_PT_0.01,Group9_PT_0.02,Group9_PT_0.03,Group9_PT_0.04,Group9_PT_0.05,Group9_PT_0.06,Group9_PT_0.07,Group9_PT_0.08,Group9_PT_0.09,Group9_PT_0.1,Group9_PT_0.11,Group9_PT_0.12,Group9_PT_0.13,Group9_PT_0.14,Group9_PT_0.15,Group9_PT_0.16,Group9_PT_0.17,Group9_PT_0.18,Group9_PT_0.19,Group9_PT_0.2,Group9_PT_0.21,Group9_PT_0.22,Group9_PT_0.23,Group9_PT_0.24,Group9_PT_0.25,Group9_PT_0.26,Group9_PT_0.27,Group9_PT_0.28,Group9_PT_0.29,Group9_PT_0.3,Group9_PT_0.31,Group9_PT_0.32,Group9_PT_0.33,Group9_PT_0.34,Group9_PT_0.35,Group9_PT_0.36,Group9_PT_0.37,Group9_PT_0.38,Group9_PT_0.39,Group9_PT_0.4,Group9_PT_0.41,Group9_PT_0.42,Group9_PT_0.43,Group9_PT_0.44,Group9_PT_0.45,Group9_PT_0.46,Group9_PT_0.47,Group9_PT_0.48,Group9_PT_0.49,Group9_PT_0.5,Group9_PT_0.51,Group9_PT_0.52,Group9_PT_0.53,Group9_PT_0.54,Group9_PT_0.55,Group9_PT_0.56,Group9_PT_0.57,Group9_PT_0.58,Group9_PT_0.59,Group9_PT_0.6,Group9_PT_0.61,Group9_PT_0.62,Group9_PT_0.63,Group9_PT_0.64,Group9_PT_0.65,Group9_PT_0.66,Group9_PT_0.67,Group9_PT_0.68,Group9_PT_0.69,Group9_PT_0.7,Group9_PT_0.71,Group9_PT_0.72,Group9_PT_0.73,Group9_PT_0.74,Group9_PT_0.75,Group9_PT_0.76,Group9_PT_0.77,Group9_PT_0.78,Group9_PT_0.79,Group9_PT_0.8,Group9_PT_0.81,Group9_PT_0.82,Group9_PT_0.83,Group9_PT_0.84,Group9_PT_0.85,Group9_PT_0.86,Group9_PT_0.87,Group9_PT_0.88,Group9_PT_0.89,Group9_PT_0.9,Group9_PT_0.91,Group9_PT_0.92,Group9_PT_0.93,Group9_PT_0.94,Group9_PT_0.95,Group9_PT_0.96,Group9_PT_0.97,Group9_PT_0.98,Group9_PT_0.99,Group9_PT_1
0,Glrx5,32.243,1.7066e-06,0.047998,1.4285793,1.419559,1.4105240000000001,1.401463,1.3923608,1.3832046,1.373981,1.364675,1.355275,1.345766,1.336135,1.3263691,1.3164537,1.306376,1.296121,1.2856773,1.27503,1.264166,1.253071,1.241732,1.230136,1.218268,1.206116,1.193666,1.180904,1.16782,1.15439,1.14061,1.12647,1.11194,1.09702,1.0817,1.06596,1.049778,1.033152,1.016066,0.998505,0.980456,0.9619057,0.94284,0.923246,0.9031095,0.8824173,0.861156,0.839311,0.81687,0.793819,0.770145,0.745833,0.7208708,0.6952443,0.66894,0.641944,0.614244,0.585825,0.5566736,0.526777,0.496121,0.464693,0.432478,0.399464,0.3656359,0.330981,0.295607,0.26008,0.2250531,0.191207,0.15920401,0.1297117,0.1032019,0.079428,0.0579781,0.038441,0.020404,0.0034612,-0.012631,-0.0279158,-0.0424263,-0.0561947,-0.069253,-0.081634,-0.0933689,-0.104491,-0.11503215,-0.125025,-0.1345009,-0.1434931,-0.152033,-0.1601543,-0.167888,-0.175266,-0.182322,-0.1890877,-0.195595,-0.201876,-0.207964,-0.21389,-0.2196877,-0.2253882,-0.231024,-0.2366278,-0.2366278,-0.228183,-0.2197774,-0.2114503,-0.2032407,-0.1951881,-0.1873315,-0.17971,-0.172363,-0.16533,-0.15865,-0.152362,-0.146505,-0.141119,-0.136242,-0.131915,-0.128176,-0.125064,-0.122618,-0.120879,-0.119884,-0.1196743,-0.120288,-0.121764,-0.124141,-0.12746,-0.13176,-0.13707,-0.143273,-0.150132,-0.157404,-0.164848,-0.1722199,-0.1793164,-0.186095,-0.192558,-0.198707,-0.204545,-0.210074,-0.215296,-0.220216,-0.224838,-0.229168,-0.23321,-0.236971,-0.240454,-0.243665,-0.246607,-0.249287,-0.25171,-0.25388,-0.255802,-0.257481,-0.258922,-0.26013097,-0.261112,-0.2618692,-0.262409,-0.262735,-0.262854,-0.262769,-0.262486,-0.26201,-0.261346,-0.260498,-0.259472,-0.258272,-0.256904,-0.255373,-0.253682,-0.251839,-0.249846,-0.24771,-0.2454355,-0.243027,-0.24049,-0.237828,-0.235048,-0.232154,-0.229151,-0.226044,-0.222837,-0.2195368,-0.2161472,-0.212673,-0.20912,-0.205493,-0.201796,-0.198035,-0.194214,-0.190339,-0.186414,-0.182444,-0.178435,-0.174392,-0.170318,-0.16622,-0.162102,-0.1579693,-0.1538265,-0.149679
1,Isg20,39.534,5.4045e-08,0.001521,2.1004769,2.064202,2.027932,1.991673,1.9554308,1.9192105,1.883018,1.846858,1.810736,1.774659,1.738631,1.7026573,1.6667445,1.630898,1.595122,1.5594234,1.523807,1.488279,1.452844,1.417507,1.382275,1.347153,1.312147,1.277261,1.242501,1.20787,1.17338,1.13903,1.10484,1.07079,1.0369,1.00318,0.96963,0.936254,0.903059,0.870051,0.837236,0.804618,0.7722029,0.74,0.708005,0.6762324,0.6446852,0.613369,0.582288,0.551449,0.520858,0.490518,0.460437,0.43062,0.4010716,0.371798,0.342804,0.314096,0.285679,0.2575581,0.22974,0.202228,0.17503,0.148151,0.121595,0.0953691,0.069478,0.044011,0.019367,-0.0039792,-0.025556,-0.04488949,-0.0615075,-0.0751128,-0.086056,-0.09483774,-0.101957,-0.107914,-0.1132022,-0.118105,-0.1226528,-0.1268589,-0.1307378,-0.134304,-0.137571,-0.140554,-0.1432665,-0.14572308,-0.147938,-0.149925,-0.1516987,-0.153273,-0.1546631,-0.155882,-0.156945,-0.157865,-0.1586574,-0.159336,-0.159915,-0.160408,-0.160831,-0.1611966,-0.1615195,-0.161814,-0.1620942,-0.1620942,-0.15100609,-0.1399925,-0.1291279,-0.1184868,-0.1081437,-0.0981731,-0.08865,-0.079648,-0.071242,-0.063506,-0.056516,-0.0503451,-0.045068,-0.04076,-0.037495,-0.035347,-0.034392,-0.034703,-0.036355,-0.039423,-0.0439807,-0.050103,-0.057865,-0.06734,-0.078603,-0.091729,-0.106755,-0.123112,-0.139726,-0.155509,-0.169373,-0.1802319,-0.1872721,-0.190882,-0.191775,-0.190666,-0.188268,-0.185295,-0.182349,-0.179556,-0.176914,-0.174418,-0.17207,-0.169861,-0.167793,-0.165863,-0.164069,-0.162407,-0.160875,-0.15947,-0.158191,-0.157034,-0.155997,-0.15507846,-0.154275,-0.1535832,-0.153002,-0.152528,-0.15216,-0.151894,-0.151728,-0.151659,-0.151686,-0.151805,-0.152015,-0.152312,-0.152694,-0.153158,-0.153703,-0.154325,-0.155022,-0.155792,-0.1566318,-0.157539,-0.158512,-0.159547,-0.160642,-0.161794,-0.163002,-0.164262,-0.165572,-0.1669301,-0.1683329,-0.169778,-0.171264,-0.172786,-0.174344,-0.175935,-0.177555,-0.179203,-0.180876,-0.182572,-0.184287,-0.18602,-0.187768,-0.189529,-0.1913,-0.1930777,-0.1948608,-0.196646
2,Spta1,54.419,4.2995e-11,1.2112e-06,2.7091289,2.666706,2.624283,2.58186,2.5394381,2.4970161,2.454595,2.412174,2.369753,2.327333,2.284915,2.2424966,2.2000796,2.157664,2.115249,2.0728355,2.030423,1.988013,1.945603,1.903196,1.86079,1.818386,1.775984,1.733584,1.691186,1.64879,1.6064,1.564,1.52162,1.47923,1.43685,1.39446,1.35209,1.30971,1.267338,1.224968,1.182602,1.140239,1.0978788,1.0555,1.01317,0.9708203,0.9284747,0.886133,0.843795,0.801461,0.759131,0.716805,0.674483,0.6321661,0.5898532,0.547545,0.505241,0.462942,0.420647,0.3783577,0.336073,0.293793,0.251519,0.20925,0.166986,0.1247271,0.082474,0.04048,-5.4709e-05,-0.0377079,-0.071058,-0.09868321,-0.1191617,-0.1316352,-0.137318,-0.13790273,-0.13508,-0.130542,-0.125957,-0.122249,-0.1194357,-0.1174817,-0.116351,-0.116008,-0.116417,-0.1175414,-0.1193463,-0.12179559,-0.124853,-0.1284841,-0.1326517,-0.137321,-0.1424547,-0.148018,-0.153976,-0.160292,-0.1669294,-0.173854,-0.181028,-0.188418,-0.195986,-0.2036981,-0.2115172,-0.219408,-0.2273344,-0.2273344,-0.21453802,-0.2018198,-0.189258,-0.1769307,-0.1649161,-0.1532924,-0.142138,-0.13153,-0.121548,-0.11227,-0.103774,-0.0961372,-0.089439,-0.083757,-0.079169,-0.075754,-0.07359,-0.072756,-0.073328,-0.075386,-0.0790071,-0.08427,-0.091253,-0.100035,-0.110692,-0.123304,-0.137909,-0.153888,-0.170079,-0.185302,-0.198378,-0.20813,-0.213681,-0.215473,-0.214304,-0.210974,-0.206283,-0.201029,-0.195887,-0.190996,-0.186351,-0.181949,-0.17779,-0.173857,-0.170159,-0.166686,-0.163436,-0.160403,-0.157585,-0.154976,-0.152573,-0.150371,-0.148367,-0.14655605,-0.144934,-0.1434975,-0.142242,-0.141163,-0.140257,-0.139519,-0.138946,-0.138533,-0.138277,-0.138172,-0.138216,-0.138404,-0.138731,-0.139194,-0.139789,-0.140512,-0.141357,-0.142322,-0.1434024,-0.144593,-0.145892,-0.147292,-0.148792,-0.150386,-0.152071,-0.153842,-0.155695,-0.1576264,-0.1596318,-0.161707,-0.163848,-0.166051,-0.168311,-0.170625,-0.172988,-0.175397,-0.177846,-0.180333,-0.182852,-0.185401,-0.187974,-0.190567,-0.193177,-0.1957993,-0.1984298,-0.201064
3,Ybx3,45.531,3.0836e-09,8.6839e-05,2.3273834,2.2606,2.193869,2.127242,2.0607724,1.9945113,1.928511,1.862825,1.797504,1.732601,1.668167,1.6042563,1.5409198,1.47821,1.416179,1.3548792,1.294363,1.234682,1.175889,1.118036,1.061175,1.005359,0.950639,0.897069,0.844699,0.79358,0.74377,0.69532,0.64828,0.6027,0.55863,0.51613,0.47525,0.436043,0.398557,0.362847,0.328965,0.296963,0.2668932,0.23881,0.212759,0.1887997,0.1669813,0.147356,0.129977,0.114895,0.102164,0.091835,0.08396,0.0785925,0.0757837,0.075586,0.078052,0.083233,0.091183,0.1019519,0.115594,0.13216,0.151703,0.174275,0.199928,0.2287149,0.260687,0.295506,0.33137,0.3661321,0.397652,0.42378335,0.4423835,0.45198,0.453573,0.44873181,0.439025,0.426021,0.4112705,0.395657,0.3792594,0.3621104,0.3442407,0.325682,0.306465,0.2866213,0.2661826,0.24517985,0.223645,0.2016079,0.1791013,0.156156,0.1328036,0.109075,0.085002,0.060616,0.0359473,0.011028,-0.01411,-0.039436,-0.064919,-0.0905275,-0.1162298,-0.141995,-0.167791,-0.167791,-0.18096883,-0.1941227,-0.2072284,-0.2202621,-0.2331996,-0.2460169,-0.25869,-0.271195,-0.283507,-0.295604,-0.30746,-0.3190511,-0.330354,-0.341345,-0.351999,-0.362292,-0.372201,-0.381702,-0.390769,-0.39938,-0.4075105,-0.415136,-0.422233,-0.428777,-0.434744,-0.44011,-0.444847,-0.448862,-0.452009,-0.454138,-0.455102,-0.4547522,-0.4530107,-0.450109,-0.446361,-0.442083,-0.437588,-0.433192,-0.42916,-0.425541,-0.42233,-0.419519,-0.4171,-0.415071,-0.41342,-0.412142,-0.411232,-0.41068,-0.410482,-0.410629,-0.411116,-0.411936,-0.413081,-0.41454521,-0.416322,-0.4184032,-0.420783,-0.423455,-0.426413,-0.429648,-0.433155,-0.436926,-0.440955,-0.445236,-0.44976,-0.454522,-0.459515,-0.464732,-0.470166,-0.47581,-0.481658,-0.487703,-0.4939375,-0.500355,-0.50695,-0.513714,-0.520641,-0.527724,-0.534956,-0.542331,-0.549841,-0.5574805,-0.5652421,-0.573119,-0.581104,-0.589192,-0.597374,-0.605645,-0.613996,-0.622423,-0.630918,-0.639473,-0.648083,-0.65674,-0.665438,-0.67417,-0.682929,-0.6917087,-0.7005017,-0.709302
4,Trim10,45.199,3.6151e-09,0.0001018,3.0375975,2.966535,2.895504,2.824536,2.7536627,2.6829158,2.612327,2.541927,2.471748,2.401822,2.33218,2.2628535,2.1938743,2.125274,2.057084,1.9893359,1.922061,1.855292,1.789059,1.723394,1.658329,1.593896,1.530125,1.467049,1.404699,1.34311,1.2823,1.22232,1.16319,1.10494,1.04761,0.99123,0.93582,0.881429,0.828075,0.775795,0.724619,0.674581,0.6257096,0.57804,0.531598,0.4864202,0.4425369,0.399979,0.358779,0.318968,0.280577,0.243639,0.208184,0.1742439,0.1418509,0.111036,0.081832,0.054268,0.028378,0.0041928,-0.018257,-0.038938,-0.05782,-0.074872,-0.090061,-0.1033556,-0.114725,-0.124175,-0.13186,-0.1379575,-0.142658,-0.14614335,-0.1485986,-0.1502056,-0.151137,-0.15156337,-0.151656,-0.151584,-0.1515176,-0.151549,-0.1516793,-0.1519051,-0.1522222,-0.152627,-0.153115,-0.153682,-0.1543248,-0.1550391,-0.155821,-0.1566663,-0.1575712,-0.158532,-0.1595439,-0.160604,-0.161707,-0.16285,-0.1640294,-0.16524,-0.166479,-0.167741,-0.169023,-0.1703213,-0.1716314,-0.172949,-0.1742713,-0.1742713,-0.16541769,-0.1566185,-0.1479282,-0.1394011,-0.1310916,-0.1230543,-0.115343,-0.108013,-0.101119,-0.094714,-0.088853,-0.0835907,-0.078981,-0.075079,-0.071939,-0.069615,-0.068162,-0.067634,-0.068085,-0.06957,-0.0721435,-0.07586,-0.080773,-0.086937,-0.094408,-0.103239,-0.11346,-0.124689,-0.136204,-0.147273,-0.157164,-0.1651446,-0.1706645,-0.173962,-0.175488,-0.175697,-0.17504,-0.17397,-0.172869,-0.171817,-0.170812,-0.169855,-0.16894,-0.168079,-0.167258,-0.166481,-0.165748,-0.165057,-0.164407,-0.163798,-0.163229,-0.162699,-0.162208,-0.16175388,-0.161337,-0.1609556,-0.16061,-0.160298,-0.16002,-0.159775,-0.159561,-0.159379,-0.159227,-0.159105,-0.159012,-0.158946,-0.158908,-0.158896,-0.158909,-0.158948,-0.15901,-0.159096,-0.1592034,-0.159333,-0.159483,-0.159653,-0.159843,-0.160051,-0.160276,-0.160518,-0.160776,-0.1610495,-0.1613372,-0.161638,-0.161953,-0.162279,-0.162616,-0.162963,-0.163321,-0.163687,-0.164061,-0.164442,-0.164829,-0.165223,-0.165621,-0.166023,-0.166428,-0.1668353,-0.1672444,-0.167654
5,E2f2,55.816,2.1913e-11,6.1739e-07,2.9475691,2.895755,2.843948,2.792152,2.7403757,2.688624,2.636903,2.58522,2.53358,2.48199,2.430456,2.3789845,2.327581,2.276252,2.225004,2.1738433,2.122776,2.071808,2.020945,1.970195,1.919562,1.869054,1.818677,1.768437,1.718339,1.66839,1.6186,1.56897,1.5195,1.47021,1.42111,1.37218,1.32345,1.274924,1.226599,1.178485,1.130589,1.082917,1.0354749,0.98827,0.941306,0.8945914,0.8481319,0.801934,0.756003,0.710345,0.664968,0.619877,0.575078,0.5305769,0.4863811,0.442496,0.398928,0.355684,0.312769,0.2701902,0.227953,0.186065,0.14453,0.103357,0.06255,0.0221167,-0.017937,-0.057367,-0.095035,-0.129595,-0.159701,-0.18400754,-0.2011681,-0.2103859,-0.212884,-0.21035057,-0.204473,-0.196939,-0.1894151,-0.18282,-0.1771705,-0.1724288,-0.168557,-0.165517,-0.163272,-0.1617832,-0.1610129,-0.16092354,-0.161477,-0.1626359,-0.1643621,-0.166618,-0.1693652,-0.172566,-0.176184,-0.180179,-0.1845154,-0.189154,-0.194057,-0.199188,-0.204507,-0.2099778,-0.215562,-0.221222,-0.2269194,-0.2269194,-0.21674038,-0.2066162,-0.1966017,-0.1867518,-0.1771214,-0.1677653,-0.158738,-0.150095,-0.141892,-0.134181,-0.12702,-0.1204617,-0.114562,-0.109376,-0.104957,-0.101362,-0.098644,-0.096859,-0.096062,-0.096307,-0.0976496,-0.100144,-0.103846,-0.108809,-0.115089,-0.122741,-0.131792,-0.141817,-0.152018,-0.161585,-0.169707,-0.1755745,-0.1785881,-0.179061,-0.177553,-0.174625,-0.17084,-0.166756,-0.162849,-0.159213,-0.155845,-0.152739,-0.14989,-0.147299,-0.144956,-0.142858,-0.141,-0.139379,-0.137989,-0.136827,-0.135887,-0.135166,-0.134659,-0.13436152,-0.134269,-0.1343767,-0.134681,-0.135176,-0.135859,-0.136725,-0.137768,-0.138986,-0.140373,-0.141925,-0.143637,-0.145505,-0.147525,-0.149692,-0.152002,-0.154449,-0.157031,-0.159741,-0.1625765,-0.165532,-0.168604,-0.171787,-0.175077,-0.178469,-0.18196,-0.185544,-0.189217,-0.1929752,-0.1968134,-0.200727,-0.204713,-0.208765,-0.212879,-0.217051,-0.221277,-0.225552,-0.229872,-0.234231,-0.238627,-0.243053,-0.247506,-0.251982,-0.256475,-0.2609817,-0.2654973,-0.270017
6,Ptp4a3,44.25,5.6929e-09,0.00016029,3.1852851,3.103296,3.02135,2.939488,2.8577538,2.7761887,2.694835,2.613736,2.532933,2.45247,2.372387,2.2927281,2.2135351,2.13485,2.056716,1.9791752,1.902269,1.826042,1.750534,1.675788,1.601848,1.528754,1.45655,1.385278,1.314981,1.2457,1.17748,1.11036,1.04438,0.97959,0.91603,0.85373,0.79275,0.733131,0.674906,0.61812,0.562817,0.509039,0.4568288,0.40623,0.357279,0.3100241,0.2645061,0.220767,0.17885,0.138796,0.100648,0.064449,0.030241,-0.0019342,-0.0320336,-0.060015,-0.085836,-0.109455,-0.130829,-0.149915,-0.166672,-0.181056,-0.193026,-0.202539,-0.209553,-0.2140259,-0.215915,-0.215309,-0.21279,-0.2090697,-0.204835,-0.20079002,-0.1976346,-0.1958804,-0.195347,-0.19569545,-0.196586,-0.197678,-0.1986386,-0.199284,-0.1996147,-0.1996447,-0.1993859,-0.198851,-0.198053,-0.1970031,-0.1957151,-0.19420124,-0.192474,-0.1905459,-0.1884295,-0.186137,-0.1836822,-0.181076,-0.178332,-0.175463,-0.1724805,-0.169398,-0.166227,-0.162981,-0.159672,-0.1563134,-0.1529167,-0.149495,-0.1460608,-0.1460608,-0.15472545,-0.1633559,-0.171918,-0.1803774,-0.1887001,-0.1968517,-0.204798,-0.212505,-0.219939,-0.227064,-0.233848,-0.2402549,-0.246252,-0.251804,-0.256877,-0.261438,-0.265451,-0.268882,-0.271698,-0.273865,-0.2753466,-0.27611,-0.276122,-0.275346,-0.27375,-0.271299,-0.267965,-0.263838,-0.259099,-0.253935,-0.248532,-0.2430761,-0.2377288,-0.232543,-0.227544,-0.222755,-0.218201,-0.213905,-0.209888,-0.20615,-0.202686,-0.199492,-0.19656,-0.193895,-0.191483,-0.189323,-0.187409,-0.185738,-0.184305,-0.183105,-0.182134,-0.181387,-0.180859,-0.18054604,-0.180444,-0.1805471,-0.180852,-0.181353,-0.182046,-0.182927,-0.183991,-0.185233,-0.186649,-0.188235,-0.189984,-0.191894,-0.19396,-0.196176,-0.198539,-0.201043,-0.203685,-0.206459,-0.2093614,-0.212387,-0.215532,-0.218791,-0.22216,-0.225634,-0.229209,-0.232879,-0.236641,-0.2404904,-0.2444217,-0.248431,-0.252513,-0.256664,-0.260879,-0.265153,-0.269483,-0.273862,-0.278287,-0.282754,-0.287257,-0.291792,-0.296354,-0.30094,-0.305543,-0.3101608,-0.3147873,-0.319418
7,Oaz1,50.156,3.3506e-10,9.4379e-06,3.1374957,3.063421,2.989385,2.915426,2.8415852,2.7678999,2.694409,2.621153,2.548169,2.475496,2.403175,2.331243,2.2597397,2.188704,2.118175,2.0481915,1.978792,1.910017,1.841904,1.774492,1.707821,1.641929,1.576855,1.512638,1.449318,1.38693,1.32552,1.26512,1.20578,1.14752,1.0904,1.03444,0.9797,0.926196,0.873981,0.823092,0.773566,0.725442,0.678761,0.63356,0.589879,0.5477569,0.5072322,0.468344,0.431132,0.395634,0.361889,0.329937,0.299817,0.2715663,0.2452255,0.220833,0.198428,0.178049,0.159735,0.1435258,0.129459,0.117575,0.107912,0.100509,0.095405,0.0926394,0.09225,0.094084,0.09726,0.1007314,0.10345,0.10436749,0.1024359,0.096928,0.088298,0.07727256,0.064577,0.050937,0.03707,0.023375,0.0098672,-0.0034603,-0.0166152,-0.029605,-0.042437,-0.0551196,-0.0676593,-0.08006396,-0.092341,-0.1044981,-0.1165425,-0.128482,-0.1403239,-0.152076,-0.163745,-0.175339,-0.1868661,-0.198333,-0.209747,-0.221116,-0.232448,-0.2437497,-0.2550288,-0.266293,-0.2775496,-0.2775496,-0.28155708,-0.2855937,-0.2896889,-0.2938717,-0.2981714,-0.3026172,-0.307238,-0.312064,-0.317124,-0.322446,-0.328061,-0.3339977,-0.340285,-0.346952,-0.354028,-0.361543,-0.369525,-0.378004,-0.387009,-0.39657,-0.4067147,-0.417474,-0.428875,-0.440949,-0.453725,-0.467231,-0.481464,-0.495878,-0.509479,-0.521258,-0.530207,-0.5353191,-0.5358724,-0.532395,-0.525755,-0.516818,-0.506452,-0.495524,-0.484766,-0.474327,-0.464203,-0.454388,-0.44488,-0.435665,-0.426746,-0.418116,-0.409769,-0.4017,-0.393903,-0.386373,-0.379106,-0.372095,-0.365336,-0.35882344,-0.352552,-0.3465163,-0.340711,-0.335132,-0.329772,-0.324628,-0.319693,-0.314962,-0.310431,-0.306094,-0.301945,-0.29798,-0.294193,-0.290579,-0.287132,-0.283849,-0.280722,-0.277748,-0.2749198,-0.272234,-0.269684,-0.267265,-0.264972,-0.262799,-0.260742,-0.258795,-0.256952,-0.2552096,-0.2535612,-0.252002,-0.250527,-0.24913,-0.247806,-0.246551,-0.245359,-0.244224,-0.243142,-0.242107,-0.241113,-0.240157,-0.239232,-0.238333,-0.237455,-0.2365931,-0.2357414,-0.234895
8,Cd24a,109.111,1.1259e-22,3.1752e-18,3.3941457,3.366137,3.338094,3.309981,3.2817631,3.2534059,3.224874,3.196134,3.167149,3.137885,3.108307,3.0783802,3.04807,3.017341,2.986159,2.9544889,2.922295,2.889544,2.8562,2.822228,2.787593,2.752261,2.716196,2.679364,2.64173,2.60326,2.56392,2.52367,2.48248,2.44031,2.39713,2.3529,2.3076,2.261174,2.2136,2.164841,2.114861,2.063626,2.0111004,1.9572,1.902038,1.8454322,1.7873962,1.727895,1.666895,1.60436,1.540256,1.474547,1.4072,1.3381781,1.2674475,1.194973,1.12072,1.044654,0.966739,0.8869408,0.805225,0.721555,0.635898,0.548218,0.458481,0.3666506,0.272693,0.177277,0.083702,-0.0041198,-0.082274,-0.14684879,-0.1939296,-0.2210889,-0.231364,-0.22905059,-0.218443,-0.203835,-0.189466,-0.177672,-0.1684876,-0.1618078,-0.1575285,-0.155545,-0.155754,-0.1580497,-0.1623285,-0.16848598,-0.176418,-0.1860193,-0.1971865,-0.209815,-0.2237998,-0.239037,-0.255423,-0.272852,-0.2912206,-0.310424,-0.330358,-0.350918,-0.372,-0.3935,-0.4153126,-0.437334,-0.4594598,-0.4594598,-0.43970863,-0.4200692,-0.4006534,-0.3815729,-0.3629394,-0.3448648,-0.327461,-0.310839,-0.295112,-0.280391,-0.266787,-0.2544126,-0.24338,-0.2338,-0.225785,-0.219446,-0.214896,-0.212246,-0.211608,-0.213093,-0.2168142,-0.222882,-0.231409,-0.242507,-0.256288,-0.272863,-0.292283,-0.313602,-0.335045,-0.354814,-0.37111,-0.382136,-0.3865666,-0.385136,-0.379138,-0.369866,-0.358613,-0.346673,-0.335138,-0.324228,-0.313935,-0.304246,-0.29515,-0.286646,-0.278712,-0.271344,-0.264529,-0.258259,-0.252522,-0.247309,-0.242609,-0.238411,-0.234707,-0.23148449,-0.228734,-0.2264461,-0.224609,-0.223214,-0.22225,-0.221706,-0.221573,-0.221841,-0.222498,-0.223535,-0.224942,-0.226707,-0.228822,-0.231275,-0.234057,-0.237157,-0.240565,-0.244271,-0.2482636,-0.252534,-0.257071,-0.261864,-0.266904,-0.27218,-0.277681,-0.283398,-0.289321,-0.2954383,-0.3017405,-0.308217,-0.314858,-0.321653,-0.328591,-0.335663,-0.342858,-0.350166,-0.357577,-0.36508,-0.372665,-0.380322,-0.388041,-0.39581,-0.403621,-0.411463,-0.4193252,-0.427198
