,Gene,StatisticsValue,P-value,Adj P-value,Group6_PT_0,Group6_PT_0.01,Group6_PT_0.02,Group6_PT_0.03,Group6_PT_0.04,Group6_PT_0.05,Group6_PT_0.06,Group6_PT_0.07,Group6_PT_0.08,Group6_PT_0.09,Group6_PT_0.1,Group6_PT_0.11,Group6_PT_0.12,Group6_PT_0.13,Group6_PT_0.14,Group6_PT_0.15,Group6_PT_0.16,Group6_PT_0.17,Group6_PT_0.18,Group6_PT_0.19,Group6_PT_0.2,Group6_PT_0.21,Group6_PT_0.22,Group6_PT_0.23,Group6_PT_0.24,Group6_PT_0.25,Group6_PT_0.26,Group6_PT_0.27,Group6_PT_0.28,Group6_PT_0.29,Group6_PT_0.3,Group6_PT_0.31,Group6_PT_0.32,Group6_PT_0.33,Group6_PT_0.34,Group6_PT_0.35,Group6_PT_0.36,Group6_PT_0.37,Group6_PT_0.38,Group6_PT_0.39,Group6_PT_0.4,Group6_PT_0.41,Group6_PT_0.42,Group6_PT_0.43,Group6_PT_0.44,Group6_PT_0.45,Group6_PT_0.46,Group6_PT_0.47,Group6_PT_0.48,Group6_PT_0.49,Group6_PT_0.5,Group6_PT_0.51,Group6_PT_0.52,Group6_PT_0.53,Group6_PT_0.54,Group6_PT_0.55,Group6_PT_0.56,Group6_PT_0.57,Group6_PT_0.58,Group6_PT_0.59,Group6_PT_0.6,Group6_PT_0.61,Group6_PT_0.62,Group6_PT_0.63,Group6_PT_0.64,Group6_PT_0.65,Group6_PT_0.66,Group6_PT_0.67,Group6_PT_0.68,Group6_PT_0.69,Group6_PT_0.7,Group6_PT_0.71,Group6_PT_0.72,Group6_PT_0.73,Group6_PT_0.74,Group6_PT_0.75,Group6_PT_0.76,Group6_PT_0.77,Group6_PT_0.78,Group6_PT_0.79,Group6_PT_0.8,Group6_PT_0.81,Group6_PT_0.82,Group6_PT_0.83,Group6_PT_0.84,Group6_PT_0.85,Group6_PT_0.86,Group6_PT_0.87,Group6_PT_0.88,Group6_PT_0.89,Group6_PT_0.9,Group6_PT_0.91,Group6_PT_0.92,Group6_PT_0.93,Group6_PT_0.94,Group6_PT_0.95,Group6_PT_0.96,Group6_PT_0.97,Group6_PT_0.98,Group6_PT_0.99,Group6_PT_1
175,Gng5,33.372,1.0022e-06,0.027234,-0.48895,-0.4777977,-0.4666713,-0.45560196,-0.44462,-0.43374907,-0.42302262,-0.4124676,-0.40211258,-0.3919861,-0.3821168,-0.37253,-0.36326386,-0.35433739,-0.34578,-0.33763,-0.32990079,-0.3226314,-0.31585,-0.30957841,-0.30385189,-0.29869679,-0.29414168,-0.29021513,-0.28694571,-0.284362,-0.28249,-0.28137193,-0.28120977,-0.2824151,-0.28540775,-0.29061,-0.29843426,-0.30908448,-0.32207,-0.33677,-0.35257,-0.36884523,-0.38499,-0.4007,-0.41596636,-0.4308,-0.44519628,-0.4591751,-0.47273958,-0.48589692,-0.49865441,-0.51101932,-0.52299892,-0.53460049,-0.5458313,-0.55669859,-0.56720967,-0.57737178,-0.5871922,-0.5966782,-0.60583709,-0.6146761,-0.6232025,-0.63142349,-0.63935,-0.64697864,-0.65433,-0.66139968,-0.66820308,-0.67474476,-0.68103199,-0.68707205,-0.69287219,-0.6984397,-0.7037818,-0.70890588,-0.7138191,-0.7185288,-0.7230421,-0.7273665,-0.7315091,-0.7354772,-0.73927809,-0.74291906,-0.746407,-0.7497503,-0.752955,-0.75602896,-0.7589793,-0.7618133,-0.7645383,-0.7671614,-0.7696901,-0.7721315,-0.774493,-0.77678175,-0.779005,-0.78117,-0.7832845,-0.7853552,-0.78739,-0.7893947,-0.7913782,-0.7933471,-0.7953087
176,Ywhag,51.026,2.2045e-10,6.0659e-06,-0.3015,-0.2858386,-0.2702096,-0.25465274,-0.2392,-0.22389941,-0.20877507,-0.193867,-0.17921125,-0.1648439,-0.1508009,-0.13712,-0.12383235,-0.11097887,-0.098594,-0.086714,-0.07537417,-0.0646113,-0.054461,-0.04496003,-0.03614365,-0.02804818,-0.02070966,-0.01416415,-0.00844768,-0.0035963,0.00035394,0.00335492,0.0050037,0.00449344,0.00099538,-0.0063192,-0.01827896,-0.03528675,-0.056439,-0.080582,-0.10656,-0.13322439,-0.15944,-0.18464,-0.20880768,-0.23197,-0.25413269,-0.2753216,-0.29555044,-0.3148362,-0.33319566,-0.35064568,-0.36720309,-0.38288474,-0.3977075,-0.4116881,-0.4248435,-0.4371905,-0.4487459,-0.4595267,-0.46954952,-0.4788313,-0.487389,-0.49523926,-0.5024,-0.50888515,-0.51471,-0.51990374,-0.5244699,-0.52842977,-0.53180018,-0.53459797,-0.53683998,-0.5385431,-0.5397241,-0.54039981,-0.54058715,-0.5403029,-0.539564,-0.5383871,-0.5367893,-0.5347872,-0.53239775,-0.5296378,-0.526524,-0.5230737,-0.519303,-0.51522967,-0.5108698,-0.5062404,-0.5013584,-0.4962406,-0.4909039,-0.4853651,-0.479641,-0.47374851,-0.467704,-0.46153,-0.4552289,-0.4488312,-0.44235,-0.4357999,-0.4292001,-0.4225666,-0.4159162
177,Rab14,53.486,6.7435e-11,1.8579e-06,-0.36127,-0.345233,-0.3292302,-0.31330517,-0.2975,-0.28184329,-0.26638413,-0.2511579,-0.23620349,-0.2215597,-0.2072653,-0.19336,-0.17988005,-0.16686689,-0.15436,-0.14239,-0.13101109,-0.1202498,-0.11015,-0.10074615,-0.09208144,-0.08419323,-0.07712036,-0.07090164,-0.06557592,-0.061182,-0.057759,-0.05535597,-0.05434938,-0.05548528,-0.05953012,-0.06725,-0.0794123,-0.09638277,-0.1173,-0.14108,-0.16661,-0.19281748,-0.21862,-0.24347,-0.26736788,-0.29033,-0.31236109,-0.3334878,-0.35372211,-0.37307969,-0.39157618,-0.40922725,-0.42604855,-0.44205574,-0.4572645,-0.47169041,-0.4853492,-0.4982565,-0.510428,-0.5218793,-0.53262603,-0.5426839,-0.5520686,-0.56079578,-0.56888,-0.57634004,-0.58319,-0.58944196,-0.59511619,-0.60022679,-0.60478944,-0.60881978,-0.61233348,-0.6153462,-0.6178736,-0.61993124,-0.6215349,-0.6227002,-0.6234428,-0.6237783,-0.6237224,-0.6232908,-0.6224991,-0.62136296,-0.619898,-0.61812,-0.616045,-0.6136872,-0.6110637,-0.6081898,-0.605081,-0.601753,-0.5982215,-0.5945021,-0.5906105,-0.58656237,-0.582373,-0.57806,-0.5736351,-0.56911726,-0.56452,-0.5598624,-0.5551567,-0.5504197,-0.545667
178,Oat,63.956,4.27e-13,1.1821e-08,-0.18802,-0.1710452,-0.1541037,-0.13723829,-0.12049,-0.10388804,-0.0874793,-0.0712989,-0.05538484,-0.0397752,-0.0245081,-0.0096216,0.0048464,0.01885772,0.032374,0.045358,0.05777119,0.0695753,0.080733,0.09120482,0.10095404,0.10994216,0.11813114,0.12548292,0.13195945,0.13752267,0.14213,0.14574343,0.14789952,0.1476997,0.14421624,0.13652,0.12368778,0.10526181,0.082245,0.055919,0.027563,-0.00154242,-0.030143,-0.057604,-0.08391619,-0.1091,-0.13316919,-0.1561478,-0.17805288,-0.19890331,-0.2187179,-0.23751551,-0.25531494,-0.27213505,-0.2879947,-0.3029126,-0.31690771,-0.32999883,-0.3422048,-0.3535444,-0.36403652,-0.3737,-0.3825536,-0.39061623,-0.39791,-0.40444382,-0.41025,-0.41533342,-0.41972356,-0.4234357,-0.42648867,-0.42890131,-0.43069246,-0.4318809,-0.4324856,-0.43252523,-0.43201871,-0.4309849,-0.4294425,-0.4274105,-0.4249076,-0.4219528,-0.41856479,-0.41476245,-0.410565,-0.4059901,-0.401058,-0.39578642,-0.3901949,-0.3843021,-0.3781267,-0.3716877,-0.3650039,-0.3580941,-0.3509771,-0.34367173,-0.336197,-0.32857,-0.3208141,-0.31294372,-0.30498,-0.2969394,-0.2888431,-0.2807091,-0.2725562
179,Eif5b,72.643,6.278e-15,1.7424e-10,-0.43941,-0.4080651,-0.3768019,-0.34569625,-0.31483,-0.2842731,-0.25411318,-0.2244261,-0.19529063,-0.1667856,-0.1389899,-0.11198,-0.0858414,-0.06064626,-0.036476,-0.013408,0.00847705,0.0291014,0.048386,0.06625227,0.08262112,0.09741384,0.11055163,0.12195569,0.1315472,0.13924737,0.14498,0.14865081,0.14995733,0.14833177,0.1431951,0.13397,0.12007257,0.1012905,0.078515,0.052849,0.0254,-0.0027291,-0.030456,-0.057232,-0.08304861,-0.10792,-0.13186825,-0.1549024,-0.17704047,-0.19829811,-0.21869106,-0.23823504,-0.25694578,-0.27483899,-0.2919304,-0.30823573,-0.32377069,-0.33855103,-0.3525924,-0.3659107,-0.37852141,-0.3904404,-0.4016834,-0.41226604,-0.4222,-0.43151333,-0.44021,-0.44830804,-0.45582499,-0.46277596,-0.46917667,-0.47504285,-0.48039021,-0.4852345,-0.4895914,-0.49347664,-0.49690596,-0.4998951,-0.5024597,-0.5046156,-0.5063784,-0.507764,-0.50878787,-0.50946592,-0.509814,-0.5098473,-0.509582,-0.50903377,-0.5082183,-0.5071512,-0.5058483,-0.5043253,-0.502598,-0.500682,-0.498593,-0.49634683,-0.493959,-0.49145,-0.4888222,-0.4861044,-0.48331,-0.4804486,-0.4775422,-0.4746042,-0.4716506
180,Mrpl36,63.475,5.3899e-13,1.4916e-08,-0.58045,-0.5450593,-0.5097549,-0.4746224,-0.43975,-0.40521636,-0.37111468,-0.3375284,-0.30454353,-0.2722459,-0.2407214,-0.21006,-0.18033541,-0.15164579,-0.12407,-0.097703,-0.07262118,-0.0489141,-0.026667,-0.00596698,0.01310121,0.03045129,0.04599734,0.05965348,0.07133378,0.08095235,0.088423,0.093653,0.09632287,0.09585802,0.0916697,0.083169,0.06976778,0.051253,0.028567,0.0028711,-0.024671,-0.05289668,-0.080668,-0.10741,-0.13310668,-0.15778,-0.18145459,-0.204137,-0.2258478,-0.246604,-0.26642267,-0.28532084,-0.30331556,-0.32042389,-0.3366629,-0.35204953,-0.36660093,-0.38033412,-0.3932661,-0.405414,-0.41679486,-0.4274256,-0.4373234,-0.44650531,-0.45499,-0.46278942,-0.46993,-0.47641432,-0.48227218,-0.48751639,-0.49216398,-0.496232,-0.49973749,-0.5026975,-0.5051291,-0.50704931,-0.50847517,-0.5094237,-0.5099121,-0.5099572,-0.5095762,-0.508786,-0.50760385,-0.50604664,-0.504131,-0.5018754,-0.499295,-0.49640857,-0.493232,-0.4897826,-0.4860776,-0.4821339,-0.4779687,-0.4735988,-0.4690415,-0.46431372,-0.459433,-0.45441,-0.449278,-0.44403885,-0.43871,-0.4333218,-0.4278781,-0.4224003,-0.4169054
181,Nedd4,69.542,2.8362e-14,7.8675e-10,-0.24334,-0.2274152,-0.2115301,-0.19571896,-0.18002,-0.16446603,-0.14909813,-0.1339519,-0.11906415,-0.1044719,-0.0902122,-0.076322,-0.06283774,-0.04979693,-0.037236,-0.025193,-0.01370343,-0.002805,0.0074654,0.01707099,0.02597474,0.03413973,0.04152902,0.04810567,0.05383275,0.05867332,0.06259,0.06553581,0.06712732,0.06660292,0.06317991,0.056076,0.0445075,0.02809143,0.0076661,-0.015696,-0.040921,-0.06693841,-0.092696,-0.11766,-0.14182172,-0.16519,-0.1877881,-0.2096194,-0.23070029,-0.25104397,-0.2706636,-0.28957234,-0.30778336,-0.32530982,-0.3421649,-0.35836171,-0.37391347,-0.38883334,-0.4031345,-0.41683,-0.42993316,-0.4424571,-0.4544149,-0.4658198,-0.47668,-0.48702354,-0.49685,-0.5061736,-0.51501141,-0.52337529,-0.53127842,-0.53873394,-0.54575504,-0.5523549,-0.5585466,-0.56434337,-0.56975838,-0.5748048,-0.5794957,-0.5838444,-0.587864,-0.5915676,-0.59496842,-0.59807962,-0.600914,-0.6034858,-0.605807,-0.60789151,-0.6097521,-0.611402,-0.6128545,-0.6141226,-0.6152196,-0.6161587,-0.6169529,-0.61761551,-0.61816,-0.6186,-0.618945,-0.61921268,-0.61941,-0.6195637,-0.6196733,-0.6197567,-0.6198269
182,Park7,106.664,3.743e-22,1.0442e-17,-0.61945,-0.579454,-0.5395617,-0.49987079,-0.46048,-0.42149578,-0.38301303,-0.3451344,-0.30796045,-0.271592,-0.2361296,-0.20167,-0.16832596,-0.13618602,-0.10535,-0.075933,-0.04802194,-0.0217214,0.0028676,0.02564429,0.04650812,0.06535835,0.08209431,0.09661533,0.10882071,0.11860979,0.12588,0.13052805,0.13219704,0.13026174,0.12408007,0.11301,0.0964095,0.07405553,0.04701,0.016582,-0.015922,-0.04919213,-0.081948,-0.11354,-0.14396124,-0.17323,-0.20136114,-0.2283792,-0.25430168,-0.27914775,-0.30293663,-0.32568757,-0.34741977,-0.36815245,-0.3879049,-0.40669618,-0.42454566,-0.44147252,-0.457496,-0.4726352,-0.48690953,-0.5003381,-0.5129401,-0.52473489,-0.53574,-0.54597937,-0.55547,-0.56422531,-0.57227189,-0.5796265,-0.58630835,-0.59233669,-0.59773071,-0.6025097,-0.6066927,-0.61029917,-0.61334818,-0.615859,-0.6178508,-0.6193429,-0.6203545,-0.6209047,-0.62101286,-0.62069813,-0.61998,-0.618877,-0.617409,-0.61559495,-0.6134542,-0.6110059,-0.6082693,-0.6052636,-0.602008,-0.5985217,-0.594824,-0.59093412,-0.586871,-0.58265,-0.5783033,-0.5738368,-0.56927,-0.5646346,-0.5599374,-0.5552018,-0.5504469
183,Ywhab,77.107,7.1395e-16,1.9833e-11,-0.41541,-0.3966376,-0.3779074,-0.35926994,-0.34077,-0.32245851,-0.30437727,-0.2865742,-0.26909553,-0.2519877,-0.2352971,-0.21907,-0.20335283,-0.18819189,-0.17363,-0.15972,-0.1465101,-0.1340377,-0.12235,-0.11150326,-0.10153396,-0.09249173,-0.08442294,-0.07737394,-0.07139107,-0.0665207,-0.062809,-0.06030958,-0.0592726,-0.06017389,-0.06350128,-0.069743,-0.07938565,-0.09264845,-0.10892,-0.12744,-0.14743,-0.16812171,-0.18877,-0.20899,-0.22877439,-0.24813,-0.26705242,-0.2855626,-0.30366302,-0.321361,-0.33866367,-0.35557824,-0.37211189,-0.3882718,-0.4040652,-0.41949916,-0.43458098,-0.44931782,-0.4637169,-0.4777853,-0.49153029,-0.504959,-0.5180788,-0.5308966,-0.54342,-0.55565546,-0.56761,-0.5792931,-0.59070944,-0.60186703,-0.61277308,-0.62343475,-0.63385925,-0.6440538,-0.6540255,-0.66378155,-0.6733292,-0.6826756,-0.691828,-0.7007935,-0.7095793,-0.7181926,-0.7266406,-0.73493049,-0.743069,-0.7510647,-0.758923,-0.76665261,-0.7742597,-0.7817518,-0.7891361,-0.7964198,-0.80361,-0.810714,-0.817739,-0.82469205,-0.83158,-0.83841,-0.8451919,-0.85192933,-0.85863,-0.8653036,-0.8719548,-0.8785916,-0.8852213
184,Rrs1,108.522,1.5039e-22,4.1965e-18,-0.61592,-0.5717918,-0.5277685,-0.48396246,-0.44048,-0.39743673,-0.35493429,-0.3130836,-0.27199342,-0.2317723,-0.1925288,-0.15437,-0.11740943,-0.08175082,-0.047504,-0.014779,0.01631718,0.0456751,0.073186,0.09874215,0.12223396,0.14355312,0.16259101,0.17923899,0.19338843,0.2049307,0.21376,0.21974643,0.22240211,0.22080096,0.21399657,0.20104,0.18099272,0.15347441,0.11988,0.08192,0.041333,-0.00016132,-0.040874,-0.07995,-0.11737849,-0.15319,-0.18740303,-0.2200527,-0.25116338,-0.28076199,-0.30887556,-0.33553108,-0.36075556,-0.38457599,-0.4070194,-0.42811275,-0.44788307,-0.46635735,-0.4835626,-0.4995258,-0.51427396,-0.5278341,-0.5402332,-0.55149826,-0.56166,-0.5707343,-0.57876,-0.58575821,-0.59175812,-0.59678601,-0.60086886,-0.60403369,-0.60630749,-0.6077173,-0.60829,-0.60805274,-0.60703244,-0.6052561,-0.6027508,-0.5995434,-0.595661,-0.5911306,-0.58597922,-0.58023379,-0.573921,-0.5670689,-0.559703,-0.55185189,-0.5435414,-0.5347988,-0.5256513,-0.5161258,-0.5062492,-0.4960486,-0.4855511,-0.47478348,-0.463773,-0.45255,-0.4411307,-0.42955308,-0.41784,-0.4060198,-0.3941182,-0.3821626,-0.37018
185,Mif,120.708,3.7705e-25,1.0533e-20,-0.66716,-0.6261115,-0.5851675,-0.54443869,-0.50403,-0.46405694,-0.42461918,-0.3858269,-0.34778781,-0.3106094,-0.2743992,-0.23926,-0.20531417,-0.17265441,-0.14139,-0.11164,-0.08349729,-0.0570776,-0.032487,-0.00983276,0.01077722,0.02923545,0.04543434,0.05926632,0.07062378,0.07939915,0.085485,0.08876312,0.08881859,0.084897,0.0762257,0.062032,0.04154361,0.01447947,-0.017932,-0.054176,-0.092733,-0.13208869,-0.17076,-0.20799,-0.2437664,-0.27812,-0.3110775,-0.3426555,-0.37288007,-0.40177502,-0.42936406,-0.45567094,-0.4807194,-0.5045332,-0.5271361,-0.54855174,-0.56880398,-0.58791652,-0.6059131,-0.6228175,-0.6386534,-0.6534446,-0.6672148,-0.67998778,-0.69179,-0.702637,-0.71256,-0.7215822,-0.72972516,-0.73701334,-0.74347049,-0.74912036,-0.75398669,-0.7580932,-0.7614637,-0.76412185,-0.76609145,-0.7673962,-0.7680599,-0.7681063,-0.767559,-0.7664419,-0.76477875,-0.7625932,-0.759909,-0.75675,-0.75314,-0.74910226,-0.7446611,-0.73984,-0.7346627,-0.729153,-0.7233347,-0.7172314,-0.710867,-0.70426512,-0.69745,-0.69044,-0.6832723,-0.67595811,-0.66853,-0.6609973,-0.6533982,-0.6457516,-0.6380813
186,Kpnb1,93.516,2.357e-19,6.5666e-15,-0.6619,-0.6169925,-0.5721972,-0.52763086,-0.48341,-0.43964339,-0.39645128,-0.3539463,-0.31224288,-0.2714556,-0.231699,-0.19309,-0.15573588,-0.11975836,-0.08527,-0.052384,-0.02121619,0.0081193,0.035508,0.06083549,0.08398708,0.10484833,0.12330472,0.13924173,0.15254484,0.16309954,0.17079,0.1755047,0.1770969,0.17539395,0.17022022,0.1614,0.14875791,0.13233156,0.11281,0.091022,0.067775,0.04388939,0.020167,-0.0029842,-0.02555729,-0.047561,-0.06900576,-0.0899001,-0.11025386,-0.13007648,-0.14937746,-0.16816629,-0.18645244,-0.20424541,-0.2215547,-0.23838971,-0.25476002,-0.27067508,-0.2861444,-0.3011774,-0.31578361,-0.3299725,-0.3437536,-0.35713632,-0.37013,-0.38274469,-0.39499,-0.4068735,-0.41840678,-0.42959863,-0.44045852,-0.45099594,-0.46122037,-0.4711413,-0.4807682,-0.49011062,-0.49917797,-0.5079798,-0.5165255,-0.5248246,-0.5328866,-0.5407209,-0.54833718,-0.55574475,-0.562953,-0.5699719,-0.57681,-0.5834782,-0.5899848,-0.5963396,-0.6025521,-0.6086319,-0.6145884,-0.620431,-0.6261693,-0.63181283,-0.637371,-0.64285,-0.6482691,-0.65362803,-0.65894,-0.6642132,-0.6694583,-0.6746845,-0.6799012
187,Hnrnpk,100.869,6.4248e-21,1.7914e-16,-0.44609,-0.4195747,-0.3931227,-0.36680665,-0.34069,-0.31485478,-0.28935495,-0.2642632,-0.23964756,-0.215576,-0.1921166,-0.16934,-0.14730626,-0.12609133,-0.10576,-0.086382,-0.06802373,-0.0507536,-0.03464,-0.0197502,-0.00615288,0.00608415,0.01689288,0.02620529,0.03395337,0.0400691,0.044484,0.04713465,0.04804806,0.04735931,0.04520876,0.041737,0.03708375,0.0313858,0.024766,0.017345,0.0092445,0.00058402,-0.0085176,-0.017997,-0.02784463,-0.038055,-0.04862297,-0.0595413,-0.07080429,-0.08240594,-0.0943402,-0.10660101,-0.11918233,-0.13207811,-0.1452823,-0.15878886,-0.17259174,-0.18668488,-0.2010623,-0.2157178,-0.23064548,-0.2458392,-0.261293,-0.2770008,-0.29296,-0.30915413,-0.32559,-0.34225083,-0.35913784,-0.37624254,-0.3935589,-0.41108087,-0.42880241,-0.4467175,-0.46482,-0.48310389,-0.5015632,-0.5201918,-0.5389837,-0.5579329,-0.5770332,-0.5962786,-0.61566317,-0.63518076,-0.654825,-0.6745909,-0.694471,-0.71446054,-0.7345526,-0.7547415,-0.775021,-0.7953852,-0.815828,-0.8363434,-0.8569253,-0.87756769,-0.898265,-0.91901,-0.9397972,-0.960621,-0.98148,-1.0023533,-1.0232496,-1.0441581,-1.0650726
188,Npm1,518.189,7.7933e-111,2.197e-106,-0.088043,-0.0516526,-0.0153422,0.02080903,0.056722,0.09231598,0.12751255,0.1622318,0.19639407,0.2299199,0.2627297,0.29474,0.32588302,0.3560674,0.38522,0.41325,0.44009674,0.4656667,0.48988,0.51266965,0.53394348,0.55362613,0.57163806,0.5878997,0.60233149,0.61485388,0.62539,0.63380198,0.63849201,0.6361713,0.62346256,0.59699,0.55337263,0.49088693,0.41286,0.32361,0.22741,0.12859014,0.031346,-0.062184,-0.15196604,-0.23806,-0.3205355,-0.3994454,-0.47485407,-0.54682283,-0.61541314,-0.68068644,-0.74270414,-0.80152768,-0.8572185,-0.90983796,-0.95944756,-1.00610869,-1.0498828,-1.0908313,-1.12901559,-1.1644971,-1.1973374,-1.22759768,-1.2553,-1.28062432,-1.3035,-1.32406845,-1.34235064,-1.35842149,-1.37234242,-1.38417485,-1.39398022,-1.4018199,-1.4077555,-1.41184819,-1.41415955,-1.414751,-1.4136839,-1.4110197,-1.4068199,-1.4011458,-1.39405899,-1.38562075,-1.375893,-1.3649359,-1.352812,-1.33958255,-1.3253088,-1.3100523,-1.2938743,-1.2768364,-1.2589999,-1.2404264,-1.2211771,-1.20131359,-1.180897,-1.16,-1.1386517,-1.11694539,-1.0949,-1.0726728,-1.0502294,-1.0276631,-1.0050354
189,mt-Nd4,324.6,5.3342e-69,1.5022e-64,-0.36399,-0.3148571,-0.2658546,-0.21710823,-0.16875,-0.12089607,-0.07368639,-0.0272451,0.01829989,0.0628204,0.1061883,0.14828,0.18895449,0.22809656,0.26557,0.30126,0.3350221,0.3667369,0.39627,0.42350741,0.44830708,0.47054561,0.49009494,0.506827,0.52061376,0.53132714,0.53884,0.54300503,0.54319466,0.53822484,0.52688243,0.50795,0.48022752,0.44317972,0.39841,0.34791,0.2937,0.23777114,0.18209,0.12764,0.07446375,0.022529,-0.02818203,-0.0776907,-0.12601759,-0.17318336,-0.21920878,-0.26411457,-0.30792148,-0.35065023,-0.3923216,-0.4329562,-0.47257489,-0.51119836,-0.5488473,-0.5855426,-0.62130478,-0.6561547,-0.6901131,-0.72320063,-0.75544,-0.78684622,-0.81745,-0.84725735,-0.87630182,-0.90459988,-0.93217225,-0.95903968,-0.9852229,-1.0107426,-1.0356196,-1.05987459,-1.08352829,-1.1066014,-1.1291148,-1.151089,-1.172545,-1.1935033,-1.2139847,-1.23400999,-1.2536,-1.2727751,-1.291556,-1.3099644,-1.32802,-1.3457438,-1.3631567,-1.3802792,-1.3971323,-1.4137365,-1.4301126,-1.44628143,-1.462264,-1.4781,-1.4937512,-1.50929798,-1.5247,-1.5401013,-1.5553993,-1.5706558,-1.5858916
190,Snrpd1,35.003,4.638e-07,0.012626,-0.38895,-0.3705761,-0.3522451,-0.33398978,-0.31585,-0.29785777,-0.28005681,-0.262483,-0.24517426,-0.2281684,-0.2115033,-0.19522,-0.17934682,-0.16393117,-0.14901,-0.13461,-0.12078893,-0.1075693,-0.094993,-0.08309885,-0.07192377,-0.06150594,-0.05188321,-0.04309345,-0.03517452,-0.02816428,-0.022101,-0.01702877,-0.01321249,-0.01116409,-0.01140936,-0.014474,-0.02088405,-0.03088306,-0.04385,-0.058999,-0.075542,-0.09269342,-0.10968,-0.12612,-0.14199322,-0.15732,-0.17209485,-0.1863404,-0.20006137,-0.21326697,-0.22596639,-0.23816886,-0.24988355,-0.26111969,-0.2718865,-0.2821931,-0.29204878,-0.30146271,-0.3104441,-0.3190021,-0.32714603,-0.334885,-0.3422282,-0.34918494,-0.35576,-0.36197558,-0.36783,-0.37333053,-0.37849264,-0.38332343,-0.38783212,-0.3920279,-0.39591998,-0.3995176,-0.4028299,-0.40586604,-0.40863535,-0.411147,-0.4134101,-0.415434,-0.4172277,-0.4188006,-0.42016187,-0.42132064,-0.422286,-0.4230676,-0.423674,-0.42411508,-0.4243996,-0.4245368,-0.424536,-0.4244063,-0.424157,-0.4237972,-0.4233363,-0.42278326,-0.422147,-0.42144,-0.4206641,-0.41983498,-0.41896,-0.4180479,-0.4171084,-0.4161505,-0.4151833
191,Zfp207,35.768,3.2291e-07,0.0087974,-0.4363,-0.4143875,-0.3925204,-0.37075085,-0.34913,-0.32769881,-0.30651379,-0.2856211,-0.26506932,-0.2449073,-0.2251837,-0.20595,-0.18724666,-0.16913063,-0.15165,-0.13485,-0.11877712,-0.1034865,-0.089024,-0.07543844,-0.06277841,-0.05109265,-0.0404299,-0.03083885,-0.02236823,-0.01506676,-0.0089831,-0.00417257,-0.00088117,0.00042772,-0.00072105,-0.0048026,-0.01229208,-0.02339067,-0.037459,-0.053699,-0.071308,-0.08948919,-0.10746,-0.12482,-0.14155688,-0.15769,-0.17322782,-0.1881779,-0.20255128,-0.21635799,-0.22960818,-0.24231198,-0.2544795,-0.26612085,-0.2772462,-0.28786555,-0.29798914,-0.30762703,-0.3167894,-0.3254862,-0.33372777,-0.3415241,-0.3488853,-0.35582158,-0.36234,-0.36845964,-0.37418,-0.37951921,-0.38448236,-0.38908124,-0.39332598,-0.39722668,-0.40079348,-0.4040365,-0.4069658,-0.40959159,-0.41192393,-0.413973,-0.4157488,-0.4172615,-0.4185213,-0.4195382,-0.42032245,-0.42088406,-0.421233,-0.4213799,-0.421334,-0.42110677,-0.4207071,-0.4201456,-0.4194322,-0.4185773,-0.4175907,-0.4164828,-0.4152635,-0.4139431,-0.412532,-0.41104,-0.4094759,-0.40785188,-0.40618,-0.4044622,-0.4027168,-0.4009512,-0.3991754
192,Atad3a,32.153,1.7799e-06,0.048304,-0.43513,-0.4123955,-0.3897133,-0.36713798,-0.34472,-0.32252122,-0.30058662,-0.2789724,-0.25773192,-0.2369186,-0.2165859,-0.19679,-0.17757566,-0.15900497,-0.14113,-0.124,-0.10767134,-0.0921976,-0.077632,-0.06402667,-0.05143628,-0.03991381,-0.02951264,-0.02028617,-0.01228781,-0.00557093,-0.00018894,0.00379671,0.00608804,0.00611782,0.00330419,-0.0029347,-0.01318052,-0.02767693,-0.04563,-0.066046,-0.087934,-0.11029926,-0.13217,-0.15306,-0.17295124,-0.19187,-0.20983221,-0.226851,-0.24294368,-0.25812648,-0.27241565,-0.28582744,-0.29837809,-0.31008386,-0.320961,-0.33102573,-0.34029432,-0.34878302,-0.3565081,-0.3634857,-0.36973224,-0.3752638,-0.3800968,-0.38424733,-0.38773,-0.39056617,-0.39277,-0.39435036,-0.39533257,-0.39572987,-0.39555849,-0.39483469,-0.39357471,-0.3917948,-0.3895112,-0.38674018,-0.38349796,-0.3798008,-0.375665,-0.3711067,-0.3661422,-0.3607878,-0.35505965,-0.34897407,-0.342547,-0.3357955,-0.328735,-0.32138219,-0.3137531,-0.305864,-0.2977312,-0.2893709,-0.2807994,-0.272033,-0.2630878,-0.25398009,-0.244726,-0.23534,-0.2258447,-0.21624958,-0.20657,-0.1968319,-0.1870418,-0.1772193,-0.1673804
