,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group2_PT_0,Group2_PT_0.01,Group2_PT_0.02,Group2_PT_0.03,Group2_PT_0.04,Group2_PT_0.05,Group2_PT_0.06,Group2_PT_0.07,Group2_PT_0.08,Group2_PT_0.09,Group2_PT_0.1,Group2_PT_0.11,Group2_PT_0.12,Group2_PT_0.13,Group2_PT_0.14,Group2_PT_0.15,Group2_PT_0.16,Group2_PT_0.17,Group2_PT_0.18,Group2_PT_0.19,Group2_PT_0.2,Group2_PT_0.21,Group2_PT_0.22,Group2_PT_0.23,Group2_PT_0.24,Group2_PT_0.25,Group2_PT_0.26,Group2_PT_0.27,Group2_PT_0.28,Group2_PT_0.29,Group2_PT_0.3,Group2_PT_0.31,Group2_PT_0.32,Group2_PT_0.33,Group2_PT_0.34,Group2_PT_0.35,Group2_PT_0.36,Group2_PT_0.37,Group2_PT_0.38,Group2_PT_0.39,Group2_PT_0.4,Group2_PT_0.41,Group2_PT_0.42,Group2_PT_0.43,Group2_PT_0.44,Group2_PT_0.45,Group2_PT_0.46,Group2_PT_0.47,Group2_PT_0.48,Group2_PT_0.49,Group2_PT_0.5,Group2_PT_0.51,Group2_PT_0.52,Group2_PT_0.53,Group2_PT_0.54,Group2_PT_0.55,Group2_PT_0.56,Group2_PT_0.57,Group2_PT_0.58,Group2_PT_0.59,Group2_PT_0.6,Group2_PT_0.61,Group2_PT_0.62,Group2_PT_0.63,Group2_PT_0.64,Group2_PT_0.65,Group2_PT_0.66,Group2_PT_0.67,Group2_PT_0.68,Group2_PT_0.69,Group2_PT_0.7,Group2_PT_0.71,Group2_PT_0.72,Group2_PT_0.73,Group2_PT_0.74,Group2_PT_0.75,Group2_PT_0.76,Group2_PT_0.77,Group2_PT_0.78,Group2_PT_0.79,Group2_PT_0.8,Group2_PT_0.81,Group2_PT_0.82,Group2_PT_0.83,Group2_PT_0.84,Group2_PT_0.85,Group2_PT_0.86,Group2_PT_0.87,Group2_PT_0.88,Group2_PT_0.89,Group2_PT_0.9,Group2_PT_0.91,Group2_PT_0.92,Group2_PT_0.93,Group2_PT_0.94,Group2_PT_0.95,Group2_PT_0.96,Group2_PT_0.97,Group2_PT_0.98,Group2_PT_0.99,Group2_PT_1
0,HINT1,0,0,30.916,3.1853e-06,0.021526,0.296939,0.281636,0.266356,0.251118,0.235945,0.220858,0.205879,0.191029,0.17633,0.161803,0.1474699,0.1333522,0.119471,0.1058491,0.0925068,0.079466,0.066748,0.054375,0.042368,0.030749,0.019539,0.0087592,-0.0015679,-0.011421,-0.020791,-0.02972326,-0.03828,-0.046522,-0.0545114,-0.0623105,-0.069981,-0.077584,-0.085181,-0.092835,-0.1006069,-0.1085586,-0.116752,-0.125249,-0.13411,-0.143399,-0.1531757,-0.163503,-0.1744424,-0.186056,-0.198404,-0.211543,-0.225428,-0.239952,-0.2550076,-0.270485,-0.286276,-0.302272,-0.318363,-0.33444,-0.3504,-0.366128,-0.381517,-0.396458,-0.410844,-0.424565,-0.437512,-0.449578,-0.4607004,-0.4708952,-0.480187,-0.4886,-0.4961596,-0.5028892,-0.508813,-0.513957,-0.5183436,-0.521998,-0.5249455,-0.527209,-0.528814,-0.529785,-0.530145,-0.5299197,-0.529133,-0.52781,-0.5259737,-0.5236498,-0.520862,-0.517635,-0.513994,-0.509961,-0.505563,-0.500823,-0.495766,-0.4904162,-0.484798,-0.47894,-0.47285,-0.46658,-0.46013,-0.45353,-0.446817,-0.440003,-0.433116,-0.42618,-0.419219
1,TPT1,0,0,35.996,2.8989e-07,0.0019608,0.290368,0.285751,0.281123,0.276474,0.271792,0.267068,0.262289,0.257447,0.252529,0.247525,0.24242498,0.2372173,0.231892,0.226437,0.2208429,0.215098,0.209193,0.203116,0.196856,0.190403,0.183746,0.1768741,0.169777,0.162444,0.154865,0.14704065,0.138972,0.130661,0.1221086,0.1133171,0.104288,0.095023,0.085523,0.075791,0.0658275,0.0556347,0.045214,0.034567,0.023696,0.012602,0.0012866,-0.010248,-0.0220012,-0.03397,-0.046154,-0.05855,-0.071143,-0.083909,-0.0968267,-0.109871,-0.123019,-0.136248,-0.149534,-0.16285,-0.17618,-0.189501,-0.202783,-0.216004,-0.2291425,-0.242175,-0.255077,-0.267827,-0.2804105,-0.2928298,-0.30509,-0.317194,-0.3291476,-0.3409545,-0.352619,-0.364146,-0.3755384,-0.386802,-0.3979403,-0.408958,-0.419859,-0.430648,-0.441329,-0.4519071,-0.462386,-0.472769,-0.4830624,-0.4932692,-0.503394,-0.513441,-0.523415,-0.53332,-0.54316,-0.55294,-0.562664,-0.572336,-0.581961,-0.59154,-0.60108,-0.61059,-0.62007,-0.62952,-0.638953,-0.648366,-0.657767,-0.667158,-0.676546
2,MT-ND2,0,0,50.983,2.2503e-10,1.5244e-06,0.46887,0.450349,0.431864,0.413452,0.395147,0.376988,0.359009,0.341248,0.323739,0.30652,0.28962608,0.273094,0.25696,0.2412593,0.2260291,0.211305,0.197124,0.183521,0.170533,0.158196,0.146546,0.1356193,0.1254521,0.116081,0.107524,0.09972326,0.092597,0.086065,0.0800448,0.0744553,0.069215,0.064243,0.059457,0.054777,0.0501207,0.045407,0.040555,0.035482,0.030108,0.024351,0.0181299,0.011363,0.0039698,-0.004132,-0.013023,-0.022779,-0.033393,-0.044806,-0.0569546,-0.069779,-0.083217,-0.097208,-0.111691,-0.1266,-0.14188,-0.157472,-0.173306,-0.189324,-0.2054655,-0.221669,-0.237872,-0.254015,-0.2700587,-0.286001,-0.301845,-0.317594,-0.3332495,-0.3488149,-0.364293,-0.379686,-0.3949963,-0.410227,-0.4253813,-0.440461,-0.455469,-0.470408,-0.485281,-0.5000896,-0.514837,-0.529527,-0.5441607,-0.5587413,-0.573272,-0.587754,-0.602191,-0.616586,-0.630941,-0.645259,-0.659542,-0.6737939,-0.688016,-0.70221,-0.71638,-0.73053,-0.74467,-0.75878,-0.772886,-0.786978,-0.801062,-0.815141,-0.829217
3,RPL30,0,0,54.107,4.9982e-11,3.3863e-07,0.452414,0.450109,0.44781,0.445525,0.44326,0.441021,0.438815,0.43665,0.43453,0.432464,0.43045798,0.4285181,0.426651,0.4248641,0.4231633,0.421555,0.420047,0.418645,0.417356,0.416187,0.415144,0.4142331,0.4134621,0.412837,0.412358,0.41199273,0.411699,0.411436,0.4111607,0.4108328,0.41041,0.409851,0.409115,0.408158,0.4069411,0.4054209,0.403556,0.401306,0.398627,0.39548,0.3918211,0.38761,0.3828048,0.377364,0.371245,0.364409,0.356832,0.348503,0.3394102,0.329542,0.318888,0.307437,0.295176,0.28209,0.26818,0.253427,0.237817,0.221341,0.2039888,0.185748,0.166608,0.146556,0.125595,0.1037449,0.081029,0.057472,0.0330962,0.0079251,-0.018018,-0.044709,-0.0721253,-0.100243,-0.1290394,-0.15849,-0.188573,-0.219263,-0.250539,-0.2823752,-0.31475,-0.347639,-0.3810188,-0.4148666,-0.449159,-0.483872,-0.518983,-0.554468,-0.590304,-0.626467,-0.662934,-0.6996821,-0.736687,-0.77393,-0.81138,-0.84901,-0.88681,-0.92475,-0.962811,-1.000962,-1.039184,-1.077452,-1.115743
4,GAS5,0,0,30.069,4.7379e-06,0.032014,0.425954,0.443122,0.460211,0.477144,0.493841,0.510226,0.526218,0.541741,0.556715,0.571063,0.58470568,0.5975651,0.609563,0.6206206,0.63066,0.639603,0.647371,0.653885,0.659068,0.662841,0.665126,0.6658439,0.664917,0.662267,0.657848,0.65176561,0.64417,0.635211,0.6250387,0.6138018,0.601651,0.588735,0.575204,0.561207,0.5468958,0.5324182,0.517925,0.503564,0.489488,0.475844,0.462783,0.450455,0.4390082,0.428594,0.419361,0.411445,0.404802,0.39927,0.3946808,0.39087,0.387671,0.384919,0.382446,0.38009,0.37768,0.375052,0.372042,0.368482,0.3642078,0.359052,0.35285,0.345435,0.3367128,0.3267038,0.315442,0.302963,0.289298,0.2744826,0.25855,0.241535,0.2234697,0.204389,0.1843275,0.163318,0.141394,0.118591,0.094941,0.0704785,0.045238,0.019252,-0.0074438,-0.0348169,-0.062833,-0.091459,-0.12066,-0.150402,-0.180653,-0.211377,-0.242541,-0.2741112,-0.306054,-0.33834,-0.37092,-0.40378,-0.43687,-0.47017,-0.503634,-0.537235,-0.570938,-0.604708,-0.638512
5,RPL11,0,0,40.744,3.0362e-08,0.00020549,0.394577,0.406699,0.418775,0.430761,0.442612,0.454283,0.465729,0.476906,0.487768,0.498269,0.50836633,0.5180135,0.527166,0.5357785,0.5438065,0.551205,0.557928,0.563932,0.569171,0.573601,0.577176,0.579851,0.5815817,0.582323,0.582041,0.58075907,0.578513,0.575342,0.5712823,0.5663722,0.560649,0.554151,0.546915,0.538979,0.5303801,0.5211566,0.511346,0.500985,0.490113,0.478766,0.466982,0.454799,0.4422541,0.429385,0.41623,0.402824,0.389185,0.375317,0.3612224,0.346906,0.332371,0.317622,0.302662,0.2875,0.27213,0.256556,0.240791,0.224833,0.208688,0.192358,0.175847,0.15916,0.1422992,0.12527,0.108077,0.090724,0.0732155,0.0555564,0.037751,0.019803,0.0017185,-0.0165,-0.0348463,-0.053317,-0.071908,-0.090614,-0.109431,-0.1283542,-0.14738,-0.166503,-0.1857188,-0.2050237,-0.224413,-0.243882,-0.263426,-0.283042,-0.302724,-0.322468,-0.34227,-0.3621246,-0.382028,-0.40198,-0.42196,-0.44199,-0.46204,-0.48212,-0.502227,-0.522349,-0.542483,-0.562626,-0.582774
6,RPL34,0,0,44.856,4.2592e-09,2.8839e-05,0.364451,0.371062,0.377654,0.384208,0.390705,0.397125,0.403449,0.40966,0.415736,0.42166,0.42741176,0.4329728,0.438324,0.4434456,0.4483193,0.452926,0.457246,0.46126,0.46495,0.468296,0.47128,0.4738815,0.4760822,0.477863,0.479205,0.48008797,0.480494,0.480405,0.4797999,0.478661,0.476969,0.474705,0.47185,0.468386,0.4642918,0.4595501,0.454141,0.448047,0.441247,0.433724,0.4254578,0.41643,0.4066209,0.396012,0.384585,0.372322,0.359244,0.345395,0.3308163,0.315554,0.29965,0.28315,0.266097,0.24853,0.23051,0.212057,0.19323,0.174069,0.1546175,0.13492,0.11502,0.09496,0.074772,0.0544601,0.034028,0.013479,-0.0071846,-0.0279583,-0.048839,-0.069824,-0.0909103,-0.112094,-0.1333715,-0.15474,-0.176197,-0.197738,-0.21936,-0.2410609,-0.262836,-0.284683,-0.3065981,-0.3285783,-0.35062,-0.372721,-0.394876,-0.417084,-0.439341,-0.461643,-0.483987,-0.5063706,-0.52879,-0.55124,-0.57372,-0.59623,-0.61876,-0.64131,-0.663874,-0.686452,-0.70904,-0.731635,-0.754233
7,RPS12,0,0,33.185,1.0947e-06,0.0074023,0.160936,0.174889,0.188802,0.202634,0.216344,0.229893,0.243239,0.256342,0.269162,0.281658,0.2937902,0.3055171,0.316799,0.3275947,0.3378643,0.347567,0.356663,0.365111,0.372871,0.379902,0.386164,0.3916167,0.3962191,0.399931,0.40272,0.40459298,0.405567,0.405661,0.4048908,0.4032752,0.400832,0.397578,0.393531,0.388709,0.3831304,0.3768115,0.369771,0.362025,0.353593,0.344491,0.3347381,0.324351,0.3133478,0.301746,0.289563,0.276818,0.263535,0.249745,0.2354797,0.220768,0.205642,0.190131,0.174266,0.15808,0.1416,0.124854,0.107878,0.090702,0.0733549,0.055868,0.038271,0.020595,0.0028605,-0.0149296,-0.032774,-0.050671,-0.0686185,-0.0866161,-0.104662,-0.122755,-0.1408924,-0.159074,-0.1772982,-0.195563,-0.213868,-0.23221,-0.250589,-0.2690033,-0.287451,-0.305931,-0.3244413,-0.3429811,-0.361549,-0.380142,-0.398761,-0.417403,-0.436067,-0.454751,-0.473455,-0.4921758,-0.510913,-0.52966,-0.54843,-0.56721,-0.58599,-0.60479,-0.623591,-0.642399,-0.661212,-0.680028,-0.698846
8,RPL31,0,0,47.378,1.2721e-09,8.616e-06,0.298381,0.310207,0.322,0.33373,0.345365,0.356872,0.368221,0.379379,0.390314,0.400995,0.41139045,0.4214677,0.431195,0.4405415,0.4494746,0.457963,0.465974,0.473477,0.480439,0.48683,0.492616,0.4977669,0.5022502,0.506034,0.509091,0.51141223,0.512993,0.513829,0.5139178,0.5132544,0.511835,0.509656,0.506713,0.503003,0.4985214,0.4932643,0.487228,0.480408,0.472801,0.464404,0.4552108,0.445219,0.4344248,0.422824,0.410412,0.397188,0.38317,0.368392,0.3528877,0.336692,0.319837,0.302358,0.284289,0.26566,0.24651,0.226877,0.206784,0.186271,0.1653698,0.144116,0.122542,0.100683,0.0785623,0.0561888,0.033569,0.010709,-0.0123831,-0.035702,-0.059241,-0.082992,-0.1069503,-0.131108,-0.1554589,-0.179996,-0.204713,-0.229603,-0.25466,-0.2798764,-0.305246,-0.330762,-0.3564177,-0.3822066,-0.408122,-0.434157,-0.460306,-0.486561,-0.512916,-0.539364,-0.565898,-0.592513,-0.619201,-0.64596,-0.67277,-0.69964,-0.72655,-0.75351,-0.780492,-0.807506,-0.83454,-0.861588,-0.888642
9,RPS14,0,0,29.35,6.637e-06,0.044833,0.439466,0.452764,0.466031,0.479235,0.492345,0.50533,0.518159,0.5308,0.543221,0.555393,0.56728222,0.5788587,0.590091,0.6009474,0.611397,0.621408,0.63095,0.639991,0.6485,0.656445,0.663796,0.6705205,0.6765877,0.681966,0.686628,0.69056044,0.693755,0.696203,0.6978954,0.6988249,0.698982,0.69836,0.696948,0.694739,0.6917244,0.6878955,0.683244,0.677761,0.671439,0.664268,0.656241,0.647349,0.6375832,0.626936,0.615398,0.602964,0.589672,0.575586,0.560772,0.545296,0.529223,0.512619,0.495549,0.47808,0.46028,0.442202,0.423926,0.405513,0.3870275,0.368536,0.350103,0.331795,0.3136532,0.2956767,0.277861,0.260203,0.242697,0.2253393,0.208125,0.191051,0.1741114,0.157303,0.1406203,0.12406,0.107617,0.091288,0.075067,0.0589516,0.042936,0.027016,0.0111879,-0.0045533,-0.020212,-0.035791,-0.051297,-0.066733,-0.082104,-0.097414,-0.112667,-0.1278678,-0.143021,-0.15813,-0.1732,-0.18824,-0.20324,-0.21822,-0.233175,-0.248115,-0.263041,-0.277958,-0.292872
